REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;196.9832946;196.9832946
ACSP1;25;4.1;102.5
AC-E46-FU;11;77.9;856.9
AC-FU-E36;8;36.9;295.2
AC-S2K-FU;7;24.6;172.2
RD3025;5;180.4902;902.451
SP1105BLK;4;164.041;656.164
SP1128WB;7;186.1236;1302.8652
FMDV14T-POL;4;34.43141706;137.72566824
SP6063BLK;3;141.5484;424.6452
FMDVK04D;2;77.33914296;154.67828592
FMDVSUB01;2;87.04958706;174.09917412
FMDVATSI-POL;1;119.41454508;119.41454508
FMDV004-POL;2;51.65190906;103.30381812
FMINTLFS-LS-BLA;1;338.89928256;338.89928256
216BFWAEBOSM;11;23.575;259.325
AC-NC-FU;5;24.6;123
216BFWAOTSM;27;17.712;478.224
216BFWAOPSM;32;20.582;658.624
VIB-1458;53;0.287;15.211
RN09;2;146.25937872;292.51875744
ECA3015;1;116.4564;116.4564
SP2070P;1;149.2236;149.2236
EVO1206;6;202.663;1215.978
FMWRX301-ALL;3;70.30744206;210.92232618
216EVOWGAFRWB4.9-WO;6;91.84;551.04
216EVOAFRWB4.9-WO;3;91.84;275.52
MMAI-CLA45-14BK;9;177.1692;1594.5228
RN12;1;213.71587266;213.71587266
MMRAD-370Z-09;2;280.071;560.142
MMFAN-SWITCH;6;20.746;124.476
CTS-IT-105R;31;123;3813
200001076;1;414.8216;414.8216
FMDVK04SA-SIL;5;77.33914296;386.6957148
FMDV2A;2;104.87279628;209.74559256
FMDVA45A;3;89.38392042;268.15176126
FMDVST180A;2;119.41454508;238.82909016
FMDV14TSI-POL;2;35.91429276;71.82858552
FMBGFK6;2;24.59660274;49.19320548
FMPCVD1;3;47.8347;143.5041
SES1989TT;4;778.098;3112.392
CTS-HW-031;18;61.5;1107
CTS-IT-250;20;171.3718;3427.436
CTS-IT-220R;20;135.3;2706
CTS-HW-030;9;45.0918;405.8262
CTS-IT-110;25;103.7218;2593.045
CTS-HW-0090;10;81.1718;811.718
CTS-HW-0151;15;90.1918;1352.877
CTS-IT-270R;25;142.2618;3556.545
CTS-HW-0099;4;90.1918;360.7672
MMRAD-E46-01;4;274.5606;1098.2424
MMRAD-E36-92;14;138.908;1944.712
CTS-IT-500;19;76.6618;1456.5742
MMRAD-GLF-94;10;128.084;1280.84
MMRAD-MK5-08;9;136.653;1229.877
MMRAD-GLF-99;11;136.653;1503.183
MMRAD-B4-90;3;136.653;409.959
MMRAD-BRZ-13;2;131.487;262.974
CTS-IT-280;12;69.7;836.4
MMRAD-MIA-99;8;124.476;995.808
MMRAD-RX8-04;4;145.673;582.692
MMRAD-INT-94;1;118.6868;118.6868
MMRAD-EVO-10;2;148.1576;296.3152
MMAI-350Z-03H;3;95.366;286.098
CTS-CC-MK6TSI;3;266.4918;799.4754
MMTS-E90-07;7;32.021;224.147
MMTS-350Z-03L;2;24.64674;49.29348
MMTS-WRX-01;3;24.805;74.415
MMTS-GTR-09;1;51.414;51.414
MMTS-BRZ-13;1;22.55;22.55
MMTS-RX8-04L;5;25.1412;125.706
MMTS-VR6-93L;6;26.158;156.948
MMTS-FIST-14;1;24.6492;24.6492
CTS-CC-GOLFR;1;196.7918;196.7918
CTS-CC-MK5FSI;3;213.1918;639.5754
MMDP-MUS4-15CAT;1;238.0952;238.0952
216EVOEOP-RB;11;37.597;413.567
216EVOOT-RB;1;22.55;22.55
216EVOWT-C;3;22.55;67.65
CTS-20T-MK5-DF;5;328;1640
CTS-HS-150;5;12.3;61.5
CTS-IT-285;25;39.3518;983.795
CTS-HW-003;3;29.5118;88.5354
CTS-SIL-NOISE;3;13.5218;40.5654
CTS-IT-600;3;69.7;209.1
CTS-IT-275;11;90.1918;992.1098
CTS-IT-210;10;90.1918;901.918
"CTS-HW-036 ARP";2;77.0718;154.1436
CTS-HW-0199;14;36.0718;505.0052
MMOC-E46-01;4;364.777;1459.108
FMMK5FMIC-BLA;1;359.5256052;359.5256052
FMINDST180;4;90.05360622;360.21442488
FMIND05;3;131.58369276;394.75107828
216EVOEGT;14;42.927;600.978
MMOC-MIA-99T;1;192.9624;192.9624
MMOC-EVO-08;2;268.7796;537.5592
MMBCC-N54-06CBE2;5;96.514;482.57
EVO9200;3;167.2718;501.8154
EVO300E;7;174.6272;1222.3904
MMBCC-FIST-14PBE;2;87.8712;175.7424
MMBCC-FOST-13PBE2;2;91.6596;183.3192
MMBCC-MUS4-15PBE;1;74.9234;74.9234
CTS-IT-020;6;69.7;418.2
MMHOSE-MIA-90HHBK;2;28.5606;57.1212
MMHOSE-MIA-94HHBK;2;31.21822;62.43644
216BFWAWTSM;23;17.712;407.376
216BFWAVOSM;17;16.236;276.012
216BFWGEBOSM;4;24.887;99.548
216BFWGOPSM;4;21.894;87.576
216BFWGOTSM;6;19.065;114.39
MMHOSE-R35-09BK;1;63.591;63.591
FMBGFK3;4;24.2521929;97.0087716
FMDVRMR;1;71.74248306;71.74248306
MMRAD-K20-EG;2;130.4128;260.8256
FMDVCS14A;1;63.13223706;63.13223706
CTS-HW-028;4;45.0918;180.3672
CTS-HW-049;3;14.7518;44.2554
JSK-118;1;207.23905428;207.23905428
S-RE/T/1;1;1424.4712;1424.4712
E-BM/T/3;1;1266.0554;1266.0554
CTS-EXH-DP-0007;3;360.7918;1082.3754
FMINT2TTRS;1;675.7129722;675.7129722
FMINTTTS;1;329.01663354;329.01663354
FMINT135F20;1;375.19625292;375.19625292
FMINTR56-ALL;1;318.22512522;318.22512522
FMINTMF56;1;264.51632406;264.51632406
MMFS-S2K-00;2;85.3128;170.6256
MMFS-INT-94;2;97.416;194.832
MMFS-MIA-90;4;104.9026;419.6104
MMFS-MIA-99;5;97.416;487.08
MMFS-RX8-04;7;97.416;681.912
PF04;20;109.06;2181.2
SES1987TT;7;779.4756;5456.3292
Evo1102;9;354.7976;3193.1784
SES9001TT;2;550.589;1101.178
10.127.100K;57;153.3154;8738.9778
MMEXH-WRX-15;1;499.872;499.872
MMRAD-FOST-13;1;263.384;263.384
CTS-IT-190;4;123;492
MMBCC-RS-16PBE2;1;99.4414;99.4414
AC-200-OSA;17;13.817;234.889
MMTS-GTI-99;6;26.158;156.948
CTS-HW-262;15;103.7218;1555.827
CTS-HW-118;2;22.1318;44.2636
TTE80;1;54.571;54.571
CTS-HW-046;1;59.0318;59.0318
EVO1801;2;164.9758;329.9516
SES1230TT;3;614.016;1842.048
EVO2001;2;167.2718;334.5436
FMMD2;3;56.2057725;168.6173175
MMFS-CIV-92;4;72.611;290.444
MMFS-S14-95SR;1;94.9724;94.9724
MMFS-EVO-01;2;96.9076;193.8152
MMFS-B4-90;2;96.9076;193.8152
MMFS-BRZ-13P;2;145.222;290.444
