REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;200.6977306;200.6977306
ACSP1;31;4.1;127.1
AC-E46-FU;11;77.9;856.9
AC-FU-E36;11;36.9;405.9
AC-S2K-FU;8;24.6;196.8
FMBGFK2;1;22.5650921;22.5650921
RD3025;5;180.4902;902.451
SP1105BLK;4;164.041;656.164
SP1128WB;8;186.1236;1488.9888
FMDV14T-POL;4;35.08067666;140.32270664
SP6063BLK;3;141.5484;424.6452
FMDVK04D;4;78.79749656;315.18998624
FMDVSUB01;2;88.69104666;177.38209332
FMDVATSI-POL;1;119.27819958;119.27819958
FMDV004-POL;2;52.62588866;105.25177732
FMINTLFS-LS-BLA;1;345.28977216;345.28977216
216BFWAEBOSM;11;23.575;259.325
AC-NC-FU;5;24.6;123
216BFWAOTSM;29;17.712;513.648
216BFWAOPSM;34;20.582;699.788
VIB-1458;54;0.287;15.498
RN09;2;149.01733392;298.03466784
ECA3015;1;116.4564;116.4564
SP2070P;1;149.2236;149.2236
EVO1206;6;202.663;1215.978
FMWRX301-ALL;3;71.63320166;214.89960498
216EVOWGAFRWB4.9-WO;6;91.84;551.04
216EVOAFRWB4.9-WO;3;91.84;275.52
MMAI-CLA45-14BK;12;177.1692;2126.0304
RN12;1;217.74582826;217.74582826
MMRAD-370Z-09;2;280.071;560.142
MMFAN-SWITCH;6;20.746;124.476
CTS-IT-105R;25;123;3075
200001076;1;414.8216;414.8216
FMDVK04SA-SIL;8;78.79749656;630.37997248
FMDV2A;2;106.85034108;213.70068216
FMDVA45A;3;91.06939762;273.20819286
FMDVST180A;2;121.66629788;243.33259576
FMDV14TSI-POL;2;36.59151436;73.18302872
FMBGFK6;2;25.06041114;50.12082228
FMPCVD1;6;48.14211226;288.85267356
SES1989TT;4;778.098;3112.392
CTS-HW-031;18;61.5;1107
CTS-IT-250;13;171.3718;2227.8334
CTS-IT-220R;22;135.3;2976.6
CTS-HW-030;9;45.0918;405.8262
CTS-IT-110;26;103.7218;2696.7668
CTS-HW-0090;5;81.1718;405.859
CTS-HW-0151;15;90.1918;1352.877
CTS-IT-270R;27;142.2618;3841.0686
CTS-HW-0099;4;90.1918;360.7672
FMINTMRS;1;417.14716264;417.14716264
