REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
MMSK-FSB;2;27.06;54.12
MMSK-CF;2;21.771;43.542
216EVOBO;8;29.602;236.816
216BFWABOSM;17;13.366;227.222
216BFWAFPSM;5;22.55;112.75
VWR13G700;61;317.2821572;19354.2115892
VWR13G700RFK;61;32.37552864;1974.90724704
MMGRT-215;4;14.8994;59.5976
MMGRT-235;3;28.1916;84.5748
FMINTS3FS;1;339.88375488;339.88375488
FMINTMK7;2;356.022106;712.044212
TTE780;2;2555.981;5111.962
CTS-EXH-CB-0007.0;4;393.5918;1574.3672
CTS-EXH-CB-0002;2;368.9918;737.9836
CTS-EXH-CB-0008;1;442.7918;442.7918
AC-200-HS;59;7.79;459.61
CTS-EXH-CB-0001;1;344.3918;344.3918
CTS-EXH-CB-0003;2;479.6918;959.3836
CTS-EXH-CB-0015;1;631.3918;631.3918
FMDV7;1;197.77139168;197.77139168
AC-200-FD;26;11.89;309.14
FMCCRAD7;1;654.68536944;654.68536944
FMTUBL1;3;40.43976288;121.31928864
FMRMCLMP;2;18.51018472;37.02036944
FMSBCVXR;5;23.43173944;117.1586972
FMBGFK11;4;25.40826744;101.63306976
VWR15G703;1;161.8776432;161.8776432
FMWBSCI-BK;2;59.00924344;118.01848688
FMVAG5QS;3;63.85173704;191.55521112
FMBP135F20;3;178.27294296;534.81882888
FMSS2;1;57.49719952;57.49719952
FMBGKS53T;1;27.94810592;27.94810592
FMBGMCS;2;18.31253192;36.62506384
FMBPVXA;2;20.9017836;41.8035672
FMBPVRM;2;20.91166624;41.82333248
FMBSMP18T;3;167.89617096;503.68851288
FMWS11BB;4;31.0314896;124.1259584
JSK-111-70;5;77.06482672;385.3241336
JSK-110;2;125.7071808;251.4143616
JSK-119-BK;1;125.7071808;125.7071808
FMOCRS4;3;579.0238776;1737.0716328
JSK-115-BOLT;1;133.15869136;133.15869136
JSK-115-TWIST;1;157.133976;157.133976
JSK-103;5;72.7856436;363.928218
JSK-103-80;12;72.7856436;873.4277232
CK-003;13;10.9697304;142.6064952
MMAF-REOIL-RD;12;8.7904;105.4848
CTS-IT-310;4;82;328
FMKT135F20;6;60.27422136;361.64532816
VWR31G70RW;6;106.23838;637.43028
VWR610360GUN;8;195.69603728;1565.56829824
VWR610360SVR;4;195.69603728;782.78414912
ACCLAMP3;31;0.9266;28.7246
ACCLAMP275;32;0.9266;29.6512
VWR12G7R600FO;34;48.56329296;1651.15196064
FMAUTB2;4;179.15249792;716.60999168
FMRCAM;1;176.899256;176.899256
FMDV6A;2;173.00549584;346.01099168
FMDVST180R;2;120.93386568;241.86773136
FMDVCS14R;1;79.89126176;79.89126176
VWR19G706;14;35.07348936;491.02885104
VWR19G704;9;32.37552864;291.37975776
FMDVF20R;3;94.12226336;282.36679008
FMDVR56A;5;115.17228656;575.8614328
FMDVR60R;2;100.64480576;201.28961152
FMDVF20A;4;79.06112;316.24448
FMDVMCS;2;37.09943056;74.19886112
VWR12P0GT-FO;3;65.225424;195.676272
FMDVR60A;3;120.93386568;362.80159704
10.127.101K;29;153.3154;4446.1466
10.127.203K;43;153.3154;6592.5622
FMINDK40;1;405.16847472;405.16847472
VIB-1559;105;0.287;30.135
FMCTMK6;5;205.1141932;1025.570966
CTS-HW-0091;11;76.6618;843.2798
CTS-HW-0092;2;90.1918;180.3836
VWR30G500;2;202.02092688;404.04185376
DI-BM/CA/1;1;626.1028;626.1028
L3P3AC7X;2;185.0084;370.0168
U3P3ZC25;4;232.5684;930.2736
EVE-E46-INT;5;456.576;2282.88
EVE-RS5-INT;4;1193.1;4772.4
EVE-N55V2-CF-INT;5;646.488;3232.44
EVE-E60V2-CF-INT;1;713.4;713.4
EVE-F10M5-INT;2;1038.12;2076.24
EVE-F8XMV2-CF-INT;3;1176.8558;3530.5674
EVE-FLC;19;13.776;261.744
EVE-151-G2-FTR;7;41.82;292.74
EVE-661-G2-FTR;13;41.82;543.66
AC-200-BT;1;8.2;8.2
RPF-1806;2;18.17417496;36.34834992
RPF-1813;1;18.17417496;18.17417496
RPF-1866;1;19.5676272;19.5676272
RPF-3115;3;17.30450264;51.91350792
RPF-3129;10;21.32673712;213.2673712
RPF-1929;3;38.07781192;114.23343576
RPF-1721;3;19.5676272;58.7028816
RPF-1566;4;17.30450264;69.21801056
RPF-1512;5;21.32673712;106.6336856
RPF-1747;4;19.5676272;78.2705088
RPF-1744;1;17.30450264;17.30450264
RPF-1869;5;38.07781192;190.3890596
RPF-1846;1;17.30450264;17.30450264
RPF-1557;4;17.30450264;69.21801056
RPF-1992;3;17.30450264;51.91350792
RPF-1251;1;17.29462;17.29462
VWR13G500;3;227.98262216;683.94786648
VWR19G703;9;37.77145008;339.94305072
DP-BM/SS/3;2;826.765;1653.53
FMVWQS;9;53.52437824;481.71940416
AC-200-SF;2;49.2;98.4
238SMOT270-C;3;23.288;69.864
238SMOP270-PK;5;40.631;203.155
216BFWGBOSM;8;14.719;117.752
CTS-DP-IK1;18;6.15;110.7
VWR180000;68;5.929584;403.211712
ATINTVAG28;2;449.86765544;899.73531088
ATINTVAG18;2;542.84353256;1085.68706512
ATINTVAG15;1;312.17283232;312.17283232
ATINTVAG12;7;357.36614504;2501.56301528
ATINTVAG11;3;269.67748032;809.03244096
ATINTVAG6;3;312.17283232;936.51849696
ATINTVAG8;2;312.23212816;624.46425632
ATINTMINI01;4;199.629328;798.517312
ATINTMINI05;3;283.14751864;849.44255592
ATINTMAZ02;1;428.44209192;428.44209192
ATINTMAZ01;3;256.83993096;770.51979288
ATINTFO25;1;142.97215288;142.97215288
ATINTFO26;2;314.04065128;628.08130256
ATINTFO12;1;239.65402;239.65402
ATINTFO44;3;307.22162968;921.66488904
ATINTFO22;2;237.24265584;474.48531168
ATINTREN5-BK;3;311.47116488;934.41349464
ATINTREN3;2;314.69290552;629.38581104
ATINTREN1;1;240.21733048;240.21733048
ATINTVAG7;1;340.3581216;340.3581216
EVE-C7RS6-CF-INT;6;1101.096;6606.576
VWR12G7CUP;2;196.84242352;393.68484704
JSK-104;2;70.70040656;141.40081312
001422.999502;9;353.3544;3180.1896
613182.654150;28;37.1952;1041.4656
002352.999505;3;376.6014;1129.8042
FMBGFK12;2;23.85669296;47.71338592
001394.999502;9;353.3544;3180.1896
FMDVK04S;5;79.89126176;399.4563088
CTS-EXH-DP-0001-FSI;4;164;656
CTS-TM-MK56-60D;12;49.2;590.4
CTS-EXH-TP-0007;8;67.6418;541.1344
CTS-IT-180;1;135.2918;135.2918
CTS-EM-MK456-4-60D;2;49.2;98.4
GTHSB-5;349;1.107;386.343
EVE-E9X-CF-INT;4;407.3678;1629.4712
EVE-B58-CF-INT;3;609.096;1827.288
AC-180-CPA;70;12.3;861
420103485B;238;5.74;1366.12
ASAF;5420;0.2542;1377.764
CTS-AF-275;3;19.6718;59.0154
CTS-EXH-DP-0019;3;293.1418;879.4254
883089.000038;1;900.4338;900.4338
FMINDK20;3;131.30075504;393.90226512
VWR12P1GT;3;193.6009176;580.8027528
AC-200-TP;35;24.6;861
001939.001707;2;323.3916;646.7832
MMBCC-N55-11CBE;9;102.1228;919.1052
MMTS-MIA-99;3;24.641;73.923
MMTS-MIA-90L;2;14.2106;28.4212
MMTS-MB62-08L;3;24.641;73.923
001394.999505;3;376.6014;1129.8042
002352.999502;6;353.3544;2120.1264
001394.999998;2;345.6054;691.2108
001394.001735;3;365.2362;1095.7086
999760.999985;2;328.041;656.082
001394.999529;1;317.34;317.34
001243.999978;3;367.8192;1103.4576
001243.999533;1;374.535;374.535
000827.999980;1;381.7674;381.7674
001422.999505;3;368.8524;1106.5572
EVE-S1-CF-INT;8;299.628;2397.024
AC-FI7-RU;2;18.86;37.72
FMMK7DP;2;133.40575736;266.81151472
AC-200-PCVCC;52;9.84;511.68
FMINT11;2;721.66990336;1443.33980672
JS-090-BK;5;38.07781192;190.3890596
10.127.203T;4;6.5272;26.1088
AC-MK7-RU;6;19.68;118.08
210001074;1;177.0216;177.0216
FMSCPS53TIK;3;86.39403888;259.18211664
EVE-8VRS3-CF-LHD-INT;3;810.3158;2430.9474
AC-RX8-RU;8;23.78;190.24
AC-GR-FU;10;24.6;246
ATMSFO71;1;67.53796176;67.53796176
883089.000034;4;726.3396;2905.3584
ATINTMB02;2;249.10182384;498.20364768
PF05;39;118.9;4637.1
883089.000035;2;755.7858;1511.5716
043151.271937;1;30.996;30.996
CTS-EM-MK45-6-60D;6;49.2;295.2
CTS-TM-MK4-60D;5;49.2;246
CTS-HW-0150;2;27.0518;54.1036
AC-RX8-FU;7;23.78;166.46
ATINTVAG19;2;426.12955416;852.25910832
EVE-FK8-CF-INT;4;678.96;2715.84
FMDV13A-P;2;108.23467328;216.46934656
FMTUBL2;2;46.85359624;93.70719248
FMCT4;2;165.10926648;330.21853296
FMTIA1;3;88.3013884;264.9041652
FMDV13R-P;1;87.67878208;87.67878208
216BFWGFPSM;8;23.903;191.224
PSHUDOBDII-2;3;41;123
999789.999508;1;363.1698;363.1698
001267.001683;1;318.7422;318.7422
CTS-EXH-DP-0017;4;270.5918;1082.3672
CTS-EXH-DP-0015;1;245.9918;245.9918
CTS-EXH-DP-0003;1;270.5918;270.5918
CTS-SIL-0070;5;32.8;164
FMDVF500A;2;112.65221336;225.30442672
EVE-E9X-CF-ARB;1;280.932;280.932
VWR1130RS;8;35.61703456;284.93627648
VWR1141S4;3;64.75105728;194.25317184
VWR30G700;4;255.7627232;1023.0508928
EVE-F8xM-PF;8;56.088;448.704
MMTS-TC-05L;3;24.6492;73.9476
MMBCC-MS3-07PBE2;2;91.4136;182.8272
MMBCC-370Z-09PBE;2;186.4106;372.8212
MMBCC-350Z-03PBE;6;140.3266;841.9596
MMICP-FOST-13CBK;2;52.2504;104.5008
MMICP-FOST-13HP;2;67.4532;134.9064
MMAI-CTR-17;2;214.7334;429.4668
FMCC1;1;919.08552;919.08552
CTS-EM-MQB-60D;4;49.2;196.8
CTS-TM-MQB-60D;9;49.2;442.8
VWR814100;1;210.44093616;210.44093616
FMCTMK7;6;197.8504528;1187.1027168
001423.000685;2;338.373;676.746
CTS-IT-255R;21;155.7918;3271.6278
CTS-EXH-TP-0008;1;67.6418;67.6418
CTS-HW-0243;4;39.3518;157.4072
CTS-HW-0242;12;31.5618;378.7416
CTS-HW-0248;6;39.3518;236.1108
CTS-EXH-DP-0010;2;248.0418;496.0836
AC-27-DP;3;118.9;356.7
AC-200R-DP;13;61.5;799.5
P3ABS;3;38.048;114.144
VWR18G700;19;284.90662856;5413.22594264
FMCCRAD8;2;401.05729648;802.11459296
FMCCRAD9;1;535.32284352;535.32284352
FMHFIP1;2;151.0067392;302.0134784
1K0253144BD;62;4.018;249.116
VWR3130RS;10;106.23838;1062.3838
VWR3141S4;2;127.47617336;254.95234672
06J103600AFKIT;30;11.234;337.02
SVAGX005;2;301.4402;602.8804
SHDX014;2;292.1742;584.3484
SAUX045;2;370.3612;740.7224
SAUX074;1;301.432;301.432
SVWX036;3;287.082;861.246
KTA253;8;188.89678096;1511.17424768
SFDX066;2;233.2162;466.4324
SFDX071;3;243.3924;730.1772
SFDX087;2;340.9478;681.8956
SMNX010;2;340.9478;681.8956
SVWX020;1;282.408;282.408
SVWX039;1;570.679;570.679
SRNX023;2;163.4014;326.8028
SRNPX027;2;301.4812;602.9624
EVE-B9S5-CF-INT;3;678.96;2036.88
ILFR7H;49;8.4706;415.0594
IZKR7B;76;6.1746;469.2696
FMINT14;1;441.96154344;441.96154344
FMTUBL4;2;80.23715416;160.47430832
SVWX051;1;310.7718;310.7718
SFTC006;8;117.916;943.328
SAUC079;1;316.807;316.807
SAUC045;5;224.0404;1120.202
SVWC052;2;136.0954;272.1908
U5014;171;15.8178;2704.8438
SVAGC005;5;158.5224;792.612
SAUC040;2;166.7716;333.5432
SAUC075;3;175.111;525.333
SAUC074;2;166.8208;333.6416
SAUC077;2;382.899;765.798
SBMC066;3;109.7488;329.2464
SBMC067;4;109.7488;438.9952
SBMC074;3;211.9782;635.9346
SBMC068;4;145.837;583.348
SBMC075;2;199.096;398.192
SFDC073;6;87.3136;523.8816
SFDP066;6;126.1816;757.0896
SFDC071;2;145.837;291.674
SFDC082;4;97.0634;388.2536
SHDC014;2;162.1222;324.2444
883089.000047;1;770.2506;770.2506
883089.000046;1;726.3396;726.3396
SRNPC027;1;165.353;165.353
SRNC022;3;85.3538;256.0614
SVWC042;4;158.5224;634.0896
SVXC062;2;134.1356;268.2712
SVWX043;3;316.5528;949.6584
034-108-3008;2;51.66;103.32
BKR8EIX;172;6.5764;1131.1408
034-509-4000;2;45.838;91.676
034-1ZZ-0001;6;134.316;805.896
034-108-5000;1;358.34;358.34
SVWC039;1;287.7708;287.7708
FMTUBL5;3;57.3687252;172.1061756
FMINT12;2;425.447652;850.895304
FMOC10;1;324.72378512;324.72378512
CTS-HW-308;8;73.7918;590.3344
CTS-TM-AUDI2-50D;1;34.85;34.85
CTS-EM-B8-50D;2;82;164
CTS-EM-B567-50D;3;38.95;116.85
CTS-HW-0225;6;18.0318;108.1908
FMCT3;5;202.85106864;1014.2553432
883089.000135A;1;739.2546;739.2546
883089.000126;4;724.2732;2897.0928
SSTS009;2;365.3346;730.6692
SRNC026;4;77.5556;310.2224
034-108-1005;6;351.78;2110.68
034-108-1011;5;198.03;990.15
SVWC043;6;170.2238;1021.3428
R7437-8;144;25.338;3648.672
R7437-9;285;26.3138;7499.433
KTA252;2;236.23462656;472.46925312
CTS-AF-270;2;20.4918;40.9836
KDT952;8;17.03767136;136.30137088
JSK-122-BK-TI;4;219.9875664;879.9502656
SBMB050;3;259.2758;777.8274
WSK-NIS002;3;94.873344;284.620032
BBF38Z;1;85.62319296;85.62319296
BBF15Z;2;85.62319296;171.24638592
BHF78Z;4;87.955496;351.821984
BHF97Z;4;89.94190664;359.76762656
BMF49Z;2;77.83567264;155.67134528
BMF54Z;5;73.93202984;369.6601492
BMF67Z;3;86.5719264;259.7157792
BMF65Z;5;96.82022408;484.1011204
BMF63Z;1;67.1525388;67.1525388
BNF33Z;4;89.94190664;359.76762656
BNF41Z;1;89.94190664;89.94190664
BSF45XZ;3;94.24085504;282.72256512
BWF22Z;1;94.24085504;94.24085504
BMF58X;2;105.42800352;210.85600704
BMF48;2;77.02529616;154.05059232
BBR38Z;4;81.32424456;325.29697824
883089.000127;2;754.7526;1509.5052
BHR97Z;3;75.09818136;225.29454408
BHR87Z;3;105.42800352;316.28401056
BMR65XXZ;2;105.42800352;210.85600704
PLFR5A;24;5.4284;130.2816
SBMC050;2;145.8452;291.6904
BMR81Z;4;68.41751672;273.67006688
BMR77Z;1;72.71646512;72.71646512
BMR94Z;5;111.44653128;557.2326564
BMR92Z;3;85.62319296;256.86957888
BMR96Z;4;85.62319296;342.49277184
BNR30Z;3;81.32424456;243.97273368
SAUC030;7;85.362;597.534
BNR37Z;2;85.62319296;171.24638592
BNR36XZ;1;85.62319296;85.62319296
BSR53Z;3;77.02529616;231.07588848
BWR25XZ;2;94.24085504;188.48171008
SFD073;2;243.3924;486.7848
BKR7EIX;249;6.3468;1580.3532
SAUS030C;1;436.4368;436.4368
ATINTMAZ05;2;225.94679832;451.89359664
ATINTFO20;7;189.16361224;1324.14528568
ATMSFO25;1;323.58728152;323.58728152
KBR39;1;55.51078888;55.51078888
034-101-3066;8;17.589;140.712
KTA255;4;161.36374592;645.45498368
KLC167A;22;53.79120952;1183.40660944
KLC173;2;53.78132688;107.56265376
KLC142;7;53.79120952;376.53846664
KLC204;5;55.76773752;278.8386876
KLC217;3;53.79120952;161.37362856
KLC205;7;53.50461296;374.53229072
KLC102;5;53.79120952;268.9560476
KLC110;3;53.78132688;161.34398064
KLC140-335;2;53.79120952;107.58241904
KLC106;5;53.79120952;268.9560476
KLC172;2;53.79120952;107.58241904
KLC202;15;53.79120952;806.8681428
KLC182;1;53.79120952;53.79120952
KLC139;1;55.51078888;55.51078888
KLC144;31;48.88942008;1515.57202248
KLC141;18;51.46878912;926.43820416
KLC163;10;53.79120952;537.9120952
KLC150;6;49.4132;296.4792
SBMB062;2;371.1566;742.3132
KDT926;6;19.44903552;116.69421312
KTA107;2;102.84863448;205.69726896
KCA395;2;81.32424456;162.64848912
SVW019;1;202.212;202.212
SRNS026;1;243.3883;243.3883
SBM011;1;231.2974;231.2974
BNR20XZ;6;81.32424456;487.94546736
BWF19XZ;9;85.62319296;770.60873664
SAU044;1;534.2054;534.2054
BWR20XZ;6;85.62319296;513.73915776
W13204;2;8.51883568;17.03767136
W13203;5;7.10561816;35.5280908
KDT925;4;22.24582264;88.98329056
KDT924;2;38.73006616;77.46013232
KBR38;3;29.43050192;88.29150576
FMCCRAD6;2;392.23209896;784.46419792
SFDC066;8;72.3404;578.7232
SAUC054;4;111.7004;446.8016
SAUP044;2;194.627;389.254
KLC198;8;53.79120952;430.32967616
KLC140-295;3;53.79120952;161.37362856
SVXC060;4;97.5472;390.1888
SVXC059;3;102.4344;307.3032
BHR67Z;3;81.32424456;243.97273368
BHF50Z;4;81.32424456;325.29697824
BFF96Z;1;85.62319296;85.62319296
BFR78Z;1;85.62319296;85.62319296
CTS-HW-216-AWD;7;39.3518;275.4626
CTS-HW-216-FWD;3;39.3518;118.0554
MMRAD-MAC-06;1;144.7218;144.7218
MMTS-EVO-10L;3;24.1654;72.4962
IKR9J8;16;7.093;113.488
WHT005184;33;1.148;37.884
AC-200-DVBO;54;2.05;110.7
SRNC023;2;36.5884;73.1768
WSK-VWN002;2;68.41751672;136.83503344
BHF96Z;1;83.91349624;83.91349624
BHR96;3;115.75536232;347.26608696
BNF42Z;5;85.62319296;428.1159648
BNF19Z;2;87.40206816;174.80413632
BNR11XXZ;2;85.62319296;171.24638592
BBF43;6;68.41751672;410.50510032
BBR44;4;81.32424456;325.29697824
