FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202511;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;79;2603;;
INTRA-CH;202511;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;117;3856;;
INTRA-CH;202511;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;12;104;;
INTRA-CH;202511;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;32;278;;
INTRA-CH;202511;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;8;69;;
INTRA-CH;202511;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;40;348;;
INTRA-CH;202511;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;43;374;;
INTRA-CH;202511;513881387;SILFER8C7ES;85111000;DE;DE;10;EXW;11;3;;0,1;76;719;;
INTRA-CH;202511;513881387;BKR7EIX;85111000;DE;DE;10;EXW;11;3;;0,1;40;311;;
INTRA-CH;202511;513881387;R7438-9;85111000;DE;DE;10;EXW;11;3;;0,1;10;312;;
INTRA-CH;202511;513881387;LTR7IX-11;85111000;DE;DE;10;EXW;11;3;;0,2;10;70;;
INTRA-CH;202511;513881387;LFR6AIX-11;85111000;DE;DE;10;EXW;11;3;;0,2;12;93;;
INTRA-CH;202511;513881387;ILFR7H;85111000;DE;DE;10;EXW;11;3;;0,2;7;74;;
INTRA-CH;202511;513881387;IKER7A8EGS;85111000;DE;DE;10;EXW;11;3;;0,2;6;69;;
INTRA-CH;202511;513881387;PFR7G-11S;85111000;DE;DE;10;EXW;11;3;;0,1;1;9;;
INTRA-CH;202511;513881387;TTEIS38;84099100;DE;DE;10;EXW;11;3;;12,4;1;1146;;
INTRA-CH;202511;513881387;S-TY/T/2;87089235;SI;SI;10;EXW;11;3;;28;2;4116;;
INTRA-CH;202511;513881387;TTEIS38;84099100;DE;DE;10;EXW;11;3;;12,4;1;1146;;
INTRA-CH;202511;513881387;"TTE420 TFSI";84099100;DE;DE;10;EXW;11;3;;15,7;1;1193;;
INTRA-CH;202511;513881387;TTE480;84099100;DE;DE;10;EXW;11;3;;16,5;1;1343;;
INTRA-CH;202511;513881387;TTE535;84099900;DE;DE;10;EXW;11;3;;13;1;1460;;
INTRA-CH;202511;513881387;TTE700;87089997;DE;DE;10;EXW;11;3;;16,8;1;1680;;
INTRA-CH;202511;513881387;TTE777;84099100;DE;DE;10;EXW;11;3;;16,6;1;2016;;
INTRA-CH;202511;513881387;SBW1162-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202511;513881387;SHD0394-6C-BK;87083091;ES;ES;10;EXW;11;3;;0,8;1;128;;
