REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;202.9095084;202.9095084
FD43;1;135.4536762;135.4536762
ACSP1;54;4.1;221.4
AC-204-FU;5;39.36;196.8
AC-E46-FU;12;77.9;934.8
AC-FU-E36;13;36.9;479.7
AC-S2K-FU;8;24.6;196.8
FMBGFK2;3;22.8137694;68.4413082
AC-HD1-FU;1;18.86;18.86
RD3025;5;180.4902;902.451
SP1128WB;8;186.1236;1488.9888
FMDV14T;8;36.99476904;295.95815232
FMDVK04D;5;79.66587984;398.3293992
FMDVSUB01;5;89.66846124;448.3423062
FMDVATSI-P;2;120.59269812;241.18539624
FMDV004-P;1;60.10418124;60.10418124
FMINTLFS;1;349.09501824;349.09501824
216BFWAEBOSM;19;23.575;447.925
AC-NC-FU;7;24.6;172.2
216BFWAOTSM;27;17.712;478.224
216BFWAOPSM;23;20.582;473.386
VIB-1458;79;0.287;22.673
RN10;1;37.32983088;37.32983088
RN09;2;150.65957088;301.31914176
ECA3015;2;116.4564;232.9128
ESR371WB;2;138.5226;277.0452
SP2070P;4;149.2236;596.8944
EVO1206;6;202.663;1215.978
FMWRX301-A;4;72.42263124;289.69052496
216EVOWGAFRWB4.9-WO;2;91.84;183.68
216EVOAFRWB4.9-WO;6;91.84;551.04
MMAI-CLA45-14BK;27;177.1692;4783.5684
RN12;1;220.14548364;220.14548364
JSK-101-DD;11;162.23891388;1784.62805268
MMRAD-350Z-07;1;141.8846;141.8846
MMRAD-370Z-09;1;231.732;231.732
MMTS-S2K-00L;3;24.641;73.923
200001032;1;369.9594;369.9594
CTS-IT-105R;43;123;5289
200001076;1;414.8216;414.8216
500001014;1;217.054;217.054
FMDVK04SA;14;79.66587984;1115.32231776
FMDV2A;2;108.02787912;216.05575824
FMDVST180A;2;120.59269812;241.18539624
FMDV14TSI;2;36.99476904;73.98953808
FMBGFK6;2;25.33658796;50.67317592
FMPCVD1;7;47.72660268;334.08621876
SES1989TT;5;778.098;3890.49
CTS-HW-031;15;61.5;922.5
CTS-IT-250;13;171.3718;2227.8334
CTS-IT-220R;12;135.3;1623.6
