FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202406;513881387;TP-CS/1;87089997;SI;SI;10;EXW;11;3;;2;2;1095;;
INTRA-CH;202406;513881387;M-FI/SS/1H/1;87089235;SI;SI;10;EXW;11;3;;15;2;1437;;
INTRA-CH;202406;513881387;E-TY/SS/3;87089235;SI;SI;10;EXW;11;3;;5,2;1;327;;
INTRA-CH;202406;513881387;WM-BM/CA/2/M;87089235;SI;SI;10;EXW;11;3;;0,6;1;526;;
INTRA-CH;202406;513881387;011EM16134;84099100;NL;NL;10;EXW;11;3;;2,4;2;517;;
INTRA-CH;202406;513881387;242882;87082910;NL;NL;10;EXW;11;3;;2;2;917;;
INTRA-CH;202406;513881387;R-AUD-001-I;84099100;NL;NL;10;EXW;11;3;;3,5;2;721;;
INTRA-CH;202406;513881387;SAU0630-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;SVW0630-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SVW0630-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;3;121;;
INTRA-CH;202406;513881387;SMT0707-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;SAU0780-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;SHY0900-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,8;2;80;;
INTRA-CH;202406;513881387;SBW1171-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SBW0260-6P-BL;87083091;ES;ES;10;EXW;11;3;;0,5;1;60;;
INTRA-CH;202406;513881387;SFD0122-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202406;513881387;SAU0780-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SVW0630-4P-BL;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SSE0428-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;SBW0261-4P-BL;87083091;ES;ES;10;EXW;11;3;;0,5;3;121;;
INTRA-CH;202406;513881387;SBW1171-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;SBW0271-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,4;2;80;;
INTRA-CH;202406;513881387;SBW0261-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;4;161;;
INTRA-CH;202406;513881387;SBW1176-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;121;;
INTRA-CH;202406;513881387;SBW0271-4P-Y;87083091;ES;ES;10;EXW;11;3;;0,4;1;40;;
INTRA-CH;202406;513881387;SVW0607-4P-BL;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SFD1216-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SMA0380-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SAU0631-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;121;;
INTRA-CH;202406;513881387;SAU0631-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;5;201;;
INTRA-CH;202406;513881387;SHY0900-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,8;2;80;;
INTRA-CH;202406;513881387;SAU0436-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;SAU0436-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;2;80;;
INTRA-CH;202406;513881387;28003-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SFD1012-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SBW1171-4P-BL;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SVA1350-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;42;;
INTRA-CH;202406;513881387;SVW0630-4P-Y;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SBW0260-6P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;60;;
INTRA-CH;202406;513881387;SVW0610-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SCN0350-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;40;;
INTRA-CH;202406;513881387;SVW0630-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;121;;
INTRA-CH;202406;513881387;SVW0630-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;11;444;;
INTRA-CH;202406;513881387;SVW0610-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;4;161;;
INTRA-CH;202406;513881387;BKR8EIX;85111000;DE;DE;10;EXW;11;3;;0,1;300;2406;;
INTRA-CH;202406;513881387;284779;87082910;NL;NL;10;EXW;11;3;;2,5;1;458;;
INTRA-CH;202406;513881387;SHY0900-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,8;1;40;;
INTRA-CH;202406;513881387;SSE0433-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;121;;
INTRA-CH;202406;513881387;U5020;85111000;DE;DE;10;EXW;11;3;;0,2;39;813;;
INTRA-CH;202406;513881387;U5055;85111000;DE;DE;10;EXW;11;3;;0,3;25;423;;
INTRA-CH;202406;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;120;1017;;
INTRA-CH;202406;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;82;695;;
INTRA-CH;202406;513881387;BKR8EIX;85111000;DE;DE;10;EXW;11;3;;0,1;19;152;;
INTRA-CH;202406;513881387;LTR7IX-11;85111000;DE;DE;10;EXW;11;3;;0,2;50;344;;
INTRA-CH;202406;513881387;ILZKAR7A10;85111000;DE;DE;10;EXW;11;3;;0,1;36;255;;
INTRA-CH;202406;513881387;DILKAR8A8;85111000;DE;DE;10;EXW;11;3;;0,1;36;667;;
INTRA-CH;202406;513881387;ILZKBR7B8G;85111000;DE;DE;10;EXW;11;3;;0,1;44;315;;
INTRA-CH;202406;513881387;PFR8S8EG;85111000;DE;DE;10;EXW;11;3;;0,2;18;157;;
INTRA-CH;202406;513881387;RE8C-L;85111000;DE;DE;10;EXW;11;3;;0,1;10;194;;
INTRA-CH;202406;513881387;IFR7X8G;85111000;DE;DE;10;EXW;11;3;;0,2;28;335;;
INTRA-CH;202406;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;38;1219;;
INTRA-CH;202406;513881387;R7437-8;85111000;DE;DE;10;EXW;11;3;;0,1;53;1637;;
INTRA-CH;202406;513881387;ILFR6B;85111000;DE;DE;10;EXW;11;3;;0,1;15;101;;
INTRA-CH;202406;513881387;DILKAR7C9H;85111000;DE;DE;10;EXW;11;3;;0,1;13;131;;
INTRA-CH;202406;513881387;IKR9J8;85111000;DE;DE;10;EXW;11;3;;0,4;78;674;;
INTRA-CH;202406;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;100;1929;;
INTRA-CH;202406;513881387;U5055;85111000;DE;DE;10;EXW;11;3;;0,3;150;2539;;
INTRA-CH;202406;513881387;U5237;85111000;DE;DE;10;EXW;11;3;;0,4;5;95;;
INTRA-CH;202406;513881387;U5055;85111000;DE;DE;10;EXW;11;3;;0,3;19;321;;
INTRA-CH;202406;513881387;PF04;90262020;ES;ES;10;EXW;11;3;;0,2;30;3990;;
INTRA-CH;202406;513881387;PF05;90262020;ES;ES;10;EXW;11;3;;0,2;10;1450;;
INTRA-CH;202406;513881387;E10-20-035-01-22;87088035;DE;DE;10;EXW;11;3;;11,2;1;149;;
INTRA-CH;202406;513881387;E10-85-024-02-22;73202081;DE;DE;10;EXW;11;3;;7,8;1;96;;
INTRA-CH;202406;513881387;E10-20-047-03-22;87088035;DE;DE;10;EXW;11;3;;9,4;1;126;;
INTRA-CH;202406;513881387;E10-55-007-01-22;73202081;DE;DE;10;EXW;11;3;;10;1;133;;
INTRA-CH;202406;513881387;E20-81-016-04-22;73202081;DE;DE;10;EXW;11;3;;7,7;1;110;;
INTRA-CH;202406;513881387;E20-85-051-05-22;73202081;DE;DE;10;EXW;11;3;;8,7;1;138;;
INTRA-CH;202406;513881387;E10-85-041-01-22;73202081;DE;DE;10;EXW;11;3;;8,5;1;130;;
INTRA-CH;202406;513881387;E10-42-040-06-22;73202081;DE;DE;10;EXW;11;3;;9,5;2;312;;
INTRA-CH;202406;513881387;E10-15-011-02-22;87088035;DE;DE;10;EXW;11;3;;12;1;124;;
INTRA-CH;202406;513881387;E90-30-013-01-22;73202081;DE;DE;10;EXW;11;3;;22,8;2;867;;
INTRA-CH;202406;513881387;E10-20-030-02-22;87088035;DE;DE;10;EXW;11;3;;13;1;119;;
INTRA-CH;202406;513881387;E10-35-020-02-22;73202081;DE;DE;10;EXW;11;3;;8,5;2;200;;
INTRA-CH;202406;513881387;E10-20-047-03-22;87088035;DE;DE;10;EXW;11;3;;9,4;1;126;;
INTRA-CH;202406;513881387;S90-2-12-023-B-BT;87087050;DE;DE;10;EXW;11;3;;1,8;4;176;;
INTRA-CH;202406;513881387;S90-2-15-055-B-BT;87087050;DE;DE;10;EXW;11;3;;1,8;6;264;;
INTRA-CH;202406;513881387;SILZKFR8D7S;85111000;DE;DE;10;EXW;11;3;;0,2;4;26;;
INTRA-CH;202406;513881387;SILZKFR8D7S;85111000;DE;DE;10;EXW;11;3;;0,2;4;26;;
INTRA-CH;202406;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;4;128;;
INTRA-CH;202406;513881387;SILZKGR8B8S;85111000;DE;DE;10;EXW;11;3;;0,1;16;119;;
INTRA-CH;202406;513881387;BKR7EIX;85111000;DE;DE;10;EXW;11;3;;0,1;232;1795;;
INTRA-CH;202406;513881387;U5055;85111000;DE;DE;10;EXW;11;3;;0,3;4;67;;
INTRA-CH;202406;513881387;BKR6E-11;85111000;DE;DE;10;EXW;11;3;;0,1;4;7;;
INTRA-CH;202406;513881387;"TTE390 1.8T";84099100;DE;DE;10;EXW;11;3;;15;1;1257;;
INTRA-CH;202406;513881387;"TTE300 MINI";84099900;DE;DE;10;EXW;11;3;;9,4;2;1426;;
INTRA-CH;202406;513881387;"TTE490 G4KH-NW";84099100;DE;DE;10;EXW;11;3;;10,8;1;1007;;
INTRA-CH;202406;513881387;TTEIS38;84099100;DE;DE;10;EXW;11;3;;12,4;1;1310;;
INTRA-CH;202406;513881387;R-BMW-018-I;84099100;NL;NL;10;EXW;11;3;;3,6;1;523;;
INTRA-CH;202406;513881387;EUPD5002115R;85111000;NL;NL;10;EXW;11;3;;1,5;2;1139;;
INTRA-CH;202406;513881387;EUPD4003106R;84099100;NL;NL;10;EXW;11;3;;1,4;2;1355;;
INTRA-CH;202406;513881387;EUPD3003713R;84099100;NL;NL;10;EXW;11;3;;1,2;2;857;;
INTRA-CH;202406;513881387;EUPD4002112R;84099100;NL;NL;10;EXW;11;3;;1,4;3;1313;;
INTRA-CH;202406;513881387;EUPD4004701R;84099100;NL;NL;10;EXW;11;3;;1,4;1;479;;
INTRA-CH;202406;513881387;SKE18-S3B00;84099100;FR;FR;10;EXW;11;3;;14;1;92;;
INTRA-CH;202406;513881387;SKA92-S3B00;84099100;FR;FR;10;EXW;11;3;;12;1;97;;
INTRA-CH;202406;513881387;SKHK8-S3B00;73209090;FR;FR;10;EXW;11;3;;12,5;2;184;;
INTRA-CH;202406;513881387;GSM56-81SS2;73209090;FR;FR;10;EXW;11;3;;24,5;2;708;;
INTRA-CH;202406;513881387;GSR52-8USS2;8708803590;FR;FR;10;EXW;11;3;;27,5;1;422;;
INTRA-CH;202406;513881387;VSMC6-K1LS3;8708803590;FR;FR;10;EXW;11;3;;24;1;539;;
INTRA-CH;202406;513881387;GSM64-9USS2;87088020;FR;FR;10;EXW;11;3;;20;1;354;;
INTRA-CH;202406;513881387;VSGB0-C1AA3;8708803590;FR;FR;10;EXW;11;3;;21;1;603;;
INTRA-CH;202406;513881387;SKL22-S3B00;84099100;FR;FR;10;EXW;11;3;;7,2;1;69;;
INTRA-CH;202406;513881387;SKM44-S3B00;84099100;FR;FR;10;EXW;11;3;;6;1;74;;
INTRA-CH;202406;513881387;GSM64-9USS2;87088020;FR;FR;10;EXW;11;3;;20;1;354;;
INTRA-CH;202406;513881387;GSM64-9USS2;87088020;FR;FR;10;EXW;11;3;;20;1;354;;
INTRA-CH;202406;513881387;VSM74-C1SA3;87089997;FR;FR;10;EXW;11;3;;27;1;539;;
INTRA-CH;202406;513881387;GSJ78-91AS2;87089997;FR;FR;10;EXW;11;3;;24;1;450;;
INTRA-CH;202406;513881387;VSGB0-C1AA3;8708803590;FR;FR;10;EXW;11;3;;21;1;603;;
INTRA-CH;202406;513881387;GSM98-91AS3;8708803590;FR;FR;10;EXW;11;3;;28;2;1030;;
INTRA-CH;202406;513881387;VSM58-C1SA3;73209090;FR;FR;10;EXW;11;3;;24,5;1;354;;
INTRA-CH;202406;513881387;VSSB0-K1LS1;8708803590;FR;FR;10;EXW;11;3;;25;1;571;;
INTRA-CH;202406;513881387;SKGC0-AUB00;84099100;FR;FR;10;EXW;11;3;;3,6;1;103;;
INTRA-CH;202406;513881387;GSJ78-91AS2;87089997;FR;FR;10;EXW;11;3;;24;1;450;;
