REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
FMINTMF56;2;280.27082006;560.54164012
MMFS-S2K-00;1;97.416;97.416
MMFS-INT-94;1;97.416;97.416
MMFS-MIA-90;3;104.9026;314.7078
MMFS-MIA-99;7;97.416;681.912
MMFS-RX8-04;7;97.416;681.912
PF04;34;107.42;3652.28
CTS-EXH-DP-0008;2;135.3;270.6
SES1987TT;7;779.4756;5456.3292
Evo1102;8;354.7976;2838.3808
SES9001TT;2;550.589;1101.178
10.127.100K;4;153.3154;613.2616
MMRAD-FIST-14K;1;280.071;280.071
MMRAD-FOST-13;6;263.384;1580.304
CTS-IT-190;3;123;369
CTS-HW-0133;5;72.1518;360.759
MMBCC-RS-16PBE2;2;114.103;228.206
AC-200-OSA;12;13.817;165.804
MMTS-GTI-99;18;26.158;470.844
CTS-HW-262;15;103.7218;1555.827
CTS-HW-118;2;22.1318;44.2636
TTE80;1;54.571;54.571
CTS-HW-046;7;59.0318;413.2226
FMMD1;4;60.81127298;243.24509192
CTS-HW-205-4;10;39.3518;393.518
EVO1801;1;164.9758;164.9758
SES1230TT;3;614.016;1842.048
EVO2001;1;167.2718;167.2718
FMMD2;4;59.5574323;238.2297292
MMFS-CIV-92;7;72.611;508.277
MMFS-WRX-01P;5;118.162;590.81
MMFS-S14-95SR;6;97.416;584.496
MMFS-EVO-01;4;96.9076;387.6304
MMFS-B4-90;7;96.9076;678.3532
MMFS-BRZ-13P;2;145.222;290.444
MMFS-240-89KA;7;97.416;681.912
MMEXH-MUS4-15;4;444.4154;1777.6616
FMCCRADS53T;1;458.49398;458.49398
MMFS-STI-08P;3;127.182;381.546
MMFS-350Z-03;9;112.75;1014.75
MMFS-EVO-10;3;96.9076;290.7228
FMBGFK4;2;21.29657752;42.59315504
FMMD3;1;70.91685458;70.91685458
VWR12G6GT;7;152.65042428;1068.55296996
VWR12G7R600ITINLET;113;64.3762976;7274.5216288
MMOP-TPS;2;28.413;56.826
VWR12G5GT;6;213.95761932;1283.74571592
005001005;1;398.6266;398.6266
VWR12L0CR;1;232.35352064;232.35352064
VWR12G60R;6;226.22467254;1357.34803524
FMSCPS53T;1;108.52271796;108.52271796
FMDVV4010-POL;2;60.31535092;120.63070184
VWR160001;93;55.17834694;5131.58626542
VWR31G5GT;3;111.7228188;335.1684564
VWR31G60R;2;111.7228188;223.4456376
VWR31G7GT;24;120.69620098;2896.70882352
VWR31G70R;10;120.69620098;1206.9620098
VWR31S000;2;111.7228188;223.4456376
VWR19G701;12;30.65359752;367.84317024
VWR19G702;15;36.78244562;551.7366843
VWR12P0GT;2;164.29991418;328.59982836
VWR1230S3;4;238.48236874;953.92947496
11002BK;384;1.9762;758.8608
MMGP-RS-16BK;1;39.7044;39.7044
VWR11G502;2;30.65359752;61.30719504
VWR11G503;2;30.65359752;61.30719504
VWR11P1GT;2;46.49503238;92.99006476
VWR11P0GT;2;52.93266214;105.86532428
VWR11G501;3;30.65359752;91.96079256
VWR11G701;7;36.78244562;257.47711934
VWR1140S4;2;56.50704378;113.01408756
VWR12PRWRC;2;390.83336838;781.66673676
VWR12G6K03;1;213.95761932;213.95761932
FMBGFK7;2;19.44388756;38.88777512
VWR69G7KIT;12;67.43604314;809.23251768
VWR15G503;4;121.84711444;487.38845776
MMTS-240-89KA;7;26.158;183.106
MMSTB-FIST-14TB;2;93.808;187.616
MMSTB-MUS-15;2;89.6506;179.3012
MMSK-TUE-16;2;27.388;54.776
MMSK-RKST;1;34.2022;34.2022
MMSK-PGR-BK;3;39.3354;118.0062
MMSK-FSB;2;27.06;54.12
MMSK-CF;5;28.413;142.065
216BFWABOSM;10;13.366;133.66
216BFWAFPSM;4;22.55;90.2
VWR13G700;35;300.4071271;10514.2494485
VWR13G700RFK;40;30.65359752;1226.1439008
MMGRT-215;2;14.8994;29.7988
MMGRT-235;3;38.786;116.358
TTE600RS4;1;2102.3406;2102.3406
CTS-EXH-CB-0007.0;5;393.5918;1967.959
CTS-EXH-CB-0002;3;368.9918;1106.9754
CTS-EXH-CB-0020-2;4;491.9918;1967.9672
CTS-EXH-CB-0008;2;442.7918;885.5836
CTS-EXH-CB-0001;2;344.3918;688.7836
CTS-EXH-CB-0003;1;479.6918;479.6918
CTS-EXH-CB-0015;1;688.7918;688.7918
CTS-EXH-CB-0017;1;270.5918;270.5918
CTS-EXH-CB-0016;1;338.2418;338.2418
FMCCRAD7;2;619.86514692;1239.73029384
FMINT7;2;324.74473612;649.48947224
FMSBCVXR;2;22.63463138;45.26926276
FMBGFK11;4;24.05689842;96.22759368
FMWBSCI-BLA;1;55.87076642;55.87076642
FMVAG5QS;3;57.2649624;171.7948872
FMBP135F20;2;166.87309468;333.74618936
CTS-IT-300R;9;135.2918;1217.6262
FMBGMCS;1;19.16317696;19.16317696
FMBPVXA;2;18.75146808;37.50293616
FMBPVRM;2;17.30112998;34.60225996
FMBSMP18T;6;136.83706048;821.02236288
FMWS11BB;2;29.96117804;59.92235608
JSK-111-70;2;72.96604196;145.93208392
FMOCRS4;2;558.32402638;1116.64805276
JSK-103-80;1;68.9144523;68.9144523
MMAF-REOIL-RD;4;10.824;43.296
CTS-IT-310;5;82;410
FMKT135F20;10;50.67762032;506.7762032
VWR31G70RW;7;120.69620098;844.87340686
VWR610360GUN;2;185.28771004;370.57542008
VWR610360SVR;4;185.28771004;741.15084016
ACCLAMP3;2;0.9266;1.8532
ACCLAMP275;110;0.9266;101.926
VWR12G7R600FO;28;51.64139338;1445.95901464
FMAUTB2;2;169.62405856;339.24811712
FMRCAM;1;190.47149912;190.47149912
FMRCAMF56;1;175.8184058;175.8184058
FMDV6A;3;167.07894912;501.23684736
FMDVST180R;2;114.50185374;229.00370748
FMDVCS14R;1;77.1486299;77.1486299
VWR19G706;8;39.85154818;318.81238544
VWR19G704;7;36.78244562;257.47711934
FMDVF20R;3;89.11625848;267.34877544
FMDVR56A;1;126.52562444;126.52562444
FMDVR60R;2;95.29189168;190.58378336
FMDVF20A;2;90.18295876;180.36591752
FMDVMCS;4;38.81291896;155.25167584
VWR12P0GT-FO;3;61.756332;185.268996
FMDVR60A;3;126.52562444;379.57687332
10.127.101K;21;153.3154;3219.6234
10.127.203K;20;153.3154;3066.308
CTS-MM-TAI-3;1;18.0318;18.0318
FMINDK40-FOAM;1;334.53217904;334.53217904
VIB-1559;99;0.287;28.413
CTS-HW-0091;9;76.6618;689.9562
CTS-HW-0092;3;90.1918;270.5754
VWR30G500;3;191.27620284;573.82860852
MMICP-RS-16CBK;4;94.259;377.036
DI-BM/CA/1;1;626.1028;626.1028
L3P3AC7X;1;185.0084;185.0084
U3P3ZC25;3;232.5684;697.7052
EVE-E46-INT;5;456.576;2282.88
EVE-RS5-CF-INT;1;1193.1;1193.1
EVE-N55V2-CF-INT;4;646.488;2585.952
EVE-E60V2-CF-INT;3;713.4;2140.2
EVE-2TFSI-CF-INT;5;435.42;2177.1
EVE-F8XMV2-CF-INT;3;1176.864;3530.592
EVE-FLC;33;13.776;454.608
EVE-151-G2-FTR;10;41.82;418.2
EVE-661-G2-FTR;15;41.82;627.3
RPF-1721;1;18.5268996;18.5268996
RPF-1566;1;16.38414202;16.38414202
RPF-1512;2;20.19244916;40.38489832
RPF-1869;3;36.05259806;108.15779418
VWR13G500;5;199.24838388;996.2419194
VWR19G703;11;42.92065074;472.12715814
DP-BM/SS/3;1;826.765;826.765
238SMBO270-PK;3;33.538;100.614
238SMOTSWL270-C;2;23.288;46.576
238SMOP270-PK;1;40.631;40.631
216BFWGBOSM;5;14.719;73.595
CTS-DP-IK1;5;6.15;30.75
VWR180000;59;6.74641142;398.03827378
ATINTVAG28;2;469.59140572;939.18281144
ATINTVAG18-C;1;566.55820398;566.55820398
ATINTVAG15;3;310.35363936;931.06091808
ATINTVAG12;2;338.35920022;676.71840044
ATINTVAG11;1;281.5059467;281.5059467
ATINTVAG6;2;344.83425806;689.66851612
ATINTVAG8;2;310.35363936;620.70727872
ATINTMINI01;2;218.80455568;437.60911136
ATINTMINI05;1;268.08798002;268.08798002
ATINTMAZ02;1;469.59140572;469.59140572
ATINTMAZ01;3;243.17959278;729.53877834
ATINTFO25;5;148.5894776;742.947388
ATINTFO26;1;297.33802454;297.33802454
ATINTFO12;2;226.907735;453.81547
ATINTFO44;1;290.88168074;290.88168074
ATINTFO22;1;247.65224834;247.65224834
ATINTREN5;2;294.90519934;589.81039868
ATINTREN3;1;312.86132072;312.86132072
ATINTVAG7;1;373.04567336;373.04567336
EVE-C7RS6-CF-INT;2;1101.096;2202.192
VWR12G7CUP;2;186.37312436;372.74624872
001422.999502;10;359.037;3590.37
613182.654150;24;37.1952;892.6848
002352.999505;1;376.6014;376.6014
FMBGFK12;2;24.1878967;48.3757934
001394.999502;9;359.037;3231.333
FMDVK04S-MAC;2;83.57690264;167.15380528
CTS-EXH-DP-0001-FSI;3;164;492
CTS-TM-MK56-60D;11;49.2;541.2
CTS-IT-180;1;135.2918;135.2918
CTS-DB-MK4-60D;16;18.0318;288.5088
CTS-EM-MK456-4-60D;2;49.2;98.4
GTHSB-5;316;1.107;349.812
AC-200-PCVD;65;9.84;639.6
EVE-E9X-CF-INT;4;407.3678;1629.4712
EVE-B58-CF-INT;8;609.096;4872.768
AC-180-CPA;26;12.3;319.8
420103485B;206;5.74;1182.44
ASAF;97;0.2542;24.6574
CTS-AF-275;10;19.6718;196.718
CTS-EXH-DP-0019;1;293.1418;293.1418
ESR912;3;107.5512;322.6536
MMICP-RS-16HWBK;6;143.418;860.508
VWR12P1GT;16;183.3040218;2932.8643488
001939.001707;1;323.3916;323.3916
MMBCC-N55-11CBE;6;102.1228;612.7368
MMTS-MIA-99;2;26.158;52.316
MMTS-MIA-90L;4;26.158;104.632
MMTS-MB62-08L;5;26.158;130.79
001394.999505;2;382.8006;765.6012
002352.999502;1;353.3544;353.3544
001394.999998;1;359.037;359.037
001394.001735;3;365.2362;1095.7086
999760.999985;1;328.041;328.041
001394.999529;1;351.8046;351.8046
001243.999978;1;351.288;351.288
001243.999533;1;388.4832;388.4832
000827.999980;1;381.7674;381.7674
001422.999505;2;382.8006;765.6012
EVE-S1-CF-INT;2;299.628;599.256
FMMK7DP-BLA;2;126.31041298;252.62082596
AC-200-PCVCC;44;9.84;432.96
FMINT11;2;643.3419101;1286.6838202
10.127.203T;19;6.5272;124.0168
210001074;1;177.0216;177.0216
CTS-EXH-DP-0014;4;221.3918;885.5672
FMSCPS53TIK;1;90.39817022;90.39817022
EVE-8VRS3-CF-LHD-INT;3;810.3158;2430.9474
CTS-EXH-TP-0009;3;270.5918;811.7754
AC-RX8-RU;3;23.78;71.34
AC-GD-FU-BL;7;20.951;146.657
ATMSFO71;2;71.02913882;142.05827764
883089.000071;1;726.3396;726.3396
PF05;15;117.26;1758.9
883089.000035;2;755.7858;1511.5716
043151.271937;2;30.996;61.992
CTS-EM-MK45-6-60D;2;49.2;98.4
CTS-TM-MK4-60D;2;49.2;98.4
AC-RX8-FU;4;23.78;95.12
ATINTVAG19;1;403.46534538;403.46534538
EVE-FK8-CF-INT;9;678.96;6110.64
FMDV13A-POL;1;102.47808304;102.47808304
FMTUBL2;5;41.76973728;208.8486864
FMCT4;1;156.32773314;156.32773314
FMTIA1;3;80.16159034;240.48477102
FMDV13R-POL;1;83.01548144;83.01548144
216BFWGFPSM;6;23.903;143.418
PSHUDOBDII-2;3;41;123
999789.999508;1;363.1698;363.1698
001267.001683;1;359.037;359.037
CTS-EXH-DP-0017;2;270.5918;541.1836
CTS-EXH-DP-0015;1;245.9918;245.9918
CTS-EXH-DP-0003;2;270.5918;541.1836
CTS-SIL-0070;3;32.8;98.4
EVE-E9X-CF-ARB;2;280.932;561.864
VWR1130RS;4;33.72270008;134.89080032
VWR1141S4;2;61.30719504;122.61439008
VWR30G700;2;242.1596776;484.3193552
EVE-F8xM-PF;12;56.088;673.056
MMTS-TC-05L;4;24.6492;98.5968
MMBCC-370Z-09PBE;2;186.4106;372.8212
MMBCC-350Z-03PBE;2;140.3266;280.6532
MMICP-FOST-13CBK;2;52.2504;104.5008
MMICP-FOST-13HP;2;104.632;209.264
MMAI-CTR-17;1;214.7334;214.7334
CTS-EM-MQB-60D;1;49.2;49.2
VWR814100;1;199.24838388;199.24838388
001423.000685;1;351.288;351.288
3182654196;3;101.7374;305.2122
06F103483E;15;0.656;9.84
AC-200K04-OT;70;41;2870
CTS-IT-255R-2;8;155.7918;1246.3344
CTS-EXH-TP-0008;11;67.6418;744.0598
CTS-HW-0243;1;39.3518;39.3518
CTS-HW-0242;6;31.5618;189.3708
CTS-HW-0248;2;39.3518;78.7036
CTS-EXH-DP-0010;2;248.0418;496.0836
AC-180-DP;18;61.5;1107
AC-N54-DP;21;90.2;1894.2
P3ABS;2;38.048;76.096
AC-200-DP;19;61.5;1168.5
VWR18G700;19;269.75352958;5125.31706202
FMCCRAD8;1;379.72658564;379.72658564
FMCCRAD9;1;506.85105936;506.85105936
1K0253144BD;20;4.018;80.36
CTS-HW-257;9;49.1918;442.7262
VWR3130RS;9;120.69620098;1086.26580882
VWR3141S4;2;120.69620098;241.39240196
SVAGX005;2;335.6301;671.2602
SAUX045;1;370.3612;370.3612
SAUX074;1;301.432;301.432
SVWX036;2;316.5036;633.0072
SAUX075;1;282.4162;282.4162
KTA253;12;201.21335808;2414.56029696
SFDX073;2;243.2694;486.5388
SFDX066;2;233.2162;466.4324
SFDX071;3;243.3924;730.1772
SFDX082;3;263.7612;791.2836
SFDX087;2;357.9915;715.983
SVWX020;1;282.408;282.408
SVWX039;1;570.679;570.679
SRNX023;2;163.4014;326.8028
SRNPX027;1;301.4812;301.4812
EVE-B9S5-CF-INT;1;678.96;678.96
ILFR7H;30;8.692;260.76
IZKR7B;50;6.3304;316.52
FMTUBL4;6;76.01643048;456.09858288
SVWX051;1;342.6288;342.6288
SFTC006;7;117.916;825.412
SAUC079;6;332.6494;1995.8964
SAUC045;4;235.2416;940.9664
883089.000060;2;750.6198;1501.2396
SVWC052;2;136.0954;272.1908
U5014;39;16.0884;627.4476
SVAGC005;7;166.4518;1165.1626
SAUC040;1;183.8604;183.8604
SAUC075;2;175.111;350.222
SAUC074;2;175.1602;350.3204
SBMC066;2;115.2346;230.4692
SBMC067;6;115.2346;691.4076
SBMC068;2;145.837;291.674
SBMC075;2;199.096;398.192
SFDC073;4;91.6719;366.6876
SFDP066;4;126.1816;504.7264
SFDC071;1;145.837;145.837
SMBP003;1;97.5554;97.5554
SMBC003;1;292.166;292.166
SMNC011;7;87.0184;609.1288
883089.000047;1;782.1324;782.1324
883089.000046;3;750.6198;2251.8594
SRNC022;2;89.6219;179.2438
SVWC042;7;166.4518;1165.1626
SVXC062;3;140.8432;422.5296
SVWX043;2;332.3624;664.7248
BKR8EIX;389;6.7568;2628.3952
034-1ZZ-0001;1;134.316;134.316
SVWC039;1;287.7708;287.7708
FMTUBL5;4;52.48352518;209.93410072
FMINT12;1;402.819711;402.819711
FMOC10;1;273.692835;273.692835
CTS-HW-308;4;73.7918;295.1672
CTS-TM-AUDI2-50D;5;34.85;174.25
CTS-EM-B8-50D;6;82;492
CTS-EM-B567-50D;3;38.95;116.85
CTS-HW-0225;16;18.0318;288.5088
FMCT3;4;182.45253298;729.81013192
883089.000135A;3;750.6198;2251.8594
883089.000126;1;750.6198;750.6198
SRNC026;2;81.4342;162.8684
034-108-1005;4;351.78;1407.12
034-108-1011;4;198.03;792.12
SVWC043;5;178.7354;893.677
R7437-8;129;26.0268;3357.4572
R7437-9;332;27.0272;8973.0304
KTA252;1;251.63833886;251.63833886
CTS-AF-270;5;20.4918;102.459
KDT952;6;16.13150248;96.78901488
JSK-122-BK-TI;2;208.2872652;416.5745304
SBMB050;2;360.3162;720.6324
WSK-NIS002;3;89.827392;269.482176
BBF38Z;2;81.06922128;162.13844256
BBF15Z;2;91.21223096;182.42446192
BHF78Z;1;83.277478;83.277478
BHF97Z;3;85.15823902;255.47471706
BMF49Z;5;81.06922128;405.3461064
BMF54Z;4;86.62729116;346.50916464
BMF67Z;3;100.38211056;301.14633168
BMF65Z;1;91.67072494;91.67072494
BMF63Z;3;82.05170838;246.15512514
BNF33Z;3;95.79717076;287.39151228
BSF39Z;4;72.91925686;291.67702744
BSF45XZ;2;89.22854272;178.45708544
BWF22Z;8;89.22854272;713.82834176
SAU077;1;496.7314;496.7314
BMF58X;1;112.30295404;112.30295404
BMF48;2;82.05170838;164.10341676
SVWC051;2;214.5858;429.1716
BBR38Z;1;86.62729116;86.62729116
SBMR050;1;255.0282;255.0282
883089.000127;2;782.1324;1564.2648
BHR97Z;2;71.10399498;142.20798996
BHR87Z;2;112.30295404;224.60590808
BMR65XXZ;2;112.30295404;224.60590808
BMR12Z;5;72.92861388;364.6430694
PLFR5A;12;6.4534;77.4408
SBMC050;2;153.135;306.27
BMR81Z;2;72.88182878;145.76365756
BMR77Z;4;68.84895316;275.39581264
BMR94Z;2;118.71251274;237.42502548
BMR92Z;1;91.21223096;91.21223096
BMR96Z;3;91.21223096;273.63669288
BNR30Z;6;86.62729116;519.76374696
SAUC030;3;89.6342;268.9026
BNR37Z;1;81.06922128;81.06922128
BNR36XZ;1;91.21223096;91.21223096
BSR53Z;3;72.92861388;218.78584164
BSR49XZ;4;81.06922128;324.27688512
BWR25XZ;5;89.22854272;446.1427136
SFD073;2;255.5612;511.1224
BKR7EIX;504;6.3796;3215.3184
ATINTMAZ05;1;247.66160536;247.66160536
ATINTFO20;3;188.05738796;564.17216388
ATMSFO25;1;306.37690586;306.37690586
KBR39;1;59.12700938;59.12700938
034-101-3066;6;17.589;105.534
KTA255;6;171.87910038;1031.27460228
KLC167A;17;57.30239048;974.14063816
KLC173;1;50.92090284;50.92090284
KLC204;5;52.80166386;264.0083193
KLC217;6;50.93025986;305.58155916
KLC205;4;50.65890628;202.63562512
KLC102;3;50.93025986;152.79077958
KLC110;3;57.29303346;171.87910038
KLC140-335;5;57.30239048;286.5119524
KLC106;3;57.30239048;171.90717144
KLC172;2;50.93025986;101.86051972
KLC202;12;57.30239048;687.62868576
KLC182;3;50.93025986;152.79077958
KLC139;6;52.55838134;315.35028804
KLC144;19;46.28917794;879.49438086
KLC141;19;57.30239048;1088.74541912
KLC163;11;57.30239048;630.32629528
KLC150;4;57.30239048;229.20956192
SBMB062;2;371.1566;742.3132
KDT926;5;20.71644228;103.5822114
KTA107;1;97.37850714;97.37850714
KCA395;4;86.62729116;346.50916464
KCA313;8;86.62729116;693.01832928
SBM011;1;231.2974;231.2974
BNR20XZ;5;76.99891758;384.9945879
BWF19XZ;8;91.21223096;729.69784768
BWR20XZ;6;91.21223096;547.27338576
W13204;6;8.06575124;48.39450744
W13203;2;6.72769738;13.45539476
KDT924;3;40.33811322;121.01433966
KBR38;3;27.86520556;83.59561668
FMKC020-BLA;2;60.0720684;120.1441368
FMCCRAD6;2;371.37076678;742.74153356
SFDC066;4;75.9525;303.81
SAUC054;4;117.2846;469.1384
KLC198;4;50.93025986;203.72103944
KTA216A;6;137.05227194;822.31363164
SVXC060;1;97.5472;97.5472
SVXC059;1;107.5512;107.5512
BHR67Z;3;86.62729116;259.88187348
BHF50Z;4;86.62729116;346.50916464
BFF96Z;2;91.21223096;182.42446192
BFR78Z;2;91.21223096;182.42446192
CTS-HW-216-AWD;3;39.3518;118.0554
CTS-HW-216-FWD;2;39.3518;78.7036
MMRAD-MAC-06;14;136.653;1913.142
MMTS-EVO-10L;3;24.1654;72.4962
TP-CS/1;1;449.319;449.319
M-FI/SS/1H/1;1;589.5226;589.5226
IKR9J8;32;7.1668;229.3376
AC-200-DVBO;45;2.05;92.25
SRNC023;2;38.417;76.834
WSK-VWN002;2;72.88182878;145.76365756
BHF96Z;2;79.45045682;158.90091364
BHR96;3;109.59877526;328.79632578
BNF42Z;4;81.06922128;324.27688512
BNF19Z;2;82.75348488;165.50696976
BNR11XXZ;2;81.06922128;162.13844256
BBF43;5;72.88182878;364.4091439
BBR44;3;86.62729116;259.88187348
BFR80;3;98.54813464;295.64440392
BHR75Z;2;100.38211056;200.76422112
BHR84Z;2;86.62729116;173.25458232
BSR37Z;2;72.92861388;145.85722776
BSR20XZ;4;81.06922128;324.27688512
BSF20Z;2;82.05170838;164.10341676
BAF13;4;82.05170838;328.20683352
BWR22XZ;5;81.06922128;405.3461064
CTS-IT-260;3;121.7618;365.2854
KLC154;5;52.55838134;262.7919067
KLC26;3;43.042292;129.126876
EVE-M2C-CF-INT;5;974.16;4870.8
SAUC036;1;104.5254;104.5254
MMEXH-MUS8-15XP;15;134.398;2015.97
MMFS-E36-92P;6;127.182;763.092
L3P3AB9X;2;185.0084;370.0168
L3P3VPO5;3;185.0084;555.0252
U3P3ZC63;4;185.0084;740.0336
KCA472;19;91.21223096;1733.03238824
HP-180;2;86.91735878;173.83471756
EVE-F9XM5M8-CF-INT;2;1030.74;2061.48
AC-MQB-IC;36;150.88;5431.68
BWF20XZ;6;91.21223096;547.27338576
BWR21XZ;6;91.21223096;547.27338576
VWR150000;14;51.07997218;715.11961052
VWR120000;51;20.46380274;1043.65393974
SMBC004;2;198.399;396.798
WSK-VWN005;3;72.88182878;218.64548634
BFR68Z;1;98.45456444;98.45456444
BMF55Z;1;82.75348488;82.75348488
KLC174;2;57.30239048;114.60478096
BMR84Z;1;86.62729116;86.62729116
KLC179;3;59.12700938;177.38102814
WSK-VWN006;3;64.77864946;194.33594838
WSK-FRD010;1;61.11069762;61.11069762
WSK-SUB006;2;66.46291306;132.92582612
EVE-FK2V2-CF-LHD-INT;4;594.828;2379.312
EVE-N55-PF;5;39.852;199.26
EVE-E46-PF;2;26.568;53.136
216EVOEFP-RB;5;38.458;192.29
216EVOVO-RB;5;21.853;109.265
BHR36XZ;2;91.21223096;182.42446192
MMEXH-MUS8-15HP;19;130.79;2485.01
VWR12P1GTIS38;3;129.6882972;389.0648916
034-108-1015;4;477.035;1908.14
034-108-1014;1;501.02;501.02
034-108-1020;1;369.369;369.369
AC-MK7-MD;45;13.94;627.3
