REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;194.8728196;194.8728196
ACSP1;18;4.1;73.8
AC-E46-FU;11;77.9;856.9
AC-FU-E36;7;36.9;258.3
AC-S2K-FU;6;24.6;147.6
RD3025;5;180.4902;902.451
SP1105BLK;4;164.041;656.164
SP1128WB;7;186.1236;1302.8652
FMDV14T-POL;2;34.06251956;68.12503912
SP6063BLK;2;141.5484;283.0968
FMDVSUB01;2;86.11693956;172.23387912
FMDV004-POL;2;56.77717556;113.55435112
FMINTLFS-LS-BLA;1;335.26832256;335.26832256
216BFWAEBOSM;3;23.575;70.725
AC-NC-FU;2;24.6;49.2
216BFWAOTSM;23;17.712;407.376
216BFWAOPSM;27;20.582;555.714
VIB-1458;42;0.287;12.054
RN09;2;144.69235872;289.38471744
ECA3015;1;116.4564;116.4564
SP2070P;1;149.2236;149.2236
EVO1206;6;202.663;1215.978
FMWRX301-ALL;1;95.15547976;95.15547976
216EVOWGAFRWB4.9-WO;6;91.84;551.04
216EVOAFRWB4.9-WO;3;91.84;275.52
MMAI-CLA45-14BK;5;177.1692;885.846
RN12;1;211.42612516;211.42612516
MMRAD-370Z-09;3;280.071;840.213
MMTS-S2K-00L;4;24.641;98.564
MMFAN-SWITCH;6;20.746;124.476
CTS-IT-105R;20;123;2460
FMDVK04SA-SIL;4;76.51053296;306.04213184
FMDV2A;2;103.74919128;207.49838256
FMDVA45A;4;88.42626292;353.70505168
FMDVST180A;2;118.13514008;236.27028016
FMDV14TSI-POL;1;39.25849712;39.25849712
FMBGFK6;2;24.33307524;48.66615048
FMPCVD1;15;47.3222;709.833
SES1989TT;4;778.098;3112.392
CTS-HW-031;17;61.5;1045.5
CTS-IT-250;14;171.3718;2399.2052
CTS-IT-220R;27;135.3;3653.1
CTS-HW-030;9;45.0918;405.8262
CTS-IT-110;21;103.7218;2178.1578
CTS-HW-0090;9;81.1718;730.5462
CTS-HW-0151;13;90.1918;1172.4934
CTS-IT-270R;20;142.2618;2845.236
CTS-HW-0099;4;90.1918;360.7672
MMRAD-E46-01;4;274.5606;1098.2424
MMRAD-E36-92;4;138.908;555.632
CTS-IT-500;17;76.6618;1303.2506
MMRAD-GLF-94;11;128.084;1408.924
MMRAD-MK5-08;8;136.653;1093.224
MMRAD-GLF-99;8;136.653;1093.224
MMRAD-B4-90;2;136.653;273.306
MMRAD-BRZ-13;2;131.487;262.974
CTS-IT-280;10;69.7;697
MMRAD-R35-09;4;280.071;1120.284
MMRAD-MIA-99;13;124.476;1618.188
MMRAD-RX8-04;8;145.673;1165.384
MMRAD-CIV-02SI;5;136.653;683.265
MMRAD-INT-94;1;118.6868;118.6868
MMRAD-EVO-01;9;144.32;1298.88
MMRAD-EVO-10;1;148.1576;148.1576
MMAI-350Z-03H;3;95.366;286.098
CTS-CC-MK6TSI;2;266.4918;532.9836
MMTS-S4-00L;2;24.6492;49.2984
MMTS-E90-07;3;32.021;96.063
MMTS-CIV-92L;2;24.805;49.61
MMTS-350Z-03L;6;24.6492;147.8952
MMTS-WRX-01;2;24.805;49.61
MMTS-GTR-09;6;51.414;308.484
MMTS-RX8-04L;5;25.1412;125.706
MMTS-VR6-93L;4;26.158;104.632
MMTS-FIST-14;5;24.6492;123.246
CTS-CC-GOLFR;1;196.7918;196.7918
CTS-CC-MK5FSI;3;213.1918;639.5754
216EVOEOP-RB;10;37.597;375.97
216EVOOT-RB;1;22.55;22.55
216EVOWT-C;2;22.55;45.1
CTS-20T-MK5-DF;5;328;1640
CTS-IT-285;21;39.3518;826.3878
CTS-HW-003;2;29.5118;59.0236
CTS-SIL-NOISE;1;13.5218;13.5218
CTS-IT-600;3;69.7;209.1
CTS-IT-275;9;90.1918;811.7262
CTS-IT-210;10;90.1918;901.918
"CTS-HW-036 ARP";8;77.0718;616.5744
CTS-HW-0199;11;36.0718;396.7898
MMOC-E46-01;3;364.777;1094.331
FMMK5FMIC-BLA;1;385.30681684;385.30681684
FMINT32;3;411.77885552;1235.33656656
FMINDST180;3;89.08877372;267.26632116
FMIND05;3;130.17390776;390.52172328
216EVOEGT;14;42.927;600.978
MMOC-MIA-99T;1;192.9624;192.9624
MMOC-EVO-08;2;268.7796;537.5592
MMBCC-N54-06CBE2;4;96.514;386.056
EVO9200;3;167.2718;501.8154
EVO300E;6;174.6272;1047.7632
MMBCC-FIST-14PBE;1;87.8712;87.8712
MMBCC-FOST-13PBE2;1;91.6596;91.6596
MMBCC-MUS4-15PBE;5;93.357;466.785
CTS-IT-020;4;69.7;278.8
MMHOSE-MIA-90HHBK;2;28.5606;57.1212
MMHOSE-MIA-94HHBK;2;31.21822;62.43644
216BFWAWTSM;16;17.712;283.392
216BFWAVOSM;15;16.236;243.54
216BFWGEBOSM;4;24.887;99.548
216BFWGOPSM;4;21.894;87.576
216BFWGOTSM;6;19.065;114.39
MMHOSE-R35-09BK;3;63.591;190.773
FMBGFK3;4;23.9923554;95.9694216
FMDVRMR;1;76.88911056;76.88911056
MMRAD-K20-EG;2;130.4128;260.8256
FMDVCS14A;1;62.45583956;62.45583956
FMBM335DV1-BLA-BLA;4;246.06597556;984.26390224
CTS-HW-028;6;45.0918;270.5508
JSK-118;1;205.01869928;205.01869928
S-RE/T/1;1;1424.4712;1424.4712
E-BM/T/3;1;1266.0554;1266.0554
CTS-EXH-DP-0007;3;360.7918;1082.3754
FMINTTTS;1;325.49155604;325.49155604
FMINT135F20;1;371.17640792;371.17640792
FMINTR56-ALL;1;314.81566772;314.81566772
MMFS-S2K-00;2;85.3128;170.6256
MMFS-INT-94;2;97.416;194.832
MMFS-MIA-90;3;104.9026;314.7078
MMFS-MIA-99;8;97.416;779.328
MMFS-RX8-04;5;97.416;487.08
PF04;63;107.42;6767.46
SES1987TT;7;779.4756;5456.3292
Evo1102;9;354.7976;3193.1784
SES9001TT;2;550.589;1101.178
10.127.100K;17;153.3154;2606.3618
MMEXH-WRX-15;1;499.872;499.872
MMRAD-FIST-14K;2;280.071;560.142
MMRAD-FOST-13;3;263.384;790.152
CTS-IT-190;3;123;369
CTS-HW-0133;9;72.1518;649.3662
MMBCC-RS-16PBE2;1;99.4414;99.4414
AC-200-OSA;17;13.817;234.889
MMTS-GTI-99;14;26.158;366.212
CTS-HW-262;15;103.7218;1555.827
CTS-HW-118;2;22.1318;44.2636
TTE80;1;54.571;54.571
CTS-HW-046;3;59.0318;177.0954
EVO1801;2;164.9758;329.9516
SES1230TT;3;614.016;1842.048
EVO2001;2;167.2718;334.5436
FMMD2;3;60.2411606;180.7234818
MMFS-CIV-92;8;72.611;580.888
MMFS-S14-95SR;6;97.416;584.496
MMFS-EVO-01;4;96.9076;387.6304
MMFS-B4-90;7;96.9076;678.3532
MMFS-BRZ-13P;3;145.222;435.666
MMFS-240-89KA;8;97.416;779.328
FMCCRADS53T;1;463.75756;463.75756
MMFS-350Z-03;11;112.75;1240.25
MMFS-EVO-10;3;96.9076;290.7228
FMBGFK4;2;21.54106544;43.08213088
FMMD3;1;71.73099076;71.73099076
VWR12G6GT;5;154.40287416;772.0143708
VWR12G7R600ITINLET;92;65.1153472;5990.6119424
MMOP-TPS;16;28.413;454.608
VWR12G5GT;10;216.41388504;2164.1388504
005001005;1;398.6266;398.6266
VWR12L0CR;1;235.02097408;235.02097408
VWR12G60R;9;228.82176588;2059.39589292
FMSCPS53T;1;109.76857512;109.76857512
FMDVV4010-POL;2;61.00778024;122.01556048
VWR160001;89;55.81180268;4967.25043852
VWR31G60R;2;113.0054136;226.0108272
VWR31G7GT;12;122.08181156;1464.98173872
VWR31G70R;8;122.08181156;976.65449248
VWR31S000;3;113.0054136;339.0162408
VWR19G701;11;31.00550544;341.06055984
VWR19G702;15;37.20471364;558.0707046
VWR12P0GT;3;166.18610196;498.55830588
VWR1230S3;6;241.22018228;1447.32109368
11002BK;400;1.9762;790.48
MMGP-RS-16BK;3;39.7044;119.1132
VWR11G502;2;31.00550544;62.01101088
