FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202411;513881387;353850;87082910;NL;NL;10;EXW;11;3;;2,5;1;458;;
INTRA-CH;202411;513881387;R-AUD-001-I;84099100;NL;NL;10;EXW;11;3;;3,5;2;721;;
INTRA-CH;202411;513881387;044DW21143;84099100;NL;NL;10;EXW;11;3;;3,6;1;323;;
INTRA-CH;202411;513881387;EUPD5002115R;85111000;NL;NL;10;EXW;11;3;;1,5;4;2278;;
INTRA-CH;202411;513881387;EUPD4002102R;84099100;NL;NL;10;EXW;11;3;;1,8;1;407;;
INTRA-CH;202411;513881387;EUPD3003713R;84099100;NL;NL;10;EXW;11;3;;1,2;2;857;;
INTRA-CH;202411;513881387;EUPD4002112R;84099100;NL;NL;10;EXW;11;3;;1,4;2;875;;
INTRA-CH;202411;513881387;RBF700;27101999;ES;ES;10;EXW;11;3;;0,6;60;411;;
INTRA-CH;202411;513881387;UE-TW2-1212;87088055;NL;NL;10;EXW;11;3;;1,7;1;57;;
INTRA-CH;202411;513881387;UR-LA4-1445;87088055;NL;NL;10;EXW;11;3;;5;1;77;;
INTRA-CH;202411;513881387;UR-TW2-305;84099100;NL;NL;10;EXW;11;3;;2,5;1;71;;
INTRA-CH;202411;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;25;482;;
INTRA-CH;202411;513881387;U5096;84099100;DE;DE;10;EXW;11;3;;0,3;32;671;;
INTRA-CH;202411;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;25;482;;
INTRA-CH;202411;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;6;115;;
INTRA-CH;202411;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;44;848;;
INTRA-CH;202411;513881387;SILZKBR8D8S;85111000;DE;DE;10;EXW;11;3;;0,1;15;127;;
INTRA-CH;202411;513881387;BKR7EIX;85111000;DE;DE;10;EXW;11;3;;0,1;100;774;;
INTRA-CH;202411;513881387;SILFER8C7ES;85111000;DE;DE;10;EXW;11;3;;0,1;100;869;;
INTRA-CH;202411;513881387;LTR7IX-11;85111000;DE;DE;10;EXW;11;3;;0,2;41;282;;
INTRA-CH;202411;513881387;PKR7A;85111000;DE;DE;10;EXW;11;3;;0,1;12;111;;
INTRA-CH;202411;513881387;SILZKFR8D7S;85111000;DE;DE;10;EXW;11;3;;0,2;44;294;;
INTRA-CH;202411;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;25;802;;
INTRA-CH;202411;513881387;ILZTR6A8G;85111000;DE;DE;10;EXW;11;3;;0,1;7;44;;
INTRA-CH;202411;513881387;RBF660;27101999;ES;ES;10;EXW;11;3;;0,6;12;82;;
INTRA-CH;202411;513881387;RBF600;27101999;ES;ES;10;EXW;11;3;;0,6;30;205;;
INTRA-CH;202411;513881387;S-ME/TI/4/1;87089235;SI;SI;10;EXW;11;3;;20;1;6440;;
INTRA-CH;202411;513881387;105777;27101999;ES;ES;10;EXW;11;3;;1,1;12;134;;
INTRA-CH;202411;513881387;110859;27101999;ES;ES;10;EXW;11;3;;2,1;20;433;;
INTRA-CH;202411;513881387;10w60-2;27101999;ES;ES;10;EXW;11;3;;4,7;12;260;;
INTRA-CH;202411;513881387;SBW1171-4P-EB;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202411;513881387;SME0865-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202411;513881387;SAU0437-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202411;513881387;SFT0658-6P-BK;87083091;ES;ES;10;EXW;11;3;;0,7;3;182;;
INTRA-CH;202411;513881387;SVW0630-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;4;202;;
INTRA-CH;202411;513881387;SVW0622-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;123;;
INTRA-CH;202411;513881387;SBW0271-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,4;5;252;;
INTRA-CH;202411;513881387;SAU0531-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;61;;
INTRA-CH;202411;513881387;SSE0250-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;82;;
INTRA-CH;202411;513881387;SHD0397-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;74;;
