REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;204.462818;204.462818
ACSP1;40;4.1;164
AC-204-FU;1;39.36;39.36
AC-E46-FU;12;77.9;934.8
AC-FU-E36;13;36.9;479.7
AC-S2K-FU;8;24.6;196.8
FMBGFK2;3;22.988413;68.965239
RD3025;5;180.4902;902.451
SP1105BLK;4;164.041;656.164
SP1128WB;8;186.1236;1488.9888
FMDV14T-POL;4;38.0227358;152.0909432
SP6063BLK;5;141.5484;707.742
FMDVK04D;5;80.2757368;401.378684
FMDVSUB01;3;90.3548898;271.0646694
FMDVATSI-POL;2;121.5158574;243.0317148
FMDV004-POL;3;61.7757742;185.3273226
FMINTLFS-LS-BLA;1;351.7674048;351.7674048
216BFWAEBOSM;16;23.575;377.2
AC-NC-FU;7;24.6;172.2
216BFWAOTSM;30;17.712;531.36
216BFWAOPSM;42;20.582;864.444
VIB-1458;68;0.287;19.516
RN10;1;37.6155976;37.6155976
RN09;2;151.8128976;303.6257952
ECA3015;2;116.4564;232.9128
ESR371WB;1;138.5226;138.5226
SP2070P;3;149.2236;447.6708
EVO1206;6;202.663;1215.978
FMWRX301-ALL;4;72.9770398;291.9081592
216EVOWGAFRWB4.9-WO;7;91.84;642.88
216EVOAFRWB4.9-WO;5;91.84;459.2
MMAI-CLA45-14BK;25;177.1692;4429.23
RN12;1;221.8307378;221.8307378
JSK-101-DD;20;163.4808826;3269.617652
MMRAD-350Z-07;2;144.7136;289.4272
MMTS-S2K-00L;4;24.641;98.564
MMFAN-SWITCH;2;20.746;41.492
200001032;1;369.9594;369.9594
CTS-IT-105R;20;123;2460
200001076;1;414.8216;414.8216
FMDVK04SA-SIL;11;80.2757368;883.0331048
FMDV2A;2;108.8548524;217.7097048
FMDVA45A;1;92.7778586;92.7778586
FMDVST180A;2;121.5158574;243.0317148
FMDV14TSI-POL;2;37.2779708;74.5559416
FMBGFK6;2;25.5305442;51.0610884
FMPCVD1;2;49.0452578;98.0905156
SES1989TT;5;778.098;3890.49
CTS-HW-031;14;61.5;861
CTS-IT-250;6;171.3718;1028.2308
CTS-IT-220R;25;135.3;3382.5
CTS-HW-030;11;45.0918;496.0098
CTS-HW-0090;1;81.1718;81.1718
CTS-HW-0151;18;90.1918;1623.4524
CTS-HW-0099;5;90.1918;450.959
FMINTMRS;1;424.9728392;424.9728392
MMRAD-E46-01;5;274.5606;1372.803
MMRAD-RSF-09;2;228.78;457.56
MMRAD-MUS4-15;1;236.5044;236.5044
CTS-IT-500;12;76.6618;919.9416
