REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;198.1145092;198.1145092
ACSP1;32;4.1;131.2
AC-E46-FU;11;77.9;856.9
AC-FU-E36;12;36.9;442.8
AC-S2K-FU;8;24.6;196.8
FMBGFK2;1;22.2746522;22.2746522
RD3025;5;180.4902;902.451
SP1105BLK;4;164.041;656.164
SP1128WB;8;186.1236;1488.9888
FMDV14T-POL;4;34.62914612;138.51658448
SP6063BLK;4;141.5484;566.1936
FMDVK04D;4;77.78327792;311.13311168
FMDVSUB01;3;87.54948612;262.64845836
FMDVATSI-POL;2;117.74294556;235.48589112
FMDV004-POL;4;51.94853012;207.79412048
FMINTLFS-LS-BLA;1;340.84547712;340.84547712
216BFWAEBOSM;13;23.575;306.475
AC-NC-FU;6;24.6;147.6
216BFWAOTSM;29;17.712;513.648
216BFWAOPSM;39;20.582;802.698
VIB-1458;60;0.287;17.22
RN09;2;147.09930144;294.19860288
ECA3015;1;116.4564;116.4564
SP2070P;2;149.2236;298.4472
EVO1206;6;202.663;1215.978
FMWRX301-ALL;3;70.71119612;212.13358836
216EVOWGAFRWB4.9-WO;7;91.84;642.88
216EVOAFRWB4.9-WO;4;91.84;367.36
MMAI-CLA45-14BK;18;177.1692;3189.0456
RN12;1;214.94317732;214.94317732
MMRAD-350Z-07;1;144.7136;144.7136
MMRAD-370Z-09;2;280.071;560.142
MMFAN-SWITCH;6;20.746;124.476
CTS-IT-105R;17;123;2091
200001076;1;414.8216;414.8216
FMDVK04SA-SIL;9;77.78327792;700.04950128
FMDV2A;2;105.47504856;210.95009712
FMDVA45A;3;89.89722484;269.69167452
FMDVST180A;2;120.10030616;240.20061232
FMDV14TSI-POL;2;36.12053752;72.24107504
FMBGFK6;2;24.73785348;49.47570696
FMPCVD1;11;47.52246532;522.74711852
SES1989TT;4;778.098;3112.392
CTS-HW-031;18;61.5;1107
CTS-IT-250;5;171.3718;856.859
CTS-IT-220R;28;135.3;3788.4
CTS-HW-030;9;45.0918;405.8262
CTS-IT-110;22;103.7218;2281.8796
CTS-HW-0090;5;81.1718;405.859
CTS-HW-0151;17;90.1918;1533.2606
CTS-HW-0099;5;90.1918;450.959
FMINTMRS;1;411.77797648;411.77797648
MMRAD-E46-01;5;274.5606;1372.803
MMRAD-E36-92;21;138.908;2917.068
MMRAD-RSF-09;2;228.78;457.56
CTS-IT-500;19;76.6618;1456.5742
MMRAD-GLF-94;10;128.084;1280.84
MMRAD-MK5-08;10;136.653;1366.53
MMRAD-GLF-99;20;136.653;2733.06
MMRAD-B4-90;4;136.653;546.612
MMRAD-BRZ-13;3;131.487;394.461
CTS-IT-280;15;69.7;1045.5
MMRAD-MIA-99;11;124.476;1369.236
MMRAD-RX8-04;7;145.673;1019.711
MMRAD-240-89KA;3;111.4216;334.2648
MMRAD-CIV-02SI;1;114.4064;114.4064
MMRAD-INT-94;2;118.6868;237.3736
MMRAD-EVO-10;2;148.1576;296.3152
MMAI-350Z-03H;5;95.366;476.83
CTS-CC-MK6TSI;5;266.4918;1332.459
MMTS-E90-07;10;32.021;320.21
MMTS-CIV-92L;1;24.805;24.805
MMTS-350Z-03L;3;24.64674;73.94022
MMTS-350Z-07;1;24.6492;24.6492
MMTS-WRX-01;5;24.805;124.025
MMTS-GTR-09;2;51.414;102.828
MMTS-BRZ-13;2;22.55;45.1
MMTS-RX8-04L;7;25.1412;175.9884
MMTS-RSX-02;1;24.6;24.6
MMTS-VR6-93L;6;26.158;156.948
MMTS-EVO-01;4;23.6898;94.7592
MMTS-FIST-14;3;24.6492;73.9476
CTS-CC-GOLFR;3;196.7918;590.3754
CTS-CC-MK5FSI;3;213.1918;639.5754
MMDP-MUS4-15CAT;1;238.0952;238.0952
216EVOEOP-RB;12;37.597;451.164
216EVOOT-RB;5;22.55;112.75
216EVOWT-C;3;22.55;67.65
CTS-20T-MK5-DF;6;328;1968
CTS-HS-150;2;12.3;24.6
CTS-IT-285;23;39.3518;905.0914
CTS-HW-003;4;29.5118;118.0472
CTS-SIL-NOISE;5;13.5218;67.609
CTS-IT-600;7;69.7;487.9
CTS-IT-275;13;90.1918;1172.4934
CTS-IT-210;14;90.1918;1262.6852
"CTS-HW-036 ARP";6;77.0718;462.4308
CTS-HW-0199;12;36.0718;432.8616
MMOC-E46-01;5;364.777;1823.885
FMMK5FMIC-BLA;3;361.5902504;1084.7707512
FMINT32;1;386.43394456;386.43394456
FMINDST180;5;90.57075644;452.8537822
FMIND05;3;132.33933752;397.01801256
216EVOEGT;14;42.927;600.978
MMOC-MIA-99T;1;192.9624;192.9624
MMOC-EVO-08;2;268.7796;537.5592
MMBCC-N54-06CBE2;9;96.514;868.626
EVO9200;4;167.2718;669.0872
EVO300E;8;174.6272;1397.0176
MMBCC-FIST-14PBE;3;87.8712;263.6136
MMBCC-FOST-13PBE2;2;91.6596;183.3192
MMBCC-MUS4-15PBE;1;74.9234;74.9234
MMBCC-BRZ-13PBE;2;89.6506;179.3012
CTS-IT-020;6;69.7;418.2
MMHOSE-MIA-90HHBK;2;28.5606;57.1212
MMHOSE-MIA-94HHBK;2;31.21822;62.43644
216BFWAWTSM;26;17.712;460.512
216BFWAVOSM;20;16.236;324.72
216BFWGEBOSM;4;24.887;99.548
216BFWGOPSM;5;21.894;109.47
216BFWGOTSM;6;19.065;114.39
MMHOSE-R35-09BK;1;63.591;63.591
FMBGFK3;4;24.3914658;97.5658632
FMDVRMR;2;81.15093592;162.30187184
MMRAD-K20-EK;1;145.2384;145.2384
MMRAD-K20-EG;2;130.4128;260.8256
FMDVCS14A;1;63.49478612;63.49478612
FMBM335DV1-BLA-BLA;1;230.91549812;230.91549812
CTS-HW-028;5;45.0918;225.459
CTS-HW-049;1;14.7518;14.7518
JSK-118;1;208.42916456;208.42916456
S-RE/T/1;1;1424.4712;1424.4712
E-BM/T/3;1;1266.0554;1266.0554
TP-CT/26;1;903.4432;903.4432
M-BM/T/8H;1;2014.0758;2014.0758
FMINTRM-BLA;1;262.12887684;262.12887684
CTS-EXH-DP-0007;3;360.7918;1082.3754
FMINT2TTRS;1;679.5933844;679.5933844
FMINTTTS;1;330.90607508;330.90607508
FMINT135F20;1;377.35088984;377.35088984
FMINTR56-ALL;1;320.05259444;320.05259444
FMINTMF56;1;266.03536012;266.03536012
FMRADRS250;1;519.57189812;519.57189812
MMFS-S2K-00;2;85.3128;170.6256
MMFS-INT-94;2;97.416;194.832
MMFS-MIA-90;4;104.9026;419.6104
MMFS-MIA-99;5;97.416;487.08
MMFS-RX8-04;8;97.416;779.328
PF04;45;109.06;4907.7
SES1987TT;7;779.4756;5456.3292
Evo1102;9;354.7976;3193.1784
SES9001TT;2;550.589;1101.178
10.127.100K;53;153.3154;8125.7162
MMEXH-WRX-15;1;499.872;499.872
MMRAD-FOST-13;2;263.384;526.768
MMBCC-RS-16PBE2;1;99.4414;99.4414
AC-200-OSA;20;13.817;276.34
MMTS-GTI-99;9;26.158;235.422
CTS-HW-262;5;103.7218;518.609
CTS-HW-118;2;22.1318;44.2636
TTE80;1;54.571;54.571
CTS-HW-046;3;59.0318;177.0954
FMMD1;1;67.71879144;67.71879144
CTS-CPA-001;4;28.7;114.8
EVO1801;2;164.9758;329.9516
SES1230TT;3;614.016;1842.048
EVO2001;3;167.2718;501.8154
FMMD2;5;56.528545;282.642725
MMFS-CIV-92;5;72.611;363.055
MMFS-S14-95SR;1;94.9724;94.9724
MMFS-EVO-01;2;96.9076;193.8152
MMFS-B4-90;3;96.9076;290.7228
MMFS-BRZ-13P;3;145.222;435.666
MMFS-240-89KA;9;97.416;876.744
MMEXH-MUS4-15;1;444.4154;444.4154
FMCCRADS53T;1;471.47212;471.47212
MMFS-STI-08P;2;105.8784;211.7568
MMFS-350Z-03;5;112.75;563.75
MMFS-EVO-10;1;96.9076;96.9076
FMBGFK4;2;21.89939888;43.79879776
FMMD3;1;72.92422852;72.92422852
VWR12G6GT;4;156.97135032;627.88540128
VWR12G7R600ITINLET;52;66.1985344;3442.3237888
MMOP-TPS;18;28.413;511.434
VWR12G5GT;8;220.01390808;1760.11126464
005001005;1;398.6266;398.6266
VWR12L0CR;2;238.93052416;477.86104832
VWR12G60R;11;232.62819276;2558.91012036
FMSCPS53T;2;103.01184728;206.02369456
FMDVV4010-POL;2;62.02263848;124.04527696
VWR160001;36;56.74022636;2042.64814896
VWR31G5GT;3;114.8852472;344.6557416
VWR31G60R;2;114.8852472;229.7704944
VWR31G7GT;9;124.11263012;1117.01367108
VWR31G70R;9;124.11263012;1117.01367108
VWR31S000;5;114.8852472;574.426236
VWR19G701;10;31.52127888;315.2127888
VWR19G702;5;31.52127888;157.6063944
VWR12P0GT;4;168.95059092;675.80236368
VWR1230S3;6;245.23285556;1471.39713336
11002BK;407;1.9762;804.3134
MMGP-RS-16BK;3;39.7044;119.1132
VWR11G502;4;31.52127888;126.08511552
VWR11G503;1;31.52127888;31.52127888
VWR11P1GT;3;47.81112172;143.43336516
VWR11P0GT;3;54.43097516;163.29292548
VWR11G501;3;31.52127888;94.56383664
VWR11G701;6;37.82361028;226.94166168
VWR1140S4;2;58.10653332;116.21306664
VWR12PRWRC;2;401.89630572;803.79261144
VWR12G6K03;1;220.01390808;220.01390808
VWR121020;2;278.75548548;557.51097096
FMBGFK7;2;19.99426664;39.98853328
VWR69G7KIT;6;69.34488916;416.06933496
VWR15G503;1;108.59253768;108.59253768
VWR15G501;1;168.64269076;168.64269076
MMTS-240-89KA;4;24.6492;98.5968
MMSTB-FIST-14TB;1;72.8242;72.8242
748354027150;2;89.6506;179.3012
MMSK-TUE-16;2;27.388;54.776
MMSK-RKST;1;34.2022;34.2022
MMSK-PGR-BK;3;39.3354;118.0062
MMSK-FSB;2;27.06;54.12
MMSK-CF;1;21.771;21.771
216EVOBO;8;29.602;236.816
216BFWABOSM;31;13.366;414.346
216BFWAFPSM;5;22.55;112.75
VWR13G700;35;308.9104574;10811.866009
VWR13G700RFK;10;31.52127888;315.2127888
MMGRT-215;7;14.8994;104.2958
MMGRT-235;1;28.1916;28.1916
FMINTMK7-BLA;1;346.628227;346.628227
TTE780;2;2555.981;5111.962
CTS-EXH-CB-0007.0;1;393.5918;393.5918
CTS-EXH-CB-0002;4;368.9918;1475.9672
CTS-EXH-CB-0020-2;4;491.9918;1967.9672
CTS-EXH-CB-0008;1;442.7918;442.7918
AC-200-HS;40;7.79;311.6
CTS-EXH-CB-0001;2;344.3918;688.7836
CTS-EXH-CB-0003;2;479.6918;959.3836
CTS-EXH-CB-0015;2;688.7918;1377.5836
CTS-EXH-CB-0017;2;270.5918;541.1836
CTS-EXH-CB-0016;1;338.2418;338.2418
AC-200-FD;32;11.89;380.48
FMCCRAD7;2;637.41106248;1274.82212496
FMINT7;1;308.24654768;308.24654768
FMTUBL1;5;37.07310364;185.3655182
FMRMCLMP;2;14.71185452;29.42370904
FMSBCVXR;3;22.81347748;68.44043244
FMBGFK11;4;24.73785348;98.95141392
FMWBSCI-BLA;2;57.45224548;114.90449096
FMVAG5QS;2;62.16696668;124.33393336
FMBP135F20;3;173.56909332;520.70727996
CTS-IT-300R;12;135.2918;1623.5016
FMSS2;1;59.9443124;59.9443124
FMBGMCS;2;17.82934364;35.65868728
FMBPVXA;3;17.79085612;53.37256836
FMBPVRM;1;20.35989808;20.35989808
FMBSMP18T;4;129.88575812;519.54303248
FMWS11BB;2;30.80925976;61.61851952
JSK-111-70;4;75.03142024;300.12568096
JSK-110;2;122.3903136;244.7806272
FMOCRS4;2;529.96352852;1059.92705704
JSK-115-TWIST;1;152.987892;152.987892
JSK-103;3;70.8651462;212.5954386
JSK-103-80;7;70.8651462;496.0560234
CK-003;9;10.6802868;96.1225812
MMAF-REOIL-RD;9;8.7904;79.1136
FMKT135F20;10;48.1094;481.094
VWR31G70RW;5;124.11263012;620.5631506
VWR610360GUN;8;190.53246776;1524.25974208
VWR610360SVR;4;190.53246776;762.12987104
ACCLAMP3;25;0.9266;23.165
ACCLAMP275;32;0.9266;29.6512
VWR12G7R600FO;10;47.28191832;472.8191832
FMAUTB2;4;174.42544064;697.70176256
FMRCAM;1;172.231652;172.231652
FMRCAMF56;1;180.7951252;180.7951252
FMDV6A;4;171.80828928;687.23315712
FMDVST180R;2;117.74294556;235.48589112
FMDVCS14R;2;79.3324006;158.6648012
VWR19G706;20;40.97958692;819.5917384
VWR19G704;6;37.82361028;226.94166168
FMDVF20R;3;91.63878512;274.91635536
FMDVR56A;4;112.13338952;448.53355808
FMDVR60R;2;97.98922592;195.97845184
FMDVF20A;1;76.97504;76.97504
FMDVMCS;2;36.84217852;73.68435704
VWR12P0GT-FO;3;63.504408;190.513224
FMDVR60A;5;120.10030616;600.5015308
FMKTS1-RED;2;109.3526662;218.7053324
10.127.101K;16;153.3154;2453.0464
10.127.203K;51;153.3154;7819.0854
CTS-MM-TAI-3;3;18.0318;54.0954
VIB-1559;102;0.287;29.274
FMCTMK6;5;199.7021194;998.510597
CTS-HW-0091;9;76.6618;689.9562
CTS-HW-0092;1;90.1918;90.1918
VWR30G500;2;196.69047096;393.38094192
MMICP-RS-16CBK;2;94.259;188.518
DI-BM/CA/1;1;626.1028;626.1028
L3P3AC7X;2;185.0084;370.0168
U3P3ZC25;4;232.5684;930.2736
EVE-E46-INT;3;456.576;1369.728
EVE-RS5-CF-INT;4;1193.1;4772.4
EVE-N55V2-CF-INT;5;646.488;3232.44
EVE-E60V2-CF-INT;4;713.4;2853.6
EVE-2TFSI-CF-INT;15;435.42;6531.3
EVE-F10M5-CF-INT;2;1038.12;2076.24
EVE-F8XMV2-CF-INT;3;1176.8558;3530.5674
EVE-FLC;24;13.776;330.624
EVE-151-G2-FTR;13;41.82;543.66
EVE-661-G2-FTR;16;41.82;669.12
RPF-1813;1;17.69463732;17.69463732
RPF-3129;1;20.76401704;20.76401704
RPF-1929;1;37.07310364;37.07310364
RPF-1721;1;19.0513224;19.0513224
RPF-1566;4;16.84791188;67.39164752
RPF-1512;3;20.76401704;62.29205112
RPF-1747;2;19.0513224;38.1026448
RPF-1869;4;37.07310364;148.29241456
RPF-1846;1;16.84791188;16.84791188
RPF-1557;1;16.84791188;16.84791188
RPF-1992;3;16.84791188;50.54373564
RPF-1251;1;16.83829;16.83829
VWR13G500;4;221.96714972;887.86859888
VWR19G703;8;44.13556356;353.08450848
DP-BM/SS/3;1;826.765;826.765
FMVWQS;12;49.071588;588.859056
238SMBO270-PK;5;33.538;167.69
238SMOT270-C;3;23.288;69.864
238SMOP270-PK;4;40.631;162.524
216BFWGBOSM;8;14.719;117.752
CTS-DP-IK1;12;6.15;73.8
VWR180000;52;6.93737548;360.74352496
ATINTVAG28;1;437.99759948;437.99759948
ATINTVAG18;2;582.59521212;1165.19042424
ATINTVAG15;3;303.93594544;911.80783632
ATINTVAG12;6;347.93680268;2087.62081608
ATINTVAG11;4;289.4742598;1157.8970392
ATINTVAG6;3;303.93594544;911.80783632
ATINTVAG8;1;303.99367672;303.99367672
ATINTMINI01;2;224.99804192;449.99608384
ATINTMINI05;2;275.67648388;551.35296776
ATINTMAZ02;1;417.13736364;417.13736364
ATINTMAZ01;3;250.06303932;750.18911796
ATINTFO25;6;146.16597908;876.99587448
ATINTFO26;2;305.75448076;611.50896152
ATINTFO12;2;233.33059;466.66118
ATINTFO44;3;299.11538356;897.34615068
ATINTFO22;2;254.66229796;509.32459592
ATINTREN5;3;303.25279196;909.75837588
ATINTREN3;1;306.38952484;306.38952484
ATINTREN1;1;245.57924324;245.57924324
ATINTVAG7;3;383.60511184;1150.81533552
EVE-C7RS6-CF-INT;8;1101.096;8808.768
VWR12G7CUP;2;191.64860584;383.29721168
JSK-104;2;68.83492952;137.66985904
001422.999502;1;359.037;359.037
613182.654150;13;37.1952;483.5376
002352.999505;3;376.6014;1129.8042
FMBGFK12;1;24.8725598;24.8725598
001394.999502;3;359.037;1077.111
FMDVK04S-MAC;3;77.78327792;233.34983376
CTS-EXH-DP-0001-FSI;3;164;492
CTS-TM-MK56-60D;4;49.2;196.8
CTS-EXH-TP-0007;5;67.6418;338.209
CTS-IT-180;2;135.2918;270.5836
CTS-DB-MK4-60D;5;18.0318;90.159
CTS-EM-MK456-4-60D;5;49.2;246
GTHSB-5;335;1.107;370.845
EVE-E9X-CF-INT;4;407.3678;1629.4712
EVE-B58-CF-INT;7;609.096;4263.672
AC-180-CPA;52;12.3;639.6
420103485B;227;5.74;1302.98
ASAF;5411;0.2542;1375.4762
CTS-AF-275;4;19.6718;78.6872
CTS-EXH-DP-0019;2;293.1418;586.2836
ESR912;3;107.5512;322.6536
MMICP-RS-16HWBK;3;143.418;430.254
883089.000038;1;882.8694;882.8694
FMINDK20;2;120.36009692;240.72019384
VWR12P1GT;10;188.4926292;1884.926292
AC-200-TP;14;24.6;344.4
001939.001707;1;323.3916;323.3916
MMBCC-N55-11CBE;7;102.1228;714.8596
MMTS-MIA-99;2;24.641;49.282
MMTS-MB62-08L;2;24.641;49.282
002352.999502;3;353.3544;1060.0632
001394.999998;2;345.6054;691.2108
001394.001735;3;365.2362;1095.7086
999760.999985;1;328.041;328.041
001394.999529;1;317.34;317.34
001243.999978;2;367.8192;735.6384
001243.999533;1;374.535;374.535
000827.999980;1;381.7674;381.7674
EVE-S1-CF-INT;8;299.628;2397.024
FMMK7DP-BLA;2;129.88575812;259.77151624
AC-200-PCVCC;46;9.84;452.64
FMINT11;2;661.5523594;1323.1047188
JS-090-BK;4;37.07310364;148.29241456
10.127.203T;13;6.5272;84.8536
210001074;1;177.0216;177.0216
CTS-EXH-DP-0014;2;221.3918;442.7836
FMSCPS53TIK;3;85.79830396;257.39491188
EVE-8VRS3-CF-LHD-INT;2;810.3158;1620.6316
CTS-EXH-TP-0009;1;270.5918;270.5918
AC-RX8-RU;7;23.78;166.46
FM1582i;2;286.3112;572.6224
AC-GR-FU;9;24.6;221.4
ATMSFO71;2;65.75592792;131.51185584
883089.000034;2;739.2546;1478.5092
ATINTMB02;1;242.52910728;242.52910728
883089.000071;1;726.3396;726.3396
PF05;23;118.9;2734.7
883089.000035;3;755.7858;2267.3574
043151.271937;3;30.996;92.988
CTS-EM-MK45-6-60D;2;49.2;98.4
