FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;20261;513881387;UR-RE2-3934;87088055;NL;NL;10;EXW;11;3;;2;2;97;;
INTRA-CH;20261;513881387;URTW-ML4-4002;87088055;NL;NL;10;EXW;11;3;;3;1;82;;
INTRA-CH;20261;513881387;UR-LA2-3677;87088055;NL;NL;10;EXW;11;3;;2,5;1;46;;
INTRA-CH;20261;513881387;UR-ML6-3719;87088055;NL;NL;10;EXW;11;3;;4;2;189;;
INTRA-CH;20261;513881387;UR-AR19-644;87088055;NL;NL;10;EXW;11;3;;5;1;113;;
INTRA-CH;20261;513881387;UR-TW2-3932;87088055;NL;NL;10;EXW;11;3;;2,2;2;164;;
INTRA-CH;20261;513881387;UR-TW2-3744;87088055;NL;NL;10;EXW;11;3;;3;4;285;;
INTRA-CH;20261;513881387;UR-TW2-1362;87088055;NL;NL;10;EXW;11;3;;3;1;75;;
INTRA-CH;20261;513881387;UR-TW2-3212;87088055;NL;NL;10;EXW;11;3;;3,2;1;68;;
INTRA-CH;20261;513881387;UR-TW2-339;87088055;NL;NL;10;EXW;11;3;;2,1;1;57;;
INTRA-CH;20261;513881387;UR-RL2-988;87088055;NL;NL;10;EXW;11;3;;2,2;2;97;;
INTRA-CH;20261;513881387;UR-TW2-1820;87088055;NL;NL;10;EXW;11;3;;3;1;71;;
INTRA-CH;20261;513881387;UR-TW2-3047;87088055;NL;NL;10;EXW;11;3;;3;1;71;;
INTRA-CH;20261;513881387;UR-TW2-3047;87088055;NL;NL;10;EXW;11;3;;3;3;213;;
INTRA-CH;20261;513881387;UR-RU2-1109;87088055;NL;NL;10;EXW;11;3;;2,4;1;49;;
INTRA-CH;20261;513881387;UR-TW2-990;87088055;NL;NL;10;EXW;11;3;;3,4;1;64;;
INTRA-CH;20261;513881387;URKR-TW2-4201;87088055;NL;NL;10;EXW;11;3;;3;1;82;;
INTRA-CH;20261;513881387;UR-RU2-679A;87088055;NL;NL;10;EXW;11;3;;2,5;1;54;;
INTRA-CH;20261;513881387;UR-AR18-303;87088055;NL;NL;10;EXW;11;3;;4,6;1;113;;
INTRA-CH;20261;513881387;UR-TW2-3081;87088055;NL;NL;10;EXW;11;3;;3,4;1;68;;
INTRA-CH;20261;513881387;UR-LA8-1257;87088055;NL;NL;10;EXW;11;3;;5,3;4;411;;
INTRA-CH;20261;513881387;UR-TW3-020;87088055;NL;NL;10;EXW;11;3;;3,7;2;128;;
INTRA-CH;20261;513881387;UR-TW4-2757;87088055;NL;NL;10;EXW;11;3;;2,4;1;82;;
INTRA-CH;20261;513881387;UR-RE4-1321;87088055;NL;NL;10;EXW;11;3;;4,1;1;71;;
INTRA-CH;20261;513881387;UR-TW2-3051;87088055;NL;NL;10;EXW;11;3;;1,7;2;142;;
INTRA-CH;20261;513881387;UR-RE4-3213A;87088055;NL;NL;10;EXW;11;3;;6;1;82;;
INTRA-CH;20261;513881387;UR-RE2-3015A;87088055;NL;NL;10;EXW;11;3;;3;1;75;;
INTRA-CH;20261;513881387;UR-RL2-3014;87088055;NL;NL;10;EXW;11;3;;1,5;1;40;;
INTRA-CH;20261;513881387;UR-RL2-3014;87088055;NL;NL;10;EXW;11;3;;1,5;1;40;;
INTRA-CH;20261;513881387;UR-TW2-3300;87088055;NL;NL;10;EXW;11;3;;3,5;1;71;;
INTRA-CH;20261;513881387;UR-RE2-3933A;87088055;NL;NL;10;EXW;11;3;;3;1;75;;
INTRA-CH;20261;513881387;UR-RE2-072;87088055;NL;NL;10;EXW;11;3;;2,5;2;114;;
INTRA-CH;20261;513881387;UR-RE2-1645;87088055;NL;NL;10;EXW;11;3;;3;2;114;;
INTRA-CH;20261;513881387;UR-TW2-898;84099100;NL;NL;10;EXW;11;3;;1,6;3;192;;
INTRA-CH;20261;513881387;UR-TW2-1832;87088055;NL;NL;10;EXW;11;3;;3;1;64;;
