REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
SE10;1;194.9403548;194.9403548
ACSP1;22;4.1;90.2
AC-E46-FU;11;77.9;856.9
AC-FU-E36;8;36.9;295.2
AC-S2K-FU;6;24.6;147.6
RD3025;5;180.4902;902.451
SP1105BLK;4;164.041;656.164
SP1128WB;7;186.1236;1302.8652
FMDV14T-POL;4;34.07432428;136.29729712
SP6063BLK;2;141.5484;283.0968
FMDVSUB01;2;86.14678428;172.29356856
FMDVATSI-POL;1;118.17608104;118.17608104
FMDV004-POL;3;51.11622028;153.34866084
FMINTLFS-LS-BLA;1;335.38451328;335.38451328
216BFWAEBOSM;8;23.575;188.6
AC-NC-FU;2;24.6;49.2
216BFWAOTSM;25;17.712;442.8
216BFWAOPSM;30;20.582;617.46
VIB-1458;48;0.287;13.776
RN09;2;144.74250336;289.48500672
ECA3015;1;116.4564;116.4564
SP2070P;1;149.2236;149.2236
EVO1206;6;202.663;1215.978
FMWRX301-ALL;2;69.57827428;139.15654856
216EVOWGAFRWB4.9-WO;6;91.84;551.04
216EVOAFRWB4.9-WO;3;91.84;275.52
MMAI-CLA45-14BK;7;177.1692;1240.1844
RN12;1;211.49939708;211.49939708
MMRAD-370Z-09;3;280.071;840.213
MMTS-S2K-00L;4;24.641;98.564
MMFAN-SWITCH;6;20.746;124.476
CTS-IT-105R;25;123;3075
FMDVK04SA-SIL;5;76.53704848;382.6852424
FMDV2A;2;103.78514664;207.57029328
FMDVA45A;5;88.45690796;442.2845398
FMDVST180A;2;118.17608104;236.35216208
FMDV14TSI-POL;1;35.54182088;35.54182088
FMBGFK6;2;24.34150812;48.68301624
FMPCVD1;16;47.3386;757.4176
SES1989TT;4;778.098;3112.392
CTS-HW-031;17;61.5;1045.5
CTS-IT-250;17;171.3718;2913.3206
CTS-IT-220R;20;135.3;2706
CTS-HW-030;9;45.0918;405.8262
CTS-IT-110;24;103.7218;2489.3232
CTS-HW-0090;10;81.1718;811.718
CTS-HW-0151;15;90.1918;1352.877
CTS-IT-270R;24;142.2618;3414.2832
CTS-HW-0099;4;90.1918;360.7672
MMRAD-E46-01;4;274.5606;1098.2424
MMRAD-E36-92;6;138.908;833.448
CTS-IT-500;17;76.6618;1303.2506
MMRAD-GLF-94;12;128.084;1537.008
MMRAD-MK5-08;11;136.653;1503.183
MMRAD-GLF-99;9;136.653;1229.877
MMRAD-B4-90;3;136.653;409.959
MMRAD-BRZ-13;2;131.487;262.974
CTS-IT-280;10;69.7;697
MMRAD-R35-09;4;280.071;1120.284
MMRAD-MIA-99;15;124.476;1867.14
MMRAD-RX8-04;9;145.673;1311.057
MMRAD-CIV-02SI;5;136.653;683.265
MMRAD-INT-94;1;118.6868;118.6868
MMRAD-EVO-01;9;144.32;1298.88
MMRAD-EVO-10;2;148.1576;296.3152
MMAI-350Z-03H;3;95.366;286.098
CTS-CC-MK6TSI;2;266.4918;532.9836
MMTS-S4-00L;2;24.6492;49.2984
MMTS-E90-07;5;32.021;160.105
MMTS-CIV-92L;2;24.805;49.61
MMTS-350Z-03L;6;24.64674;147.88044
MMTS-WRX-01;3;24.805;74.415
MMTS-GTR-09;6;51.414;308.484
MMTS-RX8-04L;5;25.1412;125.706
MMTS-VR6-93L;5;26.158;130.79
MMTS-FIST-14;5;24.6492;123.246
CTS-CC-GOLFR;1;196.7918;196.7918
CTS-CC-MK5FSI;3;213.1918;639.5754
216EVOEOP-RB;11;37.597;413.567
216EVOOT-RB;1;22.55;22.55
216EVOWT-C;2;22.55;45.1
CTS-20T-MK5-DF;5;328;1640
CTS-HS-150;3;12.3;36.9
CTS-IT-285;22;39.3518;865.7396
CTS-HW-003;3;29.5118;88.5354
CTS-SIL-NOISE;3;13.5218;40.5654
CTS-IT-600;3;69.7;209.1
CTS-IT-275;10;90.1918;901.918
CTS-IT-210;10;90.1918;901.918
CTS-HW-0199;11;36.0718;396.7898
MMOC-E46-01;3;364.777;1094.331
FMMK5FMIC-BLA;3;355.7969176;1067.3907528
FMINT32;6;380.24257064;2281.45542384
FMINDST180;3;89.11964836;267.35894508
FMIND05;3;130.21902088;390.65706264
216EVOEGT;14;42.927;600.978
MMOC-MIA-99T;1;192.9624;192.9624
MMOC-EVO-08;2;268.7796;537.5592
MMBCC-N54-06CBE2;5;96.514;482.57
EVO9200;3;167.2718;501.8154
EVO300E;6;174.6272;1047.7632
MMBCC-FIST-14PBE;1;87.8712;87.8712
MMBCC-FOST-13PBE2;2;91.6596;183.3192
MMBCC-MUS4-15PBE;5;93.357;466.785
CTS-IT-020;5;69.7;348.5
MMHOSE-MIA-90HHBK;2;28.5606;57.1212
MMHOSE-MIA-94HHBK;2;31.21822;62.43644
216BFWAWTSM;20;17.712;354.24
216BFWAVOSM;17;16.236;276.012
216BFWGEBOSM;4;24.887;99.548
216BFWGOPSM;4;21.894;87.576
216BFWGOTSM;6;19.065;114.39
MMHOSE-R35-09BK;3;63.591;190.773
FMBGFK3;4;24.0006702;96.0026808
FMDVRMR;1;70.99843228;70.99843228
MMRAD-K20-EG;2;130.4128;260.8256
FMDVCS14A;2;62.47748428;124.95496856
FMBM335DV1-BLA-BLA;5;227.21581228;1136.0790614
CTS-HW-028;3;45.0918;135.2754
JSK-118;1;205.08975064;205.08975064
S-RE/T/1;1;1424.4712;1424.4712
E-BM/T/3;1;1266.0554;1266.0554
CTS-EXH-DP-0007;3;360.7918;1082.3754
FMINTTTS;1;325.60435852;325.60435852
FMINT135F20;1;371.30504296;371.30504296
FMINTR56-ALL;1;314.92477036;314.92477036
FMINTMF56;1;261.77299028;261.77299028
MMFS-S2K-00;2;85.3128;170.6256
MMFS-INT-94;2;97.416;194.832
MMFS-MIA-90;3;104.9026;314.7078
MMFS-MIA-99;8;97.416;779.328
MMFS-RX8-04;7;97.416;681.912
PF04;50;107.42;5371
SES1987TT;7;779.4756;5456.3292
Evo1102;9;354.7976;3193.1784
SES9001TT;2;550.589;1101.178
10.127.100K;41;153.3154;6285.9314
MMEXH-WRX-15;1;499.872;499.872
MMRAD-FIST-14K;2;280.071;560.142
MMRAD-FOST-13;3;263.384;790.152
CTS-IT-190;3;123;369
MMBCC-RS-16PBE2;1;99.4414;99.4414
AC-200-OSA;18;13.817;248.706
MMTS-GTI-99;16;26.158;418.528
CTS-HW-262;15;103.7218;1555.827
CTS-HW-118;2;22.1318;44.2636
TTE80;1;54.571;54.571
EVO1801;2;164.9758;329.9516
SES1230TT;3;614.016;1842.048
EVO2001;2;167.2718;334.5436
FMMD2;5;55.622855;278.114275
MMFS-CIV-92;8;72.611;580.888
MMFS-S14-95SR;6;97.416;584.496
MMFS-EVO-01;4;96.9076;387.6304
MMFS-B4-90;7;96.9076;678.3532
MMFS-BRZ-13P;3;145.222;435.666
MMFS-240-89KA;8;97.416;779.328
FMCCRADS53T;1;463.91828;463.91828
MMFS-350Z-03;11;112.75;1240.25
MMFS-EVO-10;3;96.9076;290.7228
FMBGFK4;2;21.54853072;43.09706144
FMMD3;1;71.75584988;71.75584988
VWR12G6GT;6;154.45638408;926.73830448
VWR12G7R600ITINLET;75;65.1379136;4885.34352
MMOP-TPS;18;28.413;511.434
VWR12G5GT;9;216.48888552;1948.39996968
005001005;1;398.6266;398.6266
VWR12L0CR;1;235.10242304;235.10242304
VWR12G60R;10;228.90106644;2289.0106644
FMSCPS53T;4;101.36141032;405.44564128
FMDVV4010-POL;2;61.02892312;122.05784624
VWR160001;100;55.83114484;5583.114484
VWR31G60R;2;113.0445768;226.0891536
VWR31G7GT;16;122.12412028;1953.98592448
VWR31G70R;9;122.12412028;1099.11708252
VWR31S000;4;113.0445768;452.1783072
VWR19G701;14;31.01625072;434.22751008
VWR19G702;17;37.21760732;632.69932444
VWR12P0GT;3;166.24369548;498.73108644
VWR1230S3;6;241.30377964;1447.82267784
11002BK;400;1.9762;790.48
MMGP-RS-16BK;3;39.7044;119.1132
VWR11G502;2;31.01625072;62.03250144
VWR11G503;2;31.01625072;62.03250144
VWR11P1GT;2;47.04510068;94.09020136
VWR11P0GT;3;53.55889204;160.67667612
VWR11G501;3;31.01625072;93.04875216
VWR11G701;3;37.21760732;111.65282196
VWR1140S4;2;57.17556108;114.35112216
VWR12PRWRC;2;395.45719668;790.91439336
VWR12G6K03;1;216.48888552;216.48888552
FMBGFK7;2;19.67392216;39.34784432
VWR69G7KIT;10;68.23385804;682.3385804
VWR15G503;4;123.28864984;493.15459936
MMTS-240-89KA;2;24.6492;49.2984
748354027150;2;89.6506;179.3012
MMSK-TUE-16;2;27.388;54.776
MMSK-RKST;1;34.2022;34.2022
MMSK-PGR-BK;3;39.3354;118.0062
MMSK-FSB;2;27.06;54.12
MMSK-CF;3;28.413;85.239
216EVOBO;1;29.602;29.602
216BFWABOSM;25;13.366;334.15
216BFWAFPSM;5;22.55;112.75
VWR13G700;37;303.9611506;11246.5625722
VWR13G700RFK;41;31.01625072;1271.66627952
MMGRT-215;6;14.8994;89.3964
MMGRT-235;5;38.786;193.93
FMINTMK7-BLA;1;341.074613;341.074613
TTE780;1;2555.981;2555.981
CTS-EXH-CB-0007.0;3;393.5918;1180.7754
CTS-EXH-CB-0002;3;368.9918;1106.9754
CTS-EXH-CB-0020-2;4;491.9918;1967.9672
CTS-EXH-CB-0008;2;442.7918;885.5836
AC-200-HS;27;7.79;210.33
CTS-EXH-CB-0001;2;344.3918;688.7836
CTS-EXH-CB-0003;1;479.6918;479.6918
CTS-EXH-CB-0015;2;688.7918;1377.5836
CTS-EXH-CB-0017;2;270.5918;541.1836
CTS-EXH-CB-0016;1;338.2418;338.2418
AC-200-FD;15;11.89;178.35
FMCCRAD7;2;627.19857912;1254.39715824
FMTUBL1;1;36.47912516;36.47912516
FMRMCLMP;3;14.47614388;43.42843164
FMSBCVXR;3;21.14141876;63.42425628
