FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202501;513881387;SP-731;32081090;NL;NL;10;EXW;11;3;;0,5;24;256;;
INTRA-CH;202501;513881387;SP-738;32081090;NL;NL;10;EXW;11;3;;0,5;6;64;;
INTRA-CH;202501;513881387;SP-204;32081090;NL;NL;10;EXW;11;3;;0,5;24;326;;
INTRA-CH;202501;513881387;SP-102;32081090;NL;NL;10;EXW;11;3;;0,5;12;156;;
INTRA-CH;202501;513881387;E90-15-004-05-22;87088020;DE;DE;10;EXW;11;3;;25,3;1;583;;
INTRA-CH;202501;513881387;E90-81-010-02-22;87088020;DE;DE;10;EXW;11;3;;22,2;1;514;;
INTRA-CH;202501;513881387;E90-81-003-03-22;87088020;DE;DE;10;EXW;11;3;;25,8;1;573;;
INTRA-CH;202501;513881387;E90-70-018-02-22;87088020;DE;DE;10;EXW;11;3;;26,8;1;568;;
INTRA-CH;202501;513881387;E90-55-007-01-22;87088020;DE;DE;10;EXW;11;3;;22,7;1;540;;
INTRA-CH;202501;513881387;E90-55-010-01-22;87088020;DE;DE;10;EXW;11;3;;19,5;1;558;;
INTRA-CH;202501;513881387;E90-55-019-03-22;87088020;DE;DE;10;EXW;11;3;;18,5;1;603;;
INTRA-CH;202501;513881387;E95-81-009-04-22;87088020;DE;DE;10;EXW;11;3;;27,2;1;557;;
INTRA-CH;202501;513881387;R7438-9;85111000;DE;DE;10;EXW;11;3;;0,1;37;1125;;
INTRA-CH;202501;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;40;771;;
INTRA-CH;202501;513881387;R7438-9;85111000;DE;DE;10;EXW;11;3;;0,1;80;2434;;
INTRA-CH;202501;513881387;ILTR6A-8G;87089997;DE;DE;10;EXW;11;3;;0,1;12;125;;
INTRA-CH;202501;513881387;ILZKR8C8G;85111000;DE;DE;10;EXW;11;3;;0,1;16;125;;
INTRA-CH;202501;513881387;279948;87082910;NL;NL;10;EXW;11;3;;4,1;1;661;;
INTRA-CH;202501;513881387;044DW21143;84099100;NL;NL;10;EXW;11;3;;3,6;1;323;;
INTRA-CH;202501;513881387;P-X277;87089235;SI;SI;10;EXW;11;3;;1;1;225;;
INTRA-CH;202501;513881387;DP-MINR56/57;87089235;SI;SI;10;EXW;11;3;;3;1;794;;
INTRA-CH;202501;513881387;20BM36507;87083091;NL;NL;10;EXW;11;3;;40,5;1;1269;;
INTRA-CH;202501;513881387;"60 OP 11";87083091;NL;NL;10;EXW;11;3;;20,5;1;250;;
INTRA-CH;202501;513881387;20AU33002X-RD;87089997;NL;NL;10;EXW;11;3;;30;2;1568;;
INTRA-CH;202501;513881387;20FI33001X-Y;87089997;NL;NL;10;EXW;11;3;;30;1;734;;
INTRA-CH;202501;513881387;"70 VS 13";87083091;NL;NL;10;EXW;11;3;;21;1;250;;
INTRA-CH;202501;513881387;20VW33006X-BL;87089997;NL;NL;10;EXW;11;3;;26,7;1;784;;
INTRA-CH;202501;513881387;35SU35;87083091;NL;NL;10;EXW;11;3;;8;1;68;;
INTRA-CH;202501;513881387;"70 OP 11";87083091;NL;NL;10;EXW;11;3;;20,5;1;250;;
INTRA-CH;202501;513881387;TP-CT/47/RS;87089235;SI;SI;10;EXW;11;3;;2,9;1;1173;;
INTRA-CH;202501;513881387;MTP-VW/T/4H;87089235;SI;SI;10;EXW;11;3;;13,8;1;1570;;
INTRA-CH;202501;513881387;E-TY/SS/4;87089235;SI;SI;10;EXW;11;3;;8,7;2;763;;
INTRA-CH;202501;513881387;S-TY/T/3;87089235;SI;SI;10;EXW;11;3;;13;1;2004;;
INTRA-CH;202501;513881387;S-TY/T/3;87089235;SI;SI;10;EXW;11;3;;13;1;2004;;
INTRA-CH;202501;513881387;284780;87082910;NL;NL;10;EXW;11;3;;2,5;2;859;;
INTRA-CH;202501;513881387;044DW21143;84099100;NL;NL;10;EXW;11;3;;3,6;2;646;;
INTRA-CH;202501;513881387;JE-371718;87082910;NL;NL;10;EXW;11;3;;3,8;1;675;;
INTRA-CH;202501;513881387;R-FIA-003-I;84099100;NL;NL;10;EXW;11;3;;2,5;1;312;;
INTRA-CH;202501;513881387;JE-315367;87082910;NL;NL;10;EXW;11;3;;1,6;3;1347;;
INTRA-CH;202501;513881387;353849;87082910;NL;NL;10;EXW;11;3;;2,5;5;2149;;
INTRA-CH;202501;513881387;TTE500+;84099100;DE;DE;10;EXW;11;3;;15;1;1461;;
INTRA-CH;202501;513881387;"TTE350 1.8T";84099100;DE;DE;10;EXW;11;3;;15,5;1;1028;;
INTRA-CH;202501;513881387;"TTE340 1.8T";84099100;DE;DE;10;EXW;11;3;;9,3;1;713;;
INTRA-CH;202501;513881387;IKR9J8;85111000;DE;DE;10;EXW;11;3;;0,4;60;519;;
INTRA-CH;202501;513881387;IKR9J8;85111000;DE;DE;10;EXW;11;3;;0,4;40;346;;
INTRA-CH;202501;513881387;R7437-8;85111000;DE;DE;10;EXW;11;3;;0,1;32;988;;
INTRA-CH;202501;513881387;BKR8EIX;85111000;DE;DE;10;EXW;11;3;;0,1;114;914;;
INTRA-CH;202501;513881387;BKR8EIX;85111000;DE;DE;10;EXW;11;3;;0,1;6;48;;
INTRA-CH;202501;513881387;BKR7EIX;85111000;DE;DE;10;EXW;11;3;;0,1;17;131;;
INTRA-CH;202501;513881387;BKR8EIX;85111000;DE;DE;10;EXW;11;3;;0,1;156;1251;;
INTRA-CH;202501;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;68;2182;;
INTRA-CH;202501;513881387;ILZTR6A8G;85111000;DE;DE;10;EXW;11;3;;0,1;40;253;;
INTRA-CH;202501;513881387;SILFER8C7ES;85111000;DE;DE;10;EXW;11;3;;0,1;100;869;;
INTRA-CH;202501;513881387;SILFER8C7ES;85111000;DE;DE;10;EXW;11;3;;0,1;194;1685;;
INTRA-CH;202501;513881387;ILTR6A-8G;87089997;DE;DE;10;EXW;11;3;;0,1;16;166;;
INTRA-CH;202501;513881387;ILFR7H;85111000;DE;DE;10;EXW;11;3;;0,2;56;578;;
INTRA-CH;202501;513881387;ILFR6B;85111000;DE;DE;10;EXW;11;3;;0,1;70;501;;
INTRA-CH;202501;513881387;PFR8S8EG;85111000;DE;DE;10;EXW;11;3;;0,2;46;402;;
INTRA-CH;202501;513881387;ILZKAR7A10;85111000;DE;DE;10;EXW;11;3;;0,1;40;283;;
