REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
ATINTFO26;2;295.93093898;591.86187796
ATINTFO12;2;225.833945;451.66789
ATINTFO44;1;289.50514838;289.50514838
ATINTFO22;1;246.48028958;246.48028958
ATINTREN5;3;293.50962658;880.52887974
ATINTREN3;1;311.38077464;311.38077464
ATINTREN1;2;237.68906302;475.37812604
ATINTVAG7;1;371.28031832;371.28031832
EVE-C7RS6-CF-INT;3;1101.096;3303.288
VWR12G7CUP;2;185.49115532;370.98231064
001422.999502;11;359.037;3949.407
613182.654150;29;37.1952;1078.6608
002352.999505;1;376.6014;376.6014
FMBGFK12;2;24.0734329;48.1468658
001394.999502;9;359.037;3231.333
CTS-EXH-DP-0001-FSI;3;164;492
CTS-TM-MK56-60D;6;49.2;295.2
CTS-IT-180;1;135.2918;135.2918
CTS-DB-MK4-60D;9;18.0318;162.2862
CTS-EM-MK456-4-60D;7;49.2;344.4
GTHSB-5;316;1.107;349.812
AC-200-PCVD;70;9.84;688.8
EVE-E9X-CF-INT;5;407.3678;2036.839
EVE-B58-CF-INT;8;609.096;4872.768
AC-180-CPA;28;12.3;344.4
420103485B;210;5.74;1205.4
ASAF;4;0.2542;1.0168
CTS-AF-275;10;19.6718;196.718
ESR912;3;107.5512;322.6536
MMICP-RS-16HWBK;6;143.418;860.508
883089.000038;1;882.8694;882.8694
FMINDK20;3;100.88491242;302.65473726
VWR12P1GT;12;182.4365766;2189.2389192
001939.001707;1;323.3916;323.3916
MMBCC-N55-11CBE;7;102.1228;714.8596
MMTS-MIA-99;2;26.158;52.316
MMTS-MIA-90L;4;26.158;104.632
001394.999505;3;382.8006;1148.4018
002352.999502;2;353.3544;706.7088
001394.999998;1;359.037;359.037
001394.001735;3;365.2362;1095.7086
999760.999985;1;328.041;328.041
001394.999529;1;351.8046;351.8046
001243.999978;1;351.288;351.288
001243.999533;1;388.4832;388.4832
000827.999980;1;381.7674;381.7674
001422.999505;2;382.8006;765.6012
EVE-S1-CF-INT;7;299.628;2097.396
FMMK7DP-BLA;2;125.71267726;251.42535452
AC-200-PCVCC;45;9.84;442.8
FMINT11;2;640.2974387;1280.5948774
10.127.203T;26;6.5272;169.7072
210001074;1;177.0216;177.0216
CTS-EXH-DP-0014;4;221.3918;885.5672
FMSCPS53TIK;1;89.97038114;89.97038114
EVE-8VRS3-CF-LHD-INT;3;810.3158;2430.9474
CTS-EXH-TP-0009;3;270.5918;811.7754
AC-RX8-RU;5;23.78;118.9
AC-GR-FU;8;24.6;196.8
ATMSFO71;2;70.69300934;141.38601868
883089.000034;1;739.2546;739.2546
ATINTMB02;1;246.48028958;246.48028958
883089.000071;1;726.3396;726.3396
PF05;22;117.26;2579.72
883089.000035;3;755.7858;2267.3574
043151.271937;4;30.996;123.984
CTS-EM-MK45-6-60D;2;49.2;98.4
CTS-TM-MK4-60D;6;49.2;295.2
AC-RX8-FU;4;23.78;95.12
ATINTVAG19;1;401.55603606;401.55603606
EVE-FK8-CF-INT;11;678.96;7468.56
FMDV13A-POL;1;101.99312848;101.99312848
FMTUBL2;5;41.57207136;207.8603568
FMCT4;1;155.58794718;155.58794718
FMTIA1;3;79.78224358;239.34673074
FMDV13R-POL;1;82.62262928;82.62262928
216BFWGFPSM;6;23.903;143.418
PSHUDOBDII-2;3;41;123
999789.999508;1;363.1698;363.1698
001267.001683;1;359.037;359.037
CTS-EXH-DP-0017;3;270.5918;811.7754
CTS-EXH-DP-0015;1;245.9918;245.9918
CTS-EXH-DP-0003;2;270.5918;541.1836
FMDVF500A-SILVER;2;106.15592326;212.31184652
EVE-E9X-CF-ARB;2;280.932;561.864
VWR1130RS;4;33.56311496;134.25245984
VWR1141S4;1;61.01707248;61.01707248
VWR30G700;3;241.0137112;723.0411336
EVE-F8xM-PF;14;56.088;785.232
MMTS-TC-05L;4;24.6492;98.5968
MMBCC-370Z-09PBE;2;186.4106;372.8212
MMBCC-350Z-03PBE;2;140.3266;280.6532
MMICP-FOST-13CBK;2;52.2504;104.5008
MMAI-CTR-17;3;214.7334;644.2002
CTS-EM-MQB-60D;1;49.2;49.2
VWR814100;1;198.30548556;198.30548556
001423.000685;2;351.288;702.576
3182654196;3;101.7374;305.2122
06F103483E;19;0.656;12.464
AC-200K04-OT;73;41;2993
CTS-IT-255R-2;12;155.7918;1869.5016
CTS-EXH-TP-0008;11;67.6418;744.0598
CTS-HW-0243;1;39.3518;39.3518
CTS-HW-0242;7;31.5618;220.9326
CTS-HW-0248;3;39.3518;118.0554
CTS-EXH-DP-0010;2;248.0418;496.0836
AC-180-DP;20;61.5;1230
AC-N54-DP;21;90.2;1894.2
P3ABS;2;38.048;76.096
AC-200-DP;24;61.5;1476
VWR18G700;17;268.47698146;4564.10868482
FMCCRAD8;1;377.92961468;377.92961468
FMCCRAD9;1;504.45250032;504.45250032
FMHFIP1;2;135.8263129;271.6526258
1K0253144BD;24;4.018;96.432
CTS-HW-257;10;49.1918;491.918
VWR3130RS;8;120.12503326;961.00026608
VWR3141S4;2;120.12503326;240.25006652
SVAGX005;2;335.6301;671.2602
SHDX014;1;306.7743;306.7743
SAUX045;1;370.3612;370.3612
SAUX074;2;301.432;602.864
SVWX036;2;316.5036;633.0072
SAUX075;1;282.4162;282.4162
KTA253;9;200.26116096;1802.35044864
SFDX073;2;243.2694;486.5388
SFDX066;2;233.2162;466.4324
SFDX071;3;243.3924;730.1772
SFDX082;3;263.7612;791.2836
SFDX087;2;357.9915;715.983
SVWX020;1;282.408;282.408
SVWX039;1;570.679;570.679
SRNX023;2;163.4014;326.8028
SRNPX027;1;301.4812;301.4812
EVE-B9S5-CF-INT;1;678.96;678.96
ILFR7H;69;8.692;599.748
IZKR7B;56;6.3304;354.5024
FMTUBL4;6;75.65669976;453.94019856
SVWX051;1;342.6288;342.6288
SFTC006;7;117.916;825.412
SAUC079;6;332.6494;1995.8964
SAUC045;4;235.2416;940.9664
883089.000060;2;750.6198;1501.2396
SVWC052;2;136.0954;272.1908
U5014;262;16.0884;4215.1608
SVAGC005;7;166.4518;1165.1626
SAUC040;2;183.8604;367.7208
SAUC075;2;175.111;350.222
SAUC074;3;175.1602;525.4806
SBMC066;2;115.2346;230.4692
SBMC067;6;115.2346;691.4076
SBMC068;3;145.837;437.511
SBMC075;2;199.096;398.192
SFDC073;6;91.6719;550.0314
SFDP066;4;126.1816;504.7264
SFDC071;1;145.837;145.837
SFDC082;3;101.9178;305.7534
SFDC087;2;192.0604;384.1208
SHDC014;1;162.1222;162.1222
SMBP003;1;97.5554;97.5554
SMBC003;1;292.166;292.166
SMNC011;14;87.0184;1218.2576
883089.000047;1;782.1324;782.1324
883089.000046;3;750.6198;2251.8594
SRNPC027;2;173.6186;347.2372
SRNC022;4;89.6219;358.4876
SVWC042;8;166.4518;1331.6144
SVXC062;3;140.8432;422.5296
SVWX043;2;332.3624;664.7248
034-108-3008;1;51.66;51.66
BKR8EIX;588;6.7568;3972.9984
034-1ZZ-0001;1;134.316;134.316
SVWC039;1;287.7708;287.7708
FMTUBL5;4;52.23515866;208.94063464
FMINT12;1;400.913457;400.913457
CTS-HW-308;4;73.7918;295.1672
CTS-TM-AUDI2-50D;6;34.85;209.1
CTS-EM-B8-50D;6;82;492
CTS-EM-B567-50D;5;38.95;194.75
CTS-HW-0225;16;18.0318;288.5088
FMCT3;4;181.58911726;726.35646904
883089.000135A;3;750.6198;2251.8594
883089.000126;1;750.6198;750.6198
SRNC026;2;81.4342;162.8684
034-108-1005;4;351.78;1407.12
034-108-1011;4;198.03;792.12
SVWC043;5;178.7354;893.677
R7437-8;134;26.0268;3487.5912
R7437-9;415;27.0272;11216.288
KTA252;5;250.44751682;1252.2375841
CTS-AF-270;5;20.4918;102.459
KDT952;6;16.05516376;96.33098256
JSK-122-BK-TI;2;207.3015924;414.6031848
SBMB050;3;360.3162;1080.9486
WSK-NIS002;3;89.402304;268.206912
BBF38Z;2;80.68557936;161.37115872
BBF15Z;2;90.78058952;181.56117904
BHF78Z;1;82.883386;82.883386
BHF97Z;3;84.75524674;254.26574022
BMF49Z;5;80.68557936;403.4278968
BMF54Z;5;86.21734692;431.0867346
BMF67Z;1;99.90707472;99.90707472
BMF65Z;1;91.23691378;91.23691378
BMF63Z;3;81.66341706;244.99025118
BNF33Z;3;95.34383212;286.03149636
BSF39Z;4;72.57418282;290.29673128
BNF40Z;1;168.33708824;168.33708824
BSF45XZ;3;88.80628864;266.41886592
BWF22Z;8;88.80628864;710.45030912
SAU077;1;496.7314;496.7314
BMF58X;2;111.77150548;223.54301096
BMF48;2;81.66341706;163.32683412
SVWC051;3;214.5858;643.7574
BBR38Z;2;86.21734692;172.43469384
SBMR050;1;255.0282;255.0282
883089.000127;2;782.1324;1564.2648
BHR97Z;2;70.76751126;141.53502252
BMR65XXZ;1;99.34831032;99.34831032
BMR12Z;5;72.58349556;362.9174778
PLFR5A;12;6.4534;77.4408
SBMC050;2;153.135;306.27
BMR81Z;3;72.53693186;217.61079558
BMR77Z;4;68.52314092;274.09256368
BMR94Z;2;118.15073238;236.30146476
BMR92Z;1;80.68557936;80.68557936
BMR96Z;1;90.78058952;90.78058952
BNR30Z;6;86.21734692;517.30408152
SAUC030;4;89.6342;358.5368
BNR37Z;1;80.68557936;80.68557936
BNR36XZ;1;90.78058952;90.78058952
BSR53Z;3;72.58349556;217.75048668
BSR49XZ;4;80.68557936;322.74231744
BWR25XZ;7;88.80628864;621.64402048
SFD073;2;255.5612;511.1224
BKR7EIX;618;6.3796;3942.5928
ATINTMAZ05;2;246.48960232;492.97920464
ATINTFO20;3;187.16744852;561.50234556
ATMSFO25;1;304.92704582;304.92704582
KBR39;2;58.84720406;117.69440812
034-101-3066;6;17.589;105.534
KTA255;7;171.06572106;1197.46004742
KLC167A;16;57.03121976;912.49951616
KLC173;1;50.67993108;50.67993108
KLC142;2;50.68924382;101.37848764
KLC204;5;52.55179182;262.7589591
KLC217;6;50.68924382;304.13546292
KLC205;5;50.41917436;252.0958718
KLC102;4;50.68924382;202.75697528
KLC110;4;57.02190702;228.08762808
KLC140-335;4;57.03121976;228.12487904
KLC106;4;57.03121976;228.12487904
KLC172;2;50.68924382;101.37848764
KLC202;7;57.03121976;399.21853832
KLC182;4;50.68924382;202.75697528
KLC139;8;52.30966058;418.47728464
KLC144;22;46.07012478;1013.54274516
KLC141;20;57.03121976;1140.6243952
KLC163;4;57.03121976;228.12487904
KLC150;2;46.5637;93.1274
SBMB062;2;371.1566;742.3132
KTA107;1;96.91768518;96.91768518
KCA395;5;86.21734692;431.0867346
KCA313;8;86.21734692;689.73877536
SRNS026;1;243.3842;243.3842
SBM011;1;231.2974;231.2974
BNR20XZ;5;76.63453746;383.1726873
BWF19XZ;10;90.78058952;907.8058952
BWR20XZ;9;90.78058952;817.02530568
W13204;7;8.02758188;56.19307316
W13203;3;6.69586006;20.08758018
KDT925;4;23.58917042;94.35668168
KDT924;3;40.14722214;120.44166642
KBR38;3;27.73333972;83.20001916
FMCCRAD6;2;369.61333786;739.22667572
SFDC066;6;75.9525;455.715
SAUC054;4;117.2846;469.1384
SAUP044;3;194.627;583.881
KLC198;6;50.68924382;304.13546292
KLC140-295;3;57.03121976;171.09365928
KTA216A;1;136.40370278;136.40370278
SVXC060;1;97.5472;97.5472
SVXC059;2;107.5512;215.1024
BHR67Z;3;86.21734692;258.65204076
BFF96Z;3;90.78058952;272.34176856
BFR78Z;3;90.78058952;272.34176856
CTS-HW-216-AWD;3;39.3518;118.0554
CTS-HW-216-FWD;2;39.3518;78.7036
MMTS-EVO-10L;3;24.1654;72.4962
TP-CS/1;1;449.319;449.319
M-FI/SS/1H/1;1;589.5226;589.5226
IKR9J8;48;7.1668;344.0064
AC-200-DVBO;45;2.05;92.25
SRNC023;3;38.417;115.251
BHF96Z;2;79.07447534;158.14895068
BHR96;3;109.08012362;327.24037086
BNF42Z;4;80.68557936;322.74231744
BNF19Z;2;82.36187256;164.72374512
BNR11XXZ;2;80.68557936;161.37115872
BBF43;3;64.47209902;193.41629706
BBR44;3;86.21734692;258.65204076
BFR80;4;98.08177768;392.32711072
BHR75Z;3;99.90707472;299.72122416
BHR84Z;2;86.21734692;172.43469384
BSF33Z;2;72.58349556;145.16699112
BSR37Z;2;72.58349556;145.16699112
BSR20XZ;4;80.68557936;322.74231744
BAF13;5;72.58349556;362.9174778
BWR22XZ;6;80.68557936;484.11347616
KLC154;6;52.30966058;313.85796348
KLC26;4;42.838604;171.354416
KLC30;1;46.62888918;46.62888918
EVE-M2C-CF-INT;5;974.16;4870.8
SAUC036;1;104.5254;104.5254
MMEXH-MUS8-15XP;17;134.398;2284.766
MMFS-E36-92P;8;127.182;1017.456
L3P3AB9X;2;185.0084;370.0168
L3P3VPO5;3;185.0084;555.0252
U3P3ZC63;4;185.0084;740.0336
KCA472;13;90.78058952;1180.14766376
HP-180;3;86.50604186;259.51812558
EVE-F9XM5M8-CF-INT;4;1030.74;4122.96
AC-MQB-IC;49;150.88;7393.12
BWF20XZ;3;90.78058952;272.34176856
BWR21XZ;4;90.78058952;363.12235808
VWR150000;16;50.83824766;813.41196256
VWR120000;40;20.36696238;814.6784952
SMBC004;2;198.399;396.798
WSK-VWN005;2;72.53693186;145.07386372
BFR68Z;1;97.98865028;97.98865028
BMF55Z;1;82.36187256;82.36187256
KLC174;2;57.03121976;114.06243952
KLC179;4;58.84720406;235.38881624
WSK-VWN006;3;64.47209902;193.41629706
WSK-FRD010;2;60.82150494;121.64300988
WSK-SUB006;2;66.14839222;132.29678444
EVE-FK2V2-CF-LHD-INT;6;594.828;3568.968
EVE-N55-PF;6;39.852;239.112
EVE-E46-PF;3;26.568;79.704
216EVOEFP-RB;5;38.458;192.29
216EVOVO-RB;6;21.853;131.118
BHR36XZ;1;90.78058952;90.78058952
MMEXH-MUS8-15HP;11;130.79;1438.69
VWR12P1GTIS38;2;129.0745764;258.1491528
034-108-1015;4;477.035;1908.14
034-108-1014;1;501.02;501.02
034-108-1020;1;369.369;369.369
