REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
AC-E46-FU;4;95;380
AC-S2K-FU;3;30;90
FMBGFK2;2;34.3275;68.655
RD3025;5;220.11;1100.55
SP1105BLK;4;200.05;800.2
SP1128WB;4;226.98;907.92
FMDV14T-POL;1;44.8385;44.8385
SP6063BLK;1;172.62;172.62
FMDVK04D;5;89.6885;448.4425
FMDVATSI-POL;1;155.503;155.503
FMDV004-POL;5;67.2635;336.3175
FMINTLFS-LS-BLA;1;407.376;407.376
216BFWAOTSM;11;21.6;237.6
216BFWAOPSM;16;25.1;401.6
VIB-1458;36;0.35;12.6
RN09;2;175.812;351.624
ECA3015;1;142.02;142.02
SP2070P;1;181.98;181.98
EVO1206;6;247.15;1482.9
FMWRX301-ALL;2;115.621;231.242
216EVOWGAFRWB4.9-WO;5;112;560
216EVOAFRWB4.9-WO;1;112;112
MMAI-CLA45-14BK;15;265.1;3976.5
MMRAD-350Z-07;2;185.9;371.8
MMRAD-370Z-09;2;341.55;683.1
MMTS-S2K-00L;2;31.9;63.8
MMFAN-SWITCH;4;25.3;101.2
CTS-IT-105R;8;150;1200
FMDVK04SA-SIL;8;102.7295;821.836
FMDV2A;2;126.063;252.126
FMDVA45A;2;116.3915;232.783
FMDVST180A;2;143.543;287.086
FMDV14TSI-POL;3;47.702;143.106
FMBGFK6;2;29.5665;59.133
FMPCVD1;9;62.284;560.556
SES1989TT;4;948.9;3795.6
CTS-HW-031;8;75;600
CTS-IT-250;2;208.99;417.98
CTS-IT-220R;18;165;2970
CTS-HW-030;9;54.99;494.91
CTS-IT-110;11;126.49;1391.39
CTS-HW-0090;6;98.99;593.94
CTS-HW-0151;4;109.99;439.96
CTS-IT-270R;10;173.49;1734.9
CTS-HW-0099;4;109.99;439.96
FMINTMRS;1;504.827;504.827
MMRAD-E46-01;3;334.83;1004.49
MMRAD-E36-92;5;169.4;847
MMRAD-MUS4-15;2;316.8;633.6
MMRAD-GLF-94;10;156.2;1562
MMRAD-MK5-08;7;166.65;1166.55
MMRAD-GLF-99;19;166.65;3166.35
MMRAD-B4-90;7;166.65;1166.55
CTS-IT-280;5;85;425
MMRAD-R35-09;3;341.55;1024.65
MMRAD-MIA-99;18;151.8;2732.4
MMRAD-RX8-04;10;177.65;1776.5
MMRAD-240-89KA;5;156.2;781
MMRAD-CIV-02SI;2;166.65;333.3
MMRAD-INT-94;1;156.2;156.2
MMRAD-EVO-01;7;176;1232
MMRAD-EVO-10;3;166.65;499.95
MMAI-350Z-03H;11;130.35;1433.85
CTS-CC-MK6TSI;3;324.99;974.97
MMTS-S4-00L;6;31.9;191.4
MMTS-E90-07;26;39.05;1015.3
MMTS-350Z-03L;4;30.66;122.64
MMTS-350Z-07;5;41.25;206.25
MMTS-WRX-01;4;30.25;121
MMTS-GTR-09;5;62.7;313.5
MMTS-BRZ-13;2;31.9;63.8
MMTS-RX8-04L;4;30.66;122.64
MMTS-VR6-93L;7;31.9;223.3
MMTS-EVO-01;5;31.9;159.5
MMTS-FIST-14;2;31.9;63.8
CTS-CC-GOLFR;7;239.99;1679.93
CTS-CC-MK5FSI;2;259.99;519.98
216EVOEOP-RB;10;45.85;458.5
CTS-20T-MK5-DF;4;400;1600
CTS-IT-285;11;47.99;527.89
CTS-HW-003;2;35.99;71.98
CTS-IT-600;7;85;595
CTS-IT-275;4;109.99;439.96
CTS-IT-210;5;109.99;549.95
"CTS-HW-036 ARP";19;93.99;1785.81
CTS-HW-0199;15;43.99;659.85
MMOC-E46-01;3;444.85;1334.55
FMMK5FMIC-BLA;9;468.1765;4213.5885
FMINT32;11;500.342;5503.762
FMINDST180;3;108.2495;324.7485
FMIND05;3;158.171;474.513
216EVOEGT;14;52.35;732.9
MMOC-MIA-99T;1;235.32;235.32
MMOC-EVO-08;2;327.78;655.56
MMBCC-N54-06CBE2;6;117.7;706.2
EVO9200;2;203.99;407.98
EVO300E;4;212.96;851.84
MMBCC-FIST-14PBE;2;126.5;253
MMBCC-FOST-13PBE2;1;118.8;118.8
MMBCC-MUS4-15PBE;1;113.85;113.85
MMBCC-BRZ-13PBE;5;126.5;632.5
CTS-IT-020;2;85;170
MMHOSE-MIA-90HHBK;2;34.83;69.66
MMHOSE-MIA-94HHBK;2;38.071;76.142
216BFWAWTSM;11;21.6;237.6
216BFWAVOSM;15;19.8;297
216BFWGEBOSM;3;30.35;91.05
216BFWGOPSM;3;26.7;80.1
216BFWGOTSM;3;23.25;69.75
MMHOSE-R35-09BK;3;77.55;232.65
FMBGFK3;4;29.1525;116.61
MMRAD-K20-EK;2;195.8;391.6
MMRAD-K20-EG;1;159.04;159.04
FMDVCS14A;3;82.2135;246.6405
FMBM335DV1-BLA-BLA;11;298.9885;3288.8735
CTS-HW-028;2;54.99;109.98
CTS-HW-049;6;17.99;107.94
S-RE/T/1;1;1737.16;1737.16
CTS-EXH-DP-0007;2;439.99;879.98
FMINTTTS;1;395.4965;395.4965
FMINT135F20;1;451.007;451.007
FMINTR56-ALL;1;382.5245;382.5245
FMINTMF56;2;344.4595;688.919
MMFS-S2K-00;1;118.8;118.8
MMFS-INT-94;1;118.8;118.8
MMFS-MIA-90;2;127.93;255.86
MMFS-MIA-99;7;118.8;831.6
MMFS-RX8-04;3;118.8;356.4
PF04;11;131;1441
CTS-EXH-DP-0008;2;165;330
SES1987TT;7;950.58;6654.06
Evo1102;8;432.68;3461.44
SES9001TT;2;671.45;1342.9
10.127.100K;38;186.97;7104.86
MMRAD-FIST-14K;1;341.55;341.55
MMRAD-FOST-13;6;321.2;1927.2
CTS-IT-190;2;150;300
CTS-HW-0133;4;87.99;351.96
MMBCC-RS-16PBE2;2;139.15;278.3
AC-200-OSA;9;16.85;151.65
MMTS-GTI-99;17;31.9;542.3
CTS-HW-262;15;126.49;1897.35
CTS-HW-118;2;26.99;53.98
TTE80;1;66.55;66.55
FMMD1;5;74.7385;373.6925
CTS-HW-205-4;3;47.99;143.97
EVO1801;1;201.19;201.19
SES1230TT;3;748.8;2246.4
FMMD2;7;73.1975;512.3825
MMFS-CIV-92;6;88.55;531.3
MMFS-WRX-01P;5;144.1;720.5
MMFS-S14-95SR;6;118.8;712.8
MMFS-EVO-01;4;118.18;472.72
MMFS-B4-90;6;118.18;709.08
MMFS-BRZ-13P;2;177.1;354.2
MMFS-240-89KA;6;118.8;712.8
MMEXH-MUS4-15;3;541.97;1625.91
FMCCRADS53T;1;563.5;563.5
MMFS-STI-08P;2;155.1;310.2
MMFS-350Z-03;8;137.5;1100
MMFS-EVO-10;3;118.18;354.54
FMBGFK4;2;26.174;52.348
FMMD3;1;87.1585;87.1585
VWR12G6GT;6;187.611;1125.666
VWR12G7R600ITINLET;110;79.12;8703.2
VWR12G5GT;5;262.959;1314.795
005001005;1;486.13;486.13
VWR12L0CR;2;285.568;571.136
VWR12G60R;5;278.0355;1390.1775
FMDVV4010-POL;2;74.129;148.258
VWR160001;81;67.8155;5493.0555
VWR31G60R;2;137.31;274.62
VWR31G7GT;26;148.3385;3856.801
VWR31G70R;5;148.3385;741.6925
VWR31S000;2;137.31;274.62
VWR19G701;18;37.674;678.132
VWR19G702;25;45.2065;1130.1625
VWR12P0GT;2;201.9285;403.857
VWR1230S3;4;293.1005;1172.402
11002BK;384;2.41;925.44
MMGP-RS-16BK;1;48.42;48.42
VWR11G502;2;37.674;75.348
VWR11G503;1;37.674;37.674
VWR11P1GT;2;57.1435;114.287
VWR11P0GT;2;65.0555;130.111
VWR11G501;4;37.674;150.696
VWR11G701;11;45.2065;497.2715
VWR1140S4;1;69.4485;69.4485
VWR12PRWRC;2;480.3435;960.687
VWR12G6K03;1;262.959;262.959
FMBGFK7;2;23.897;47.794
VWR69G7KIT;10;82.8805;828.805
VWR15G503;4;149.753;599.012
MMTS-240-89KA;5;31.9;159.5
MMSTB-FIST-14TB;2;114.4;228.8
MMSTB-MUS-15;2;109.33;218.66
MMSK-TUE-16;2;33.4;66.8
MMSK-RKST;1;41.71;41.71
MMSK-PGR-BK;3;47.97;143.91
MMSK-FSB;2;33;66
MMSK-CF;5;34.65;173.25
216BFWABOSM;1;16.3;16.3
216BFWAFPSM;4;27.5;110
VWR13G700;23;369.2075;8491.7725
VWR13G700RFK;27;37.674;1017.198
MMGRT-215;2;18.17;36.34
MMGRT-235;3;47.3;141.9
TTE600RS4;1;2563.83;2563.83
CTS-EXH-CB-0007.0;5;479.99;2399.95
CTS-EXH-CB-0002;1;449.99;449.99
CTS-EXH-CB-0020-2;3;599.99;1799.97
CTS-EXH-CB-0008;2;539.99;1079.98
CTS-EXH-CB-0001;2;419.99;839.98
CTS-EXH-CB-0003;1;584.99;584.99
CTS-EXH-CB-0015;1;839.99;839.99
CTS-EXH-CB-0017;1;329.99;329.99
CTS-EXH-CB-0016;1;412.49;412.49
FMCCRAD7;2;761.829;1523.658
FMINT7;4;399.119;1596.476
FMTUBL1;4;48.001;192.004
FMRMCLMP;3;19.044;57.132
FMSBCVXR;3;27.8185;83.4555
FMBGFK11;4;29.5665;118.266
FMWBSCI-BLA;1;68.6665;68.6665
FMVAG5QS;3;70.38;211.14
FMBP135F20;2;205.091;410.182
CTS-IT-300R;9;164.99;1484.91
FMBGMCS;5;23.552;117.76
FMBPVXA;3;23.046;69.138
FMBPVRM;2;21.2635;42.527
FMBSMP18T;5;168.176;840.88
FMWS11BB;1;36.823;36.823
JSK-111-70;2;89.677;179.354
FMOCRS4;2;686.1935;1372.387
MMAF-REOIL-RD;3;13.2;39.6
CTS-IT-310;5;100;500
FMKT135F20;15;62.284;934.26
VWR31G70RW;6;148.3385;890.031
VWR610360GUN;2;227.723;455.446
VWR610360SVR;4;227.723;910.892
FMMKV1-BLA;1;26.634;26.634
ACCLAMP3;100;2.57;257
ACCLAMP275;110;1.13;124.3
VWR12G7R600FO;21;63.4685;1332.8385
FMAUTB2;1;208.472;208.472
FMRCAMF56;1;216.085;216.085
FMDV6A;3;205.344;616.032
FMDVST180R;2;140.7255;281.451
FMDVCS14R;2;102.718;205.436
VWR19G706;12;48.9785;587.742
VWR19G704;8;45.2065;361.652
FMDVF20R;2;109.526;219.052
FMDVR56A;3;155.503;466.509
FMDVR60R;2;117.116;234.232
FMDVF20A;2;110.837;221.674
FMDVMCS;4;47.702;190.808
VWR12P0GT-FO;3;75.9;227.7
FMDVR60A;1;155.503;155.503
FMINDK40-FOAM;3;411.148;1233.444
VIB-1559;99;0.35;34.65
FMCTMK6;1;243.455;243.455
CTS-HW-0091;8;93.49;747.92
CTS-HW-0092;3;109.99;329.97
VWR30G500;3;235.083;705.249
MMICP-RS-16CBK;4;114.95;459.8
DI-BM/CA/1;1;763.54;763.54
L3P3AC7X;1;225.62;225.62
U3P3ZC25;3;283.62;850.86
EVE-E46-INT;5;556.8;2784
EVE-N55V2-CF-INT;1;788.4;788.4
EVE-E60V2-CF-INT;2;870;1740
EVE-2TFSI-CF-INT;14;531;7434
EVE-F10M5-CF-INT;1;1266;1266
EVE-F8XMV2-CF-INT;5;1435.2;7176
EVE-FLC;16;16.8;268.8
EVE-151-G2-FTR;10;51;510
EVE-661-G2-FTR;17;51;867
RPF-1721;1;22.77;22.77
RPF-1566;1;20.1365;20.1365
RPF-1512;1;24.817;24.817
RPF-1869;3;44.3095;132.9285
VWR13G500;4;244.881;979.524
VWR19G703;2;52.7505;105.501
FMVWQS;2;62.284;124.568
238SMBO270-PK;3;40.9;122.7
238SMOTSWL270-C;2;28.4;56.8
238SMOP270-PK;1;49.55;49.55
216BFWGBOSM;4;17.95;71.8
CTS-DP-IK1;25;7.5;187.5
VWR180000;34;8.2915;281.911
ATINTVAG28;1;577.139;577.139
ATINTVAG18-C;2;696.3135;1392.627
ATINTVAG15;2;381.432;762.864
ATINTVAG12;2;458.482;916.964
ATINTVAG11;1;345.9775;345.9775
ATINTVAG6;1;423.8095;423.8095
ATINTVAG8;1;381.432;381.432
ATINTMINI01;1;268.916;268.916
ATINTMINI05;1;329.4865;329.4865
ATINTMAZ01;3;298.8735;896.6205
ATINTFO25;2;174.6965;349.393
ATINTFO26;2;402.891;805.782
ATINTFO12;1;278.875;278.875
ATINTFO44;1;381.432;381.432
ATINTFO22;1;304.3705;304.3705
ATINTREN5;1;362.4455;362.4455
ATINTREN3;1;384.514;384.514
ATINTREN1;2;293.5145;587.029
EVE-C7RS6-CF-INT;7;1342.8;9399.6
VWR12G7CUP;2;229.057;458.114
001422.999502;7;437.85;3064.95
613182.654150;9;45.36;408.24
FMBGFK12;2;29.7275;59.455
