FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202510;513881387;3182654196;84836080;DE;DE;10;EXW;11;3;;0,5;3;372;;
INTRA-CH;202510;513881387;613182.654150;87089997;DE;DE;10;EXW;11;3;;0,5;10;453;;
INTRA-CH;202510;513881387;001422.999502;84836080;DE;DE;10;EXW;11;3;;7;10;4378;;
INTRA-CH;202510;513881387;001394.999502;84836080;DE;DE;10;EXW;11;3;;6,7;10;4378;;
INTRA-CH;202510;513881387;001423.000685;84836080;DE;DE;10;EXW;11;3;;6,7;2;856;;
INTRA-CH;202510;513881387;883089.000126;84836080;DE;DE;10;EXW;11;3;;15,5;1;915;;
INTRA-CH;202510;513881387;001243.999533;84836080;DE;DE;10;EXW;11;3;;7,2;1;473;;
INTRA-CH;202510;513881387;883089.000135A;84836080;DE;DE;10;EXW;11;3;;15,5;3;2746;;
INTRA-CH;202510;513881387;883089.000046;84836080;DE;DE;10;EXW;11;3;;15,5;2;1830;;
INTRA-CH;202510;513881387;999698.999954;84836080;DE;DE;10;EXW;11;3;;7;1;391;;
INTRA-CH;202510;513881387;001394.999998;84836080;DE;DE;10;EXW;11;3;;6,7;1;437;;
INTRA-CH;202510;513881387;P-HF1638;87089235;SI;SI;10;EXW;11;3;;5;1;315;;
INTRA-CH;202510;513881387;E-TY/SS/4;87089235;SI;SI;10;EXW;11;3;;8,7;2;763;;
INTRA-CH;202510;513881387;353849;87082910;NL;NL;10;EXW;11;3;;2,5;8;3061;;
INTRA-CH;202510;513881387;SAU0433-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202510;513881387;SVW1090-4P-EB;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202510;513881387;SVW0620-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202510;513881387;SAU0651-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202510;513881387;SAU0431-4P-EB;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202510;513881387;SHD0012-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202510;513881387;SHD0394-6C-BK;87083091;ES;ES;10;EXW;11;3;;0,8;2;256;;
INTRA-CH;202510;513881387;SVW0610-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202510;513881387;SRN0635-6P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;122;;
