FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202509;513881387;R-AUD-009-I;84833080;NL;NL;10;EXW;11;3;;3,3;1;300;;
INTRA-CH;202509;513881387;UR-TW2-3047;87088055;NL;NL;10;EXW;11;3;;3;2;142;;
INTRA-CH;202509;513881387;UR-TW2-3047;87088055;NL;NL;10;EXW;11;3;;3;3;213;;
INTRA-CH;202509;513881387;UR-TW2-990;87088055;NL;NL;10;EXW;11;3;;3,4;1;64;;
INTRA-CH;202509;513881387;UR-TW2-110;87088055;NL;NL;10;EXW;11;3;;3;1;75;;
INTRA-CH;202509;513881387;UR-TW2-340;87088055;NL;NL;10;EXW;11;3;;2,5;1;57;;
INTRA-CH;202509;513881387;UR-RL2-652;87088055;NL;NL;10;EXW;11;3;;1,9;1;40;;
INTRA-CH;202509;513881387;UR-RL2-3056;87088055;NL;NL;10;EXW;11;3;;0,9;1;45;;
INTRA-CH;202509;513881387;UR-ML2-3055;87088055;NL;NL;10;EXW;11;3;;2;2;106;;
INTRA-CH;202509;513881387;UR-TW2-3909;87088055;NL;NL;10;EXW;11;3;;1,9;3;204;;
INTRA-CH;202509;513881387;UR-TW2-1269;87088055;NL;NL;10;EXW;11;3;;3,1;2;114;;
INTRA-CH;202509;513881387;UR-RE2-3015A;87088055;NL;NL;10;EXW;11;3;;3;1;75;;
INTRA-CH;202509;513881387;UR-TW2-305;84099100;NL;NL;10;EXW;11;3;;2,5;1;71;;
INTRA-CH;202509;513881387;UR-RE2-1107;87088055;NL;NL;10;EXW;11;3;;3;1;48;;
INTRA-CH;202509;513881387;UR-RU2-858;87088055;NL;NL;10;EXW;11;3;;2,4;1;48;;
INTRA-CH;202509;513881387;UR-TW2-990;87088055;NL;NL;10;EXW;11;3;;3,4;1;64;;
INTRA-CH;202509;513881387;UR-RE2-1157;87088055;NL;NL;10;EXW;11;3;;3,1;1;57;;
INTRA-CH;202509;513881387;UR-RE2-3886;87088055;NL;NL;10;EXW;11;3;;3,3;2;114;;
INTRA-CH;202509;513881387;UR-TW2-2431;87088055;NL;NL;10;EXW;11;3;;3;2;114;;
INTRA-CH;202509;513881387;UR-TW2-4172;87088055;NL;NL;10;EXW;11;3;;3;1;71;;
INTRA-CH;202509;513881387;URKR-TW2-2685;84099100;NL;NL;10;EXW;11;3;;1,4;1;71;;
INTRA-CH;202509;513881387;UR-AR18-303;87088055;NL;NL;10;EXW;11;3;;4,6;1;113;;
INTRA-CH;202509;513881387;UR-TW2-1796;87088055;NL;NL;10;EXW;11;3;;3;2;114;;
INTRA-CH;202509;513881387;UR-TW2-3212;87088055;NL;NL;10;EXW;11;3;;3,2;2;136;;
INTRA-CH;202509;513881387;UR-TW2-1106;87088055;NL;NL;10;EXW;11;3;;2,1;2;114;;
INTRA-CH;202509;513881387;UR-RE2-1645;87088055;NL;NL;10;EXW;11;3;;3;1;57;;
INTRA-CH;202509;513881387;UR-TW2-1412;87088055;NL;NL;10;EXW;11;3;;2;1;64;;
INTRA-CH;202509;513881387;UR-LA2-2090;87088055;NL;NL;10;EXW;11;3;;2;1;49;;
INTRA-CH;202509;513881387;UR-TW2-3051;87088055;NL;NL;10;EXW;11;3;;1,7;2;142;;
INTRA-CH;202509;513881387;UR-RL2-2525;87088055;NL;NL;10;EXW;11;3;;1,7;2;90;;
INTRA-CH;202509;513881387;UR-LA8-1257;87088055;NL;NL;10;EXW;11;3;;5,3;1;102;;
INTRA-CH;202509;513881387;UR-LA4-420;87088055;NL;NL;10;EXW;11;3;;2,5;1;68;;
INTRA-CH;202509;513881387;UR-TW4-2757;87088055;NL;NL;10;EXW;11;3;;2,4;2;164;;
INTRA-CH;202509;513881387;UR-RL4-1259;87088055;NL;NL;10;EXW;11;3;;5;1;88;;
INTRA-CH;202509;513881387;UR-LA4-2573;87088055;NL;NL;10;EXW;11;3;;4,4;1;68;;
INTRA-CH;202509;513881387;UR-LA4-3053;87088055;NL;NL;10;EXW;11;3;;3,6;1;68;;
INTRA-CH;202509;513881387;UR-LA4-3887;87088055;NL;NL;10;EXW;11;3;;3,4;1;68;;
INTRA-CH;202509;513881387;UR-ML4-3054;87088055;NL;NL;10;EXW;11;3;;1,9;1;64;;
INTRA-CH;202509;513881387;UR-ML4-1650;87088055;NL;NL;10;EXW;11;3;;1,9;1;75;;
INTRA-CH;202509;513881387;UR-TW2-4172;87088055;NL;NL;10;EXW;11;3;;3;1;71;;
INTRA-CH;202509;513881387;UR-TW2-340;87088055;NL;NL;10;EXW;11;3;;2,5;1;57;;
INTRA-CH;202509;513881387;UR-TW2-3047;87088055;NL;NL;10;EXW;11;3;;3;1;71;;
INTRA-CH;202509;513881387;UR-LA2-829;87088055;NL;NL;10;EXW;11;3;;1,4;1;40;;
INTRA-CH;202509;513881387;UR-TW2-1362;87088055;NL;NL;10;EXW;11;3;;3;1;75;;
INTRA-CH;202509;513881387;UR-AR18-303;87088055;NL;NL;10;EXW;11;3;;4,6;1;113;;
INTRA-CH;202509;513881387;E10-75-020-05-22;73202081;DE;DE;10;EXW;11;3;;10;1;144;;
INTRA-CH;202509;513881387;E10-20-049-06-22;87088035;DE;DE;10;EXW;11;3;;12;2;316;;
INTRA-CH;202509;513881387;E10-81-010-05-22;73202081;DE;DE;10;EXW;11;3;;7,9;1;100;;
INTRA-CH;202509;513881387;E10-15-009-05-22;73202081;DE;DE;10;EXW;11;3;;9;1;137;;
INTRA-CH;202509;513881387;E10-15-014-04-22;87088035;DE;DE;10;EXW;11;3;;10;1;125;;
INTRA-CH;202509;513881387;E10-82-092-01-22;73202081;DE;DE;10;EXW;11;3;;11;2;269;;
INTRA-CH;202509;513881387;E10-20-035-01-22;87088035;DE;DE;10;EXW;11;3;;11,2;4;617;;
INTRA-CH;202509;513881387;E10-15-007-14-20;73202081;DE;DE;10;EXW;11;3;;5,1;1;87;;
INTRA-CH;202509;513881387;E10-20-035-01-22;87088035;DE;DE;10;EXW;11;3;;11,2;1;154;;
INTRA-CH;202509;513881387;E10-35-016-09-22;73202081;DE;DE;10;EXW;11;3;;11,5;1;134;;
INTRA-CH;202509;513881387;E10-20-035-01-22;87088035;DE;DE;10;EXW;11;3;;11,2;1;154;;
INTRA-CH;202509;513881387;E10-20-035-01-22;87088035;DE;DE;10;EXW;11;3;;11,2;2;308;;
INTRA-CH;202509;513881387;E10-15-022-02-22;73202081;DE;DE;10;EXW;11;3;;8,3;1;151;;
INTRA-CH;202509;513881387;E10-82-092-02-22;73209090;DE;DE;10;EXW;11;3;;11,4;1;134;;
INTRA-CH;202509;513881387;E10-15-009-05-22;73202081;DE;DE;10;EXW;11;3;;9;1;137;;
INTRA-CH;202509;513881387;E10-15-022-02-22;73202081;DE;DE;10;EXW;11;3;;8,3;1;151;;
INTRA-CH;202509;513881387;E4043-140;73202081;DE;DE;10;EXW;11;3;;10;1;150;;
INTRA-CH;202509;513881387;E10-20-041-01-22;87088035;DE;DE;10;EXW;11;3;;13,9;1;170;;
INTRA-CH;202509;513881387;E20-85-051-05-22;73202081;DE;DE;10;EXW;11;3;;8,7;1;142;;
INTRA-CH;202509;513881387;E10-57-002-01-22;73202081;DE;DE;10;EXW;11;3;;6,6;1;104;;
INTRA-CH;202509;513881387;E20-85-003-01-22;73202081;DE;DE;10;EXW;11;3;;9,3;2;184;;
INTRA-CH;202509;513881387;S90-4-15-018;87087050;DE;DE;10;EXW;11;3;;2,1;4;332;;
INTRA-CH;202509;513881387;S90-4-20-010;87087050;DE;DE;10;EXW;11;3;;1,6;2;160;;
INTRA-CH;202509;513881387;E90-85-040-01-22;73202081;DE;DE;10;EXW;11;3;;20;3;1359;;
INTRA-CH;202509;513881387;S90-2-10-038-B;87087050;DE;DE;10;EXW;11;3;;1,8;2;107;;
INTRA-CH;202509;513881387;"TTE350 1.8T";84099100;DE;DE;10;EXW;11;3;;15,5;1;578;;
INTRA-CH;202509;513881387;"TTE420 TFSI";84099100;DE;DE;10;EXW;11;3;;15,7;1;1193;;
INTRA-CH;202509;513881387;TTE480;84099100;DE;DE;10;EXW;11;3;;16,5;1;1175;;
INTRA-CH;202509;513881387;R-AUD-001-I;84099100;NL;NL;10;EXW;11;3;;3,5;6;1803;;
INTRA-CH;202509;513881387;R-FOR-009-I;84099100;NL;NL;10;EXW;11;3;;3,6;1;300;;
INTRA-CH;202509;513881387;R-AUD-001-I;84099100;NL;NL;10;EXW;11;3;;3,5;2;601;;
INTRA-CH;202509;513881387;R-BMW-021-I;84833080;NL;NL;10;EXW;11;3;;2,2;1;402;;
INTRA-CH;202509;513881387;R.FOR-007-I;84833080;NL;NL;10;EXW;11;3;;2,3;1;269;;
INTRA-CH;202509;513881387;"TTE420 TFSI";84099100;DE;DE;10;EXW;11;3;;15,7;1;1193;;
INTRA-CH;202509;513881387;S-BM/TI/33H;87089235;SI;SI;10;EXW;11;3;;31,3;1;3988;;
INTRA-CH;202509;513881387;315366;87082910;NL;NL;10;EXW;11;3;;1,6;4;1550;;
INTRA-CH;202509;513881387;314438;87082910;NL;NL;10;EXW;11;3;;2,3;1;427;;
INTRA-CH;202509;513881387;005EP171484;84099100;NL;NL;10;EXW;11;3;;3,2;3;723;;
INTRA-CH;202509;513881387;SSE0433-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;5;252;;
INTRA-CH;202509;513881387;SSU8003-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;151;;
INTRA-CH;202509;513881387;STY0014-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;151;;
INTRA-CH;202509;513881387;SAU0495-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202509;513881387;SBW1178-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202509;513881387;SFD0122-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;61;;
INTRA-CH;202509;513881387;SAU0431-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;123;;
INTRA-CH;202509;513881387;SAU0437-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;151;;
INTRA-CH;202509;513881387;SAU0436-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;123;;
INTRA-CH;202509;513881387;SSE0433-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;151;;
INTRA-CH;202509;513881387;SVA1350-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;61;;
INTRA-CH;202509;513881387;STY0015-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;82;;
INTRA-CH;202509;513881387;SVW0630-4P-EB;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202509;513881387;SMT0707-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;122;;
INTRA-CH;202509;513881387;SVW0630-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;5;252;;
INTRA-CH;202509;513881387;SAU0631-4C-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;63;;
INTRA-CH;202509;513881387;SBW1171-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;8;404;;
INTRA-CH;202509;513881387;SBW1175-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;123;;
INTRA-CH;202509;513881387;SBW1162-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202509;513881387;SVA1350-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;61;;
INTRA-CH;202509;513881387;TP-CT/61/R/1;87089235;SI;SI;10;EXW;11;3;;4;1;668;;
INTRA-CH;202509;513881387;E-TY/SS/3;87089235;SI;SI;10;EXW;11;3;;8,1;2;654;;
INTRA-CH;202509;513881387;S-BM/T/28H;10;SI;SI;10;EXW;11;3;;29,9;1;4544;;
INTRA-CH;202509;513881387;EUPD4002112R;84099100;NL;NL;10;EXW;11;3;;1,4;5;2188;;
INTRA-CH;202509;513881387;EUPD5002115R;85111000;NL;NL;10;EXW;11;3;;1,5;1;569;;
INTRA-CH;202509;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;85;2801;;
INTRA-CH;202509;513881387;U5096;84099100;DE;DE;10;EXW;11;3;;0,3;1;22;;
INTRA-CH;202509;513881387;U5237;85111000;DE;DE;10;EXW;11;3;;0,4;4;64;;
INTRA-CH;202509;513881387;U5237;85111000;DE;DE;10;EXW;11;3;;0,4;1;16;;
INTRA-CH;202509;513881387;RE9B-T;85111000;DE;DE;10;EXW;11;3;;0,1;2;43;;
INTRA-CH;202509;513881387;SILFER8C7ES;85111000;DE;DE;10;EXW;11;3;;0,1;96;909;;
INTRA-CH;202509;513881387;R7437-8;85111000;DE;DE;10;EXW;11;3;;0,1;105;3332;;
INTRA-CH;202509;513881387;R7437-9;85111000;DE;DE;10;EXW;11;3;;0,1;68;2241;;
INTRA-CH;202509;513881387;LTR7IX-11;85111000;DE;DE;10;EXW;11;3;;0,2;69;487;;
INTRA-CH;202509;513881387;PFR7S8EG;85111000;DE;DE;10;EXW;11;3;;0,2;24;157;;
INTRA-CH;202509;513881387;ILFR7H;85111000;DE;DE;10;EXW;11;3;;0,2;25;265;;
INTRA-CH;202509;513881387;RE8C-L;85111000;DE;DE;10;EXW;11;3;;0,1;2;39;;
INTRA-CH;202509;513881387;LKR8AP;85111000;DE;DE;10;EXW;11;3;;0,1;18;178;;
INTRA-CH;202509;513881387;PFR7Z-TG;85111000;DE;DE;10;EXW;11;3;;0,1;17;122;;
INTRA-CH;202509;513881387;IZKR7B;85111000;DE;DE;10;EXW;11;3;;0,2;29;223;;
INTRA-CH;202509;513881387;IFR7G-11KS;85111000;DE;DE;10;EXW;11;3;;0,1;8;99;;
INTRA-CH;202509;513881387;BKR8EIX;85111000;DE;DE;10;EXW;11;3;;0,1;338;2785;;
INTRA-CH;202509;513881387;SILFER8C7ES;85111000;DE;DE;10;EXW;11;3;;0,1;120;1136;;
INTRA-CH;202509;513881387;SILZKGR8C8S;85111000;DE;DE;10;EXW;11;3;;0,1;100;1394;;
INTRA-CH;202509;513881387;BKR7EIX;85111000;DE;DE;10;EXW;11;3;;0,1;123;956;;
INTRA-CH;202509;513881387;U5055;85111000;DE;DE;10;EXW;11;3;;0,3;72;1218;;
INTRA-CH;202509;513881387;U5400;85111000;DE;DE;10;EXW;11;3;;0,4;2;65;;
INTRA-CH;202509;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;8;156;;
INTRA-CH;202509;513881387;U5369;85111000;DE;DE;10;EXW;11;3;;0,4;11;195;;
INTRA-CH;202509;513881387;U5014;84099100;DE;DE;10;EXW;11;3;;0,3;250;4905;;
