FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202410;513881387;R-AUD-010-I;84833080;NL;NL;10;EXW;11;3;;3;3;1081;;
INTRA-CH;202410;513881387;R-FIA-003-I;84099100;NL;NL;10;EXW;11;3;;2,5;1;312;;
INTRA-CH;202410;513881387;353850;87082910;NL;NL;10;EXW;11;3;;2,5;1;458;;
INTRA-CH;202410;513881387;VSA22-CUSA1;8708803590;FR;FR;10;EXW;11;3;;29;1;732;;
INTRA-CH;202410;513881387;GSHA2-91AS2;8708803590;FR;FR;10;EXW;11;3;;27;1;450;;
INTRA-CH;202410;513881387;GSA22-8USS2;87089997;FR;FR;10;EXW;11;3;;26;1;386;;
INTRA-CH;202410;513881387;VSE18-K1LS4;87089997;FR;FR;10;EXW;11;3;;25;1;571;;
INTRA-CH;202410;513881387;GSMD0-9USS2;8708803590;FR;FR;10;EXW;11;3;;22,5;1;370;;
INTRA-CH;202410;513881387;GSGB0-91AA2;8708803590;FR;FR;10;EXW;11;3;;25;2;901;;
INTRA-CH;202410;513881387;VSTN0-K1NS4;8708803590;FR;FR;10;EXW;11;3;;33;1;708;;
INTRA-CH;202410;513881387;GSM64-8USS2;87088020;FR;FR;10;EXW;11;3;;20;1;354;;
INTRA-CH;202410;513881387;GSM74-91SS2;8708803590;FR;FR;10;EXW;11;3;;22;1;370;;
INTRA-CH;202410;513881387;GSTD8-91SS2;8708803590;FR;FR;10;EXW;11;3;;24;1;450;;
INTRA-CH;202410;513881387;VSN20-C1SA4;8708803590;FR;FR;10;EXW;11;3;;24;1;394;;
INTRA-CH;202410;513881387;GSP04-8USS2;8708803590;FR;FR;10;EXW;11;3;;24;1;394;;
INTRA-CH;202410;513881387;VSTD8-C1SA4;87089997;FR;FR;10;EXW;11;3;;26,5;1;579;;
INTRA-CH;202410;513881387;VSAEA-C1SA4;8708803590;FR;FR;10;EXW;11;3;;27;1;579;;
INTRA-CH;202410;513881387;VSAEA-K1LS4;8708803590;FR;FR;10;EXW;11;3;;27;1;579;;
INTRA-CH;202410;513881387;VSTD8-C1SA4;87089997;FR;FR;10;EXW;11;3;;26,5;1;579;;
INTRA-CH;202410;513881387;GSP06-8USS2;8708803590;FR;FR;10;EXW;11;3;;26;1;394;;
INTRA-CH;202410;513881387;VSP24-C1AA3;8708803590;FR;FR;10;EXW;11;3;;33;1;402;;
INTRA-CH;202410;513881387;GSP92-8UAS2;8708803590;FR;FR;10;EXW;11;3;;35;1;402;;
INTRA-CH;202410;513881387;VSP92-C1AA3;8708803590;FR;FR;10;EXW;11;3;;35;1;402;;
INTRA-CH;202410;513881387;GSP92-8UAS2;8708803590;FR;FR;10;EXW;11;3;;35;1;402;;
INTRA-CH;202410;513881387;VSGB6-B1DS3;84099100;FR;FR;10;EXW;11;3;;16,5;2;579;;
INTRA-CH;202410;513881387;SKP26-S3B00;84099100;FR;FR;10;EXW;11;3;;12;1;86;;
INTRA-CH;202410;513881387;VSP24-B1DS2;84099100;FR;FR;10;EXW;11;3;;14;1;265;;
INTRA-CH;202410;513881387;SKGD2-AVB00;84099100;FR;FR;10;EXW;11;3;;12;2;172;;
INTRA-CH;202410;513881387;SKA92-S3B00;84099100;FR;FR;10;EXW;11;3;;12;1;97;;
INTRA-CH;202410;513881387;GSP26-8UAS2;8708803590;FR;FR;10;EXW;11;3;;33;1;402;;
INTRA-CH;202410;513881387;SKGC0-AUB00;84099100;FR;FR;10;EXW;11;3;;17,5;1;103;;
INTRA-CH;202410;513881387;SKR84-S3B00;84099100;FR;FR;10;EXW;11;3;;9,8;1;80;;
INTRA-CH;202410;513881387;GSGH2-91AS3;87089997;FR;FR;10;EXW;11;3;;25;1;483;;
INTRA-CH;202410;513881387;GSM64-9USS2;87088020;FR;FR;10;EXW;11;3;;20;1;354;;
INTRA-CH;202410;513881387;VSS28-A1DS2;84099100;FR;FR;10;EXW;11;3;;25;1;316;;
INTRA-CH;202410;513881387;GSM64-9USS2;87088020;FR;FR;10;EXW;11;3;;20;1;354;;
INTRA-CH;202410;513881387;GSM64-9USS2;87088020;FR;FR;10;EXW;11;3;;20;2;708;;
INTRA-CH;202410;513881387;VSR84-C1SA4;87089997;FR;FR;10;EXW;11;3;;32;1;571;;
INTRA-CH;202410;513881387;GST76-81SS2;87089997;FR;FR;10;EXW;11;3;;17;1;370;;
INTRA-CH;202410;513881387;VSM74-C1SA3;87089997;FR;FR;10;EXW;11;3;;27;1;539;;
INTRA-CH;202410;513881387;GSJ78-91AS2;87089997;FR;FR;10;EXW;11;3;;24;1;450;;
INTRA-CH;202410;513881387;VSHA2-C1AA1;87089997;FR;FR;10;EXW;11;3;;31;2;1320;;
INTRA-CH;202410;513881387;GSJ78-91AS2;87089997;FR;FR;10;EXW;11;3;;24;3;1352;;
INTRA-CH;202410;513881387;VSTD8-K1LS1;87089997;FR;FR;10;EXW;11;3;;26,5;1;579;;
INTRA-CH;202410;513881387;VSSB2-C1SA4;87089997;FR;FR;10;EXW;11;3;;25;1;571;;
INTRA-CH;202410;513881387;VSTN0-C1AA3;8708803590;FR;FR;10;EXW;11;3;;33;1;708;;
INTRA-CH;202410;513881387;TP-CT/69;87089235;SI;SI;10;EXW;11;3;;2,7;3;3814;;
INTRA-CH;202410;513881387;TP-CS/1;87089997;SI;SI;10;EXW;11;3;;2,1;2;1095;;
INTRA-CH;202410;513881387;P-HF1384;85189000;SI;SI;10;EXW;11;3;;2;1;338;;
INTRA-CH;202410;513881387;SP-201;32081090;NL;NL;10;EXW;11;3;;0,5;54;734;;
INTRA-CH;202410;513881387;SP-201;32081090;NL;NL;10;EXW;11;3;;0,5;6;81;;
