FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202512;513881387;27PBDR33001;87083091;NL;NL;10;EXW;11;3;;15,5;4;1095;;
INTRA-CH;202512;513881387;23PVM001;87083091;NL;NL;10;EXW;11;3;;3;8;479;;
INTRA-CH;202512;513881387;60AV06;87083091;NL;NL;10;EXW;11;3;;25;2;500;;
INTRA-CH;202512;513881387;"60 OP 11";87083091;NL;NL;10;EXW;11;3;;20,5;1;250;;
INTRA-CH;202512;513881387;20VW33016X-RD;87089997;NL;NL;10;EXW;11;3;;26,6;2;1577;;
INTRA-CH;202512;513881387;20FO33019X-RD;87089997;NL;NL;10;EXW;11;3;;26,7;1;784;;
INTRA-CH;202512;513881387;"60 AV 13";87083091;NL;NL;10;EXW;11;3;;21;2;445;;
INTRA-CH;202512;513881387;20CI33002X-RD;87083099;NL;NL;10;EXW;11;3;;30;2;1568;;
INTRA-CH;202512;513881387;20VW36502X;87083091;NL;NL;10;EXW;11;3;;40,3;1;1253;;
INTRA-CH;202512;513881387;20FO33001-RD;87089997;NL;NL;10;EXW;11;3;;28;1;788;;
INTRA-CH;202512;513881387;"60 VS 13";87083091;NL;NL;10;EXW;11;3;;21;2;500;;
INTRA-CH;202512;513881387;20FI33001X-RD;87089997;NL;NL;10;EXW;11;3;;30;2;1568;;
INTRA-CH;202512;513881387;UR-RE2-116A;87088055;NL;NL;10;EXW;11;3;;2,4;1;64;;
INTRA-CH;202512;513881387;UR-TW2-3047;87088055;NL;NL;10;EXW;11;3;;3;1;71;;
INTRA-CH;202512;513881387;UR-TW2-1715;87088055;NL;NL;10;EXW;11;3;;3,6;2;121;;
INTRA-CH;202512;513881387;UR-RL4-2960;87088055;NL;NL;10;EXW;11;3;;3;2;128;;
INTRA-CH;202512;513881387;UR-LA4-1192;87088055;NL;NL;10;EXW;11;3;;3,8;1;68;;
INTRA-CH;202512;513881387;UR-LA4-1192;87088055;NL;NL;10;EXW;11;3;;3,8;1;68;;
INTRA-CH;202512;513881387;URTW-RL4-3720;87088055;NL;NL;10;EXW;11;3;;1,5;1;64;;
INTRA-CH;202512;513881387;UR-LA2-829;87088055;NL;NL;10;EXW;11;3;;1,4;1;39;;
INTRA-CH;202512;513881387;UR-FD3-947;87088055;NL;NL;10;EXW;11;3;;3;1;88;;
