REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
MMFS-MIA-90;3;104.9026;314.7078
MMFS-MIA-99;8;97.416;779.328
MMFS-RX8-04;7;97.416;681.912
PF04;48;107.42;5156.16
CTS-EXH-DP-0008;2;135.3;270.6
SES1987TT;7;779.4756;5456.3292
Evo1102;9;354.7976;3193.1784
SES9001TT;2;550.589;1101.178
10.127.100K;11;153.3154;1686.4694
MMEXH-WRX-15;1;499.872;499.872
MMRAD-FIST-14K;2;280.071;560.142
MMRAD-FOST-13;4;263.384;1053.536
CTS-IT-190;3;123;369
CTS-HW-0133;4;72.1518;288.6072
MMBCC-RS-16PBE2;1;114.103;114.103
AC-200-OSA;14;13.817;193.438
MMTS-GTI-99;20;26.158;523.16
CTS-HW-262;15;103.7218;1555.827
CTS-HW-118;2;22.1318;44.2636
TTE80;1;54.571;54.571
FMMD1;3;61.29622836;183.88868508
EVO1801;1;164.9758;164.9758
SES1230TT;3;614.016;1842.048
EVO2001;2;167.2718;334.5436
FMMD2;3;60.0323886;180.0971658
MMFS-CIV-92;7;72.611;508.277
MMFS-WRX-01P;4;115.39286;461.57144
MMFS-S14-95SR;6;97.416;584.496
MMFS-EVO-01;4;96.9076;387.6304
MMFS-B4-90;7;96.9076;678.3532
MMFS-BRZ-13P;3;145.222;435.666
MMFS-240-89KA;8;97.416;779.328
MMEXH-MUS4-15;4;444.4154;1777.6616
FMCCRADS53T;1;462.15036;462.15036
MMFS-STI-08P;3;127.182;381.546
MMFS-350Z-03;5;112.75;563.75
MMFS-EVO-10;3;96.9076;290.7228
FMBGFK4;2;21.46641264;42.93282528
FMMD3;1;71.48239956;71.48239956
VWR12G6GT;7;153.86777496;1077.07442472
VWR12G7R600ITINLET;41;64.8896832;2660.4770112
MMOP-TPS;12;28.413;340.956
VWR12G5GT;8;215.66388024;1725.31104192
005001005;1;398.6266;398.6266
VWR12L0CR;1;234.20648448;234.20648448
VWR12G60R;7;228.02876028;1596.20132196
FMSCPS53T;4;109.38816072;437.55264288
FMDVV4010-POL;2;60.79635144;121.59270288
VWR160001;69;55.61838108;3837.66829452
VWR31G5GT;1;112.6137816;112.6137816
VWR31G60R;1;112.6137816;112.6137816
VWR31G7GT;16;121.65872436;1946.53958976
VWR31G70R;5;121.65872436;608.2936218
VWR31S000;2;112.6137816;225.2275632
VWR19G701;18;30.89805264;556.16494752
VWR19G702;15;37.07577684;556.1366526
VWR12P0GT;3;165.61016676;496.83050028
VWR1230S3;5;240.38420868;1201.9210434
11002BK;400;1.9762;790.48
MMGP-RS-16BK;2;39.7044;79.4088
VWR11G502;2;30.89805264;61.79610528
VWR11G503;2;30.89805264;61.79610528
VWR11P1GT;2;46.86581916;93.73163832
VWR11P0GT;2;53.35478748;106.70957496
VWR11G501;3;30.89805264;92.69415792
VWR11G701;4;37.07577684;148.30310736
VWR1140S4;2;56.95767396;113.91534792
VWR12PRWRC;2;393.95017116;787.90034232
VWR12G6K03;1;215.66388024;215.66388024
FMBGFK7;2;19.59894792;39.19789584
VWR69G7KIT;7;67.97382948;475.81680636
VWR15G503;4;122.81881608;491.27526432
MMTS-240-89KA;5;26.158;130.79
MMSTB-FIST-14TB;2;93.808;187.616
748354027150;2;89.6506;179.3012
MMSK-TUE-16;2;27.388;54.776
MMSK-RKST;1;34.2022;34.2022
MMSK-PGR-BK;3;39.3354;118.0062
MMSK-FSB;2;27.06;54.12
216BFWABOSM;19;13.366;253.954
216BFWAFPSM;5;22.55;112.75
VWR13G700;26;302.8028022;7872.8728572
VWR13G700RFK;36;30.89805264;1112.32989504
MMGRT-215;3;14.8994;44.6982
MMGRT-235;4;38.786;155.144
FMINTMK7-BLA;1;339.774831;339.774831
TTE600RS4;1;2102.3406;2102.3406
TTE780;1;2555.981;2555.981
CTS-EXH-CB-0007.0;5;393.5918;1967.959
CTS-EXH-CB-0002;3;368.9918;1106.9754
CTS-EXH-CB-0020-2;4;491.9918;1967.9672
CTS-EXH-CB-0008;2;442.7918;885.5836
AC-200-HS;7;7.79;54.53
CTS-EXH-CB-0001;2;344.3918;688.7836
CTS-EXH-CB-0003;1;479.6918;479.6918
CTS-EXH-CB-0015;2;688.7918;1377.5836
CTS-EXH-CB-0017;1;270.5918;270.5918
CTS-EXH-CB-0016;1;338.2418;338.2418
FMCCRAD7;2;624.80842344;1249.61684688
FMTUBL1;4;39.36766536;157.47066144
FMRMCLMP;2;14.42097756;28.84195512
FMSBCVXR;2;22.81513716;45.63027432
FMBGFK11;4;24.24874644;96.99498576
FMWBSCI-BLA;1;56.31632244;56.31632244
FMBP135F20;1;168.20386776;168.20386776
CTS-IT-300R;5;135.2918;676.459
FMSS2;1;63.66357;63.66357
FMBGMCS;2;19.31599872;38.63199744
FMBPVXA;2;18.90100656;37.80201312
FMBPVRM;3;17.43910236;52.31730708
FMBSMP18T;3;137.92830336;413.78491008
FMWS11BB;2;30.20011128;60.40022256
JSK-111-70;2;73.54792872;147.09585744
FMOCRS4;1;562.77652716;562.77652716
JSK-103-80;2;69.4640286;138.9280572
CK-003;3;10.4691204;31.4073612
MMAF-REOIL-RD;3;8.7904;26.3712
CTS-IT-310;6;82;492
FMKT135F20;5;51.08176224;255.4088112
VWR31G70RW;4;121.65872436;486.63489744
VWR610360GUN;2;186.76533528;373.53067056
VWR610360SVR;4;186.76533528;747.06134112
ACCLAMP3;13;0.9266;12.0458
ACCLAMP275;32;0.9266;29.6512
VWR12G7R600FO;27;56.39177556;1522.57794012
FMAUTB2;2;170.97676992;341.95353984
FMRCAM;1;191.99046384;191.99046384
FMRCAMF56;1;177.2205156;177.2205156
FMDV6A;3;168.41136384;505.23409152
FMDVST180R;2;115.41497868;230.82995736
FMDVCS14R;2;77.7638718;155.5277436
VWR19G706;12;40.16935476;482.03225712
VWR19G704;11;37.07577684;407.83354524
FMDVF20R;3;89.82693936;269.48081808
FMDVR56A;1;109.91633256;109.91633256
FMDVR60R;1;96.05182176;96.05182176
FMDVF20A;2;90.90214632;181.80429264
FMDVMCS;1;39.12244272;39.12244272
VWR12P0GT-FO;3;62.248824;186.746472
FMDVR60A;1;117.72573048;117.72573048
10.127.101K;16;153.3154;2453.0464
10.127.203K;36;153.3154;5519.3544
CTS-MM-TAI-3;1;18.0318;18.0318
VIB-1559;101;0.287;28.987
FMCTMK6;1;195.7536882;195.7536882
CTS-HW-0091;9;76.6618;689.9562
CTS-HW-0092;3;90.1918;270.5754
VWR30G500;3;192.80158488;578.40475464
MMICP-RS-16CBK;3;94.259;282.777
DI-BM/CA/1;1;626.1028;626.1028
L3P3AC7X;2;185.0084;370.0168
U3P3ZC25;3;232.5684;697.7052
EVE-E46-INT;3;456.576;1369.728
EVE-RS5-CF-INT;4;1193.1;4772.4
EVE-N55V2-CF-INT;4;646.488;2585.952
EVE-E60V2-CF-INT;4;713.4;2853.6
EVE-2TFSI-CF-INT;10;435.42;4354.2
EVE-F10M5-CF-INT;1;1038.12;1038.12
EVE-F8XMV2-CF-INT;2;1176.864;2353.728
EVE-FLC;20;13.776;275.52
EVE-151-G2-FTR;12;41.82;501.84
EVE-661-G2-FTR;16;41.82;669.12
RPF-1721;1;18.6746472;18.6746472
RPF-1566;1;16.51480164;16.51480164
RPF-1512;3;20.35347912;61.06043736
RPF-1747;1;18.6746472;18.6746472
RPF-1869;4;36.34010892;145.36043568
VWR13G500;5;217.57850316;1087.8925158
VWR19G703;6;43.26293268;259.57759608
DP-BM/SS/3;1;826.765;826.765
FMVWQS;10;51.08176224;510.8176224
238SMBO270-PK;3;33.538;100.614
238SMOTSWL270-C;2;23.288;46.576
238SMOP270-PK;1;40.631;40.631
216BFWGBOSM;5;14.719;73.595
CTS-DP-IK1;4;6.15;24.6
VWR180000;52;6.80021244;353.61104688
ATINTVAG28;1;473.33628504;473.33628504
ATINTVAG18-C;1;571.07637036;571.07637036
ATINTVAG15;3;312.82863552;938.48590656
ATINTVAG12;3;341.05753404;1023.17260212
ATINTVAG11;2;283.7508894;567.5017788
ATINTVAG6;2;347.58422892;695.16845784
ATINTVAG8;2;312.82863552;625.65727104
ATINTMINI01;4;220.54946976;882.19787904
ATINTMINI05;1;270.22591764;270.22591764
ATINTMAZ02;1;473.33628504;473.33628504
ATINTMAZ01;3;245.11889196;735.35667588
ATINTFO25;2;149.7744432;299.5488864
ATINTFO26;2;299.70922428;599.41844856
ATINTFO12;2;228.71727;457.43454
ATINTFO44;2;293.20139268;586.40278536
ATINTFO22;2;249.62721588;499.25443176
ATINTREN5;3;297.25699788;891.77099364
ATINTREN3;1;315.35631504;315.35631504
ATINTREN1;3;240.72374772;722.17124316
ATINTVAG7;2;376.02062352;752.04124704
EVE-C7RS6-CF-INT;6;1101.096;6606.576
VWR12G7CUP;2;187.85940552;375.71881104
001422.999502;13;359.037;4667.481
613182.654150;33;37.1952;1227.4416
002352.999505;1;376.6014;376.6014
FMBGFK12;2;24.3807894;48.7615788
001394.999502;10;359.037;3590.37
CTS-EXH-DP-0001-FSI;3;164;492
CTS-TM-MK56-60D;6;49.2;295.2
CTS-EXH-TP-0007;1;67.6418;67.6418
CTS-IT-180;2;135.2918;270.5836
CTS-DB-MK4-60D;9;18.0318;162.2862
CTS-EM-MK456-4-60D;9;49.2;442.8
GTHSB-5;317;1.107;350.919
AC-200-PCVD;73;9.84;718.32
EVE-E9X-CF-INT;4;407.3678;1629.4712
EVE-B58-CF-INT;6;609.096;3654.576
AC-180-CPA;29;12.3;356.7
420103485B;214;5.74;1228.36
ASAF;4;0.2542;1.0168
CTS-AF-275;10;19.6718;196.718
ESR912;3;107.5512;322.6536
MMICP-RS-16HWBK;6;143.418;860.508
883089.000038;1;882.8694;882.8694
FMINDK20;3;94.3164;282.9492
VWR12P1GT;14;184.7658276;2586.7215864
001939.001707;1;323.3916;323.3916
MMBCC-N55-11CBE;7;102.1228;714.8596
MMTS-MIA-99;2;26.158;52.316
MMTS-MIA-90L;4;26.158;104.632
001394.999505;3;382.8006;1148.4018
002352.999502;2;353.3544;706.7088
001394.999998;1;359.037;359.037
001394.001735;3;365.2362;1095.7086
999760.999985;1;328.041;328.041
001394.999529;1;351.8046;351.8046
001243.999978;1;351.288;351.288
001243.999533;1;388.4832;388.4832
000827.999980;1;381.7674;381.7674
001422.999505;2;382.8006;765.6012
EVE-S1-CF-INT;4;299.628;1198.512
FMMK7DP-BLA;2;127.31770836;254.63541672
AC-200-PCVCC;45;9.84;442.8
FMINT11;2;648.4724082;1296.9448164
10.127.203T;3;6.5272;19.5816
210001074;1;177.0216;177.0216
CTS-EXH-DP-0014;4;221.3918;885.5672
FMSCPS53TIK;3;91.11907404;273.35722212
EVE-8VRS3-CF-LHD-INT;3;810.3158;2430.9474
CTS-EXH-TP-0009;3;270.5918;811.7754
AC-RX8-RU;5;23.78;118.9
AC-GR-FU;8;24.6;196.8
ATMSFO71;2;71.59557924;143.19115848
883089.000034;2;739.2546;1478.5092
883089.000071;1;726.3396;726.3396
PF05;24;117.26;2814.24
883089.000035;3;755.7858;2267.3574
043151.271937;4;30.996;123.984
CTS-EM-MK45-6-60D;2;49.2;98.4
CTS-TM-MK4-60D;8;49.2;393.6
AC-RX8-FU;4;23.78;95.12
ATINTVAG19;1;406.68288516;406.68288516
EVE-FK8-CF-INT;12;678.96;8147.52
FMDV13A-POL;1;103.29532128;103.29532128
FMTUBL2;5;42.10284096;210.5142048
FMCT4;1;157.57440948;157.57440948
FMTIA1;3;80.80085988;242.40257964
FMDV13R-POL;1;83.67751008;83.67751008
216BFWGFPSM;6;23.903;143.418
PSHUDOBDII-2;3;41;123
999789.999508;1;363.1698;363.1698
001267.001683;1;359.037;359.037
CTS-EXH-DP-0017;3;270.5918;811.7754
CTS-EXH-DP-0015;1;245.9918;245.9918
CTS-EXH-DP-0003;2;270.5918;541.1836
FMDVF500A-SILVER;2;107.51126436;215.02252872
EVE-E9X-CF-ARB;2;280.932;561.864
VWR1130RS;4;33.99163056;135.96652224
VWR1141S4;2;61.79610528;123.59221056
VWR30G700;3;244.0908432;732.2725296
EVE-F8xM-PF;5;56.088;280.44
MMTS-TC-05L;4;24.6492;98.5968
MMBCC-MS3-07PBE2;1;91.4136;91.4136
MMBCC-370Z-09PBE;2;186.4106;372.8212
MMBCC-350Z-03PBE;3;140.3266;420.9798
MMICP-FOST-13CBK;2;52.2504;104.5008
MMAI-CTR-17;3;214.7334;644.2002
CTS-EM-MQB-60D;1;49.2;49.2
VWR814100;1;200.83734216;200.83734216
001423.000685;2;351.288;702.576
3182654196;3;101.7374;305.2122
06F103483E;19;0.656;12.464
AC-200K04-OT;72;41;2952
CTS-IT-255R-2;12;155.7918;1869.5016
CTS-EXH-TP-0008;11;67.6418;744.0598
CTS-HW-0243;1;39.3518;39.3518
CTS-HW-0242;10;31.5618;315.618
CTS-HW-0248;3;39.3518;118.0554
CTS-EXH-DP-0010;2;248.0418;496.0836
AC-180-DP;20;61.5;1230
AC-N54-DP;21;90.2;1894.2
P3ABS;2;38.048;76.096
AC-200-DP;32;61.5;1968
VWR18G700;18;271.90474956;4894.28549208
FMCCRAD8;1;382.75481448;382.75481448
FMCCRAD9;1;510.89307552;510.89307552
FMHFIP1;2;137.5604694;275.1209388
1K0253144BD;22;4.018;88.396
CTS-HW-257;10;49.1918;491.918
VWR3130RS;11;121.65872436;1338.24596796
VWR3141S4;2;121.65872436;243.31744872
SVAGX005;2;335.6301;671.2602
SHDX014;1;306.7743;306.7743
SAUX045;1;370.3612;370.3612
SAUX074;2;301.432;602.864
SVWX036;2;316.5036;633.0072
SAUX075;1;282.4162;282.4162
KTA253;9;202.81798656;1825.36187904
SFDX073;2;243.2694;486.5388
SFDX066;2;233.2162;466.4324
SFDX071;3;243.3924;730.1772
SFDX082;4;263.7612;1055.0448
SFDX087;2;357.9915;715.983
SVWX020;1;282.408;282.408
SVWX039;1;570.679;570.679
SRNX023;2;163.4014;326.8028
SRNPX027;1;301.4812;301.4812
EVE-B9S5-CF-INT;2;678.96;1357.92
ILFR7H;72;8.692;625.824
IZKR7B;62;6.3304;392.4848
FMTUBL4;6;76.62264336;459.73586016
SVWX051;1;342.6288;342.6288
SFTC006;7;117.916;825.412
SAUC079;6;332.6494;1995.8964
SAUC045;4;235.2416;940.9664
883089.000060;2;750.6198;1501.2396
SVWC052;2;136.0954;272.1908
U5014;381;16.0884;6129.6804
SVAGC005;7;166.4518;1165.1626
SAUC040;2;183.8604;367.7208
SAUC075;2;175.111;350.222
SAUC074;4;175.1602;700.6408
SAUC077;1;422.1524;422.1524
SBMC066;2;115.2346;230.4692
SBMC067;6;115.2346;691.4076
SBMC074;1;211.9782;211.9782
SBMC068;3;145.837;437.511
SBMC075;2;199.096;398.192
SFDC073;6;91.6719;550.0314
SFDP066;4;126.1816;504.7264
SFDC071;1;145.837;145.837
SFDC082;6;101.9178;611.5068
SFDC087;2;192.0604;384.1208
SHDC014;1;162.1222;162.1222
SMBP003;1;97.5554;97.5554
SMBC003;1;292.166;292.166
SMNC011;14;87.0184;1218.2576
883089.000047;1;782.1324;782.1324
883089.000046;3;750.6198;2251.8594
SRNPC027;2;173.6186;347.2372
SRNC022;4;89.6219;358.4876
SVWC042;8;166.4518;1331.6144
SVXC062;3;140.8432;422.5296
SVWX043;2;332.3624;664.7248
034-108-3008;1;51.66;51.66
BKR8EIX;460;6.7568;3108.128
034-1ZZ-0001;1;134.316;134.316
SVWC039;1;287.7708;287.7708
FMTUBL5;4;52.90206876;211.60827504
FMINT12;2;406.032102;812.064204
CTS-HW-308;4;73.7918;295.1672
CTS-TM-AUDI2-50D;6;34.85;209.1
CTS-EM-B8-50D;6;82;492
CTS-EM-B567-50D;5;38.95;194.75
CTS-HW-0225;16;18.0318;288.5088
FMCT3;4;183.90754836;735.63019344
883089.000135A;3;750.6198;2251.8594
883089.000126;1;750.6198;750.6198
SRNC026;2;81.4342;162.8684
034-108-1005;4;351.78;1407.12
034-108-1011;4;198.03;792.12
SVWC043;7;178.7354;1251.1478
R7437-8;175;26.0268;4554.69
R7437-9;294;27.0272;7945.9968
KTA252;5;253.64509452;1268.2254726
CTS-AF-270;5;20.4918;102.459
KDT952;6;16.26014736;97.56088416
JSK-122-BK-TI;3;209.9483064;629.8449192
SBMB050;3;360.3162;1080.9486
WSK-NIS002;3;90.543744;271.631232
BBF38Z;2;81.71572896;163.43145792
BBF15Z;2;91.93962672;183.87925344
BHF78Z;1;83.941596;83.941596
BHF97Z;3;85.83735564;257.51206692
BMF49Z;5;81.71572896;408.5786448
BMF54Z;5;87.31812312;436.5906156
BMF67Z;1;101.18263392;101.18263392
BMF65Z;2;92.40177708;184.80355416
BMF63Z;3;82.70605116;248.11815348
BNF33Z;3;96.56113032;289.68339096
BSF39Z;4;73.50077052;294.00308208
BNF40Z;1;170.48632464;170.48632464
BSF45XZ;3;89.94011904;269.82035712
BWF22Z;8;89.94011904;719.52095232
SAU077;1;496.7314;496.7314
BMF58X;2;113.19854328;226.39708656
BMF48;2;82.70605116;165.41210232
SVWC051;3;214.5858;643.7574
BBR38Z;2;87.31812312;174.63624624
SBMR050;1;255.0282;255.0282
883089.000127;2;782.1324;1564.2648
BHR97Z;2;71.67103236;143.34206472
BMR65XXZ;1;100.61673552;100.61673552
BMR12Z;5;73.51020216;367.5510108
PLFR5A;12;6.4534;77.4408
SBMC050;2;153.135;306.27
BMR81Z;3;73.46304396;220.38913188
BMR77Z;4;69.39800712;277.59202848
BMR94Z;3;119.65921668;358.97765004
BMR92Z;1;81.71572896;81.71572896
BMR96Z;1;91.93962672;91.93962672
BNR30Z;6;87.31812312;523.90873872
SAUC030;5;89.6342;448.171
BNR37Z;1;81.71572896;81.71572896
BNR36XZ;1;91.93962672;91.93962672
BSR53Z;3;73.51020216;220.53060648
BSR49XZ;4;81.71572896;326.86291584
BWR25XZ;7;89.94011904;629.58083328
SFD073;2;255.5612;511.1224
BKR7EIX;662;6.3796;4223.2952
ATINTMAZ05;2;249.63664752;499.27329504
ATINTFO20;3;189.55710072;568.67130216
ATMSFO25;1;308.82018852;308.82018852
KBR39;2;59.59853316;119.19706632
034-101-3066;6;17.589;105.534
KTA255;7;173.24979516;1212.74856612
KLC167A;21;57.75936336;1212.94663056
KLC173;1;51.32698488;51.32698488
KLC142;3;51.33641652;154.00924956
KLC204;5;53.22274452;266.1137226
KLC217;6;51.33641652;308.01849912
KLC205;5;51.06289896;255.3144948
KLC102;4;51.33641652;205.34566608
KLC110;4;57.74993172;230.99972688
KLC140-335;4;57.75936336;231.03745344
KLC106;4;57.75936336;231.03745344
KLC172;2;51.33641652;102.67283304
KLC202;10;57.75936336;577.5936336
KLC182;4;51.33641652;205.34566608
KLC139;9;52.97752188;476.79769692
KLC144;24;46.65832308;1119.79975392
KLC141;20;57.75936336;1155.1872672
KLC163;4;57.75936336;231.03745344
KLC150;2;47.1582;94.3164
SBMB062;2;371.1566;742.3132
KTA107;1;98.15507748;98.15507748
KCA395;5;87.31812312;436.5906156
KCA313;8;87.31812312;698.54498496
SRNS026;2;243.3842;486.7684
SBM011;1;231.2974;231.2974
BNR20XZ;5;77.61296556;388.0648278
BWF19XZ;10;91.93962672;919.3962672
BWR20XZ;9;91.93962672;827.45664048
W13204;7;8.13007368;56.91051576
W13203;3;6.78134916;20.34404748
KDT925;4;23.89034412;95.56137648
KDT924;3;40.65980004;121.97940012
KBR38;3;28.08742392;84.26227176
FMCCRAD6;2;374.33235996;748.66471992
SFDC066;6;75.9525;455.715
SAUC054;4;117.2846;469.1384
SAUP044;4;194.627;778.508
KLC198;6;51.33641652;308.01849912
KLC140-295;3;57.75936336;173.27809008
KTA216A;2;138.14523108;276.29046216
SVXC060;1;97.5472;97.5472
SVXC059;2;107.5512;215.1024
BHR67Z;3;87.31812312;261.95436936
BFF96Z;3;91.93962672;275.81888016
BFR78Z;3;91.93962672;275.81888016
CTS-HW-216-AWD;3;39.3518;118.0554
CTS-HW-216-FWD;2;39.3518;78.7036
MMTS-EVO-10L;3;24.1654;72.4962
TP-CS/1;2;449.319;898.638
M-FI/SS/1H/1;2;589.5226;1179.0452
IKR9J8;60;7.1668;430.008
AC-200-DVBO;45;2.05;92.25
SRNC023;3;38.417;115.251
BHF96Z;2;80.08405524;160.16811048
BHR96;3;110.47279932;331.41839796
BNF42Z;4;81.71572896;326.86291584
BNF19Z;2;83.41342416;166.82684832
BNR11XXZ;2;81.71572896;163.43145792
BBF43;3;65.29524372;195.88573116
BBR44;3;87.31812312;261.95436936
BFR80;4;99.33403248;397.33612992
BHR75Z;3;101.18263392;303.54790176
BHR84Z;2;87.31812312;174.63624624
BSF33Z;2;73.51020216;147.02040432
BSR37Z;2;73.51020216;147.02040432
BSR20XZ;4;81.71572896;326.86291584
BAF13;5;73.51020216;367.5510108
BWR22XZ;6;81.71572896;490.29437376
KLC154;6;52.97752188;317.86513128
KLC26;5;43.385544;216.92772
KLC30;1;47.22422148;47.22422148
EVE-M2C-CF-INT;3;974.16;2922.48
SAUC036;1;104.5254;104.5254
MMEXH-MUS8-15XP;18;134.398;2419.164
MMFS-E36-92P;9;127.182;1144.638
L3P3AB9X;2;185.0084;370.0168
L3P3VPO5;3;185.0084;555.0252
U3P3ZC63;4;185.0084;740.0336
KCA472;14;91.93962672;1287.15477408
HP-180;3;87.61050396;262.83151188
EVE-F9XM5M8-CF-INT;2;1030.74;2061.48
AC-MQB-IC;57;150.88;8600.16
BWF20XZ;3;91.93962672;275.81888016
BWR21XZ;4;91.93962672;367.75850688
VWR150000;19;51.48732276;978.25913244
VWR120000;43;20.62699668;886.96085724
SMBC004;2;198.399;396.798
WSK-VWN005;2;73.46304396;146.92608792
BFF95Z;1;106.28515116;106.28515116
BFR68Z;1;99.23971608;99.23971608
BMF55Z;1;83.41342416;83.41342416
KLC174;2;51.33641652;102.67283304
KLC179;4;59.59853316;238.39413264
WSK-VWN006;3;65.29524372;195.88573116
WSK-FRD010;2;61.59804084;123.19608168
