REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
BM23;1;247.83410384;247.83410384
SE10;1;202.6731352;202.6731352
FD43;1;135.2958836;135.2958836
SU81;1;100.65738128;100.65738128
ACSP1;58;4.1;237.8
AC-204-FU;10;39.36;393.6
AC-E46-FU;13;77.9;1012.7
AC-FU-E36;14;36.9;516.6
AC-S2K-FU;9;24.6;221.4
FMBGFK2;3;22.7871932;68.3615796
AC-HD1-FU;1;18.86;18.86
RD3025;5;180.4902;902.451
SP1128WB;10;186.1236;1861.236
FMDV14T;8;36.95167312;295.61338496
FMDVK04D;5;79.57307552;397.8653776
FMDVSUB01;5;89.56400472;447.8200236
FMDVATSI-P;2;120.45221736;240.90443472
FMDV004-P;2;60.03416472;120.06832944
FMINTLFS;1;348.68835072;348.68835072
216BFWAEBOSM;20;23.575;471.5
AC-NC-FU;8;24.6;196.8
216BFWAOTSM;31;17.712;549.072
216BFWAOPSM;30;20.582;617.46
VIB-1458;84;0.287;24.108
RN10;2;37.28634464;74.57268928
RN09;2;150.48406464;300.96812928
ECA3015;3;116.4564;349.3692
ESR371WB;2;138.5226;277.0452
SP2070P;4;149.2236;596.8944
EVO1206;6;202.663;1215.978
FMWRX301-A;3;72.33826472;217.01479416
216EVOWGAFRWB4.9-WO;4;91.84;367.36
216EVOAFRWB4.9-WO;6;91.84;551.04
MMAI-CLA45-14BK;35;177.1692;6200.922
RN12;1;219.88903192;219.88903192
JSK-101-DD;20;162.04991864;3240.9983728
MMRAD-350Z-07;1;141.8846;141.8846
MMRAD-370Z-09;2;231.732;463.464
MMTS-S2K-00L;3;24.641;73.923
MMFAN-SWITCH;1;14.6042;14.6042
200001032;2;369.9594;739.9188
CTS-IT-105R;36;123;4428
200001076;1;414.8216;414.8216
500001010;1;408.2698;408.2698
500001014;1;217.054;217.054
FMDVK04SA;15;79.57307552;1193.5961328
FMDV2A;2;107.90203536;215.80407072
FMDVA45A;2;63.98132;127.96264
FMDVST180A;2;120.45221736;240.90443472
FMDV14TSI;1;36.95167312;36.95167312
FMBGFK6;2;25.30707288;50.61414576
FMPCVD1;9;47.67100504;429.03904536
SES1989TT;5;778.098;3890.49
CTS-HW-031;17;61.5;1045.5
CTS-IT-250;14;171.3718;2399.2052
CTS-IT-220R;19;135.3;2570.7
CTS-HW-030;11;45.0918;496.0098
CTS-IT-110;4;103.7218;414.8872
CTS-HW-0090;4;81.1718;324.6872
CTS-HW-0151;30;90.1918;2705.754
CTS-IT-270R;26;142.2618;3698.8068
CTS-HW-0099;1;90.1918;90.1918
FMINTMRS;1;421.25301088;421.25301088
MMRAD-E46-01;6;274.5606;1647.3636
MMRAD-E36-92;8;117.8258;942.6064
MMRAD-RSF-09;4;228.78;915.12
CTS-IT-500;13;76.6618;996.6034
MMRAD-GLF-94;1;144.7136;144.7136
MMRAD-MK5-08;5;144.7136;723.568
MMRAD-GLF-99;3;144.7218;434.1654
MMRAD-B4-90;5;136.18314;680.9157
MMRAD-BRZ-13;4;131.487;525.948
CTS-IT-280;10;69.7;697
MMRAD-R35-09;1;229.9198;229.9198
MMRAD-MIA-99;6;103.3118;619.8708
MMRAD-RX8-04;5;126.7966;633.983
MMRAD-240-89KA;5;111.4216;557.108
MMRAD-CIV-02SI;5;114.4064;572.032
MMRAD-INT-94;2;118.68516;237.37032
MMRAD-EVO-01;2;145.4352;290.8704
MMRAD-EVO-10;2;148.1576;296.3152
MMAI-350Z-03H;10;95.366;953.66
MMTS-S4-00L;3;24.6492;73.9476
MMTS-E90-07;9;29.0772;261.6948
MMTS-CIV-92L;2;23.6898;47.3796
MMTS-350Z-03L;3;23.2634;69.7902
MMTS-350Z-07;3;24.6492;73.9476
MMTS-WRX-01;1;28.7574;28.7574
MMTS-GTR-09;1;41.8364;41.8364
MMTS-BRZ-13;2;22.55;45.1
MMTS-RX8-04L;7;25.1412;175.9884
MMTS-RSX-02;2;24.6;49.2
MMTS-EVO-01;3;23.6898;71.0694
MMTS-FIST-14;5;24.6492;123.246
CTS-CC-GOLFR;2;196.7918;393.5836
CTS-CC-MK5FSI;5;213.1918;1065.959
MMDP-MUS4-15CAT;2;238.0952;476.1904
216EVOEOP-RB;3;37.597;112.791
216EVOOT-RB;6;22.55;135.3
216EVOWT-C;5;22.55;112.75
CTS-20T-MK5-DF;3;328;984
CTS-HS-150;5;12.3;61.5
CTS-IT-285;16;39.3518;629.6288
CTS-SIL-NOISE;4;13.5218;54.0872
CTS-IT-600;8;69.7;557.6
CTS-IT-275;14;90.1918;1262.6852
"CTS-HW-036 ARP";6;77.0718;462.4308
CTS-HW-0199;14;36.0718;505.0052
MMOC-E46-01;6;364.777;2188.662
FMARSDV;1;206.82699936;206.82699936
FMMK5FMIC;6;392.87483464;2357.24900784
FMINT32;4;419.8651084;1679.4604336
FMINDST180;6;92.65479464;555.92876784
FMIND05;3;135.38447312;406.15341936
216EVOEGT;14;42.927;600.978
MMOC-MIA-99T;2;192.9624;385.9248
MMOC-EVO-08;2;268.7796;537.5592
AC-MK4-FU;6;32.8;196.8
MMBCC-N54-06CBE2;5;97.5144;487.572
EVO9200;7;167.2718;1170.9026
EVO300E;11;174.6272;1920.8992
MMBCC-FIST-14PBE;4;87.8712;351.4848
MMBCC-FOST-13PBE2;2;91.6596;183.3192
MMBCC-MUS4-15PBE;3;74.9234;224.7702
MMBCC-BRZ-13PBE;3;89.6506;268.9518
MMBCC-STI-08SBE;1;201.146;201.146
CTS-IT-020;2;69.7;139.4
MMHOSE-MIA-90HHBK;2;28.5606;57.1212
MMHOSE-MIA-94HHBK;2;31.21822;62.43644
216BFWAWTSM;19;17.712;336.528
216BFWAVOSM;23;16.236;373.428
216BFWGEBOSM;4;24.887;99.548
216BFWGOPSM;8;21.894;175.152
216BFWGOTSM;7;19.065;133.455
MMHOSE-R35-09BK;1;43.0336;43.0336
FMBGFK3;4;24.9527148;99.8108592
FMDVRMR;2;71.14722784;142.29445568
MMRAD-K20-EK;1;145.2384;145.2384
MMRAD-K20-EG;2;130.4128;260.8256
FMDVCS14A;3;79.57307552;238.71922656
FMBM335DV1;4;216.059996;864.239984
CTS-HW-028;3;45.0918;135.2754
CTS-HW-049;2;14.7518;29.5036
JSK-118;1;213.22513136;213.22513136
S-RE/T/1;1;1424.4712;1424.4712
E-BM/T/3;1;1266.0554;1266.0554
TP-CT/26;1;903.4432;903.4432
M-BM/T/8H;1;2014.0758;2014.0758
CTS-EXH-DP-0007;3;360.7918;1082.3754
FMINTRS3;1;695.2308664;695.2308664
FMINT2TTRS;1;695.2308664;695.2308664
FMINTTTS;1;338.52024248;338.52024248
