FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;ADQNIF;ERRO
INTRA-CH;202504;513881387;JE-384914;87082910;NL;NL;10;EXW;11;3;;3;1;471;;
INTRA-CH;202504;513881387;PFR8S8EG;85111000;DE;DE;10;EXW;11;3;;0,2;46;402;;
INTRA-CH;202504;513881387;IFR7X8G;85111000;DE;DE;10;EXW;11;3;;0,2;8;95;;
INTRA-CH;202504;513881387;SVA0714-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;82;;
INTRA-CH;202504;513881387;SME0460-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202504;513881387;R-AUD-010-I;84833080;NL;NL;10;EXW;11;3;;3,3;2;721;;
INTRA-CH;202504;513881387;353850;87082910;NL;NL;10;EXW;11;3;;2,5;5;2149;;
INTRA-CH;202504;513881387;SBW1171-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202504;513881387;SSE0428-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;123;;
INTRA-CH;202504;513881387;SBW0261-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;5;252;;
INTRA-CH;202504;513881387;SSZ0205-6P-RD;87083091;ES;ES;10;EXW;11;3;;0,6;1;61;;
INTRA-CH;202504;513881387;SSZ0205-6P-RD;87083091;ES;ES;10;EXW;11;3;;0,6;1;61;;
INTRA-CH;202504;513881387;SSU8003-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;3;151;;
INTRA-CH;202504;513881387;SHY0900-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,8;1;50;;
INTRA-CH;202504;513881387;SHY0800-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,8;2;101;;
INTRA-CH;202504;513881387;SFD0121-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202504;513881387;SHD0398-4C-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;74;;
INTRA-CH;202504;513881387;SVA1350-4P-YE;87083091;ES;ES;10;EXW;11;3;;0,5;1;61;;
INTRA-CH;202504;513881387;SVW0620-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202504;513881387;SFD1300-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202504;513881387;SRN0405-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;41;;
INTRA-CH;202504;513881387;SSZ0205-6P-BK;87083091;ES;ES;10;EXW;11;3;;0,6;2;122;;
INTRA-CH;202504;513881387;SSZ0205-6P-BK;87083091;ES;ES;10;EXW;11;3;;0,6;2;122;;
INTRA-CH;202504;513881387;SBW1178-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202504;513881387;SMA0112-4P-RD;87083091;ES;ES;10;EXW;11;3;;0,5;2;122;;
INTRA-CH;202504;513881387;SAU0631-4C-BK;87083091;ES;ES;10;EXW;11;3;;0,5;1;63;;
INTRA-CH;202504;513881387;SVA1300-6P-RD;87083091;ES;ES;10;EXW;11;3;;0,7;1;80;;
INTRA-CH;202504;513881387;SSE0432-4P-BK;87083091;ES;ES;10;EXW;11;3;;0,5;2;101;;
INTRA-CH;202504;513881387;SBW0261-4P-EB;87083091;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202504;513881387;SFT0658-6P-BK;87083091;ES;ES;10;EXW;11;3;;0,7;1;61;;
INTRA-CH;202504;513881387;SSU0511-4P-BK;87089997;ES;ES;10;EXW;11;3;;0,5;1;50;;
INTRA-CH;202504;513881387;ILTR6A-8G;87089997;DE;DE;10;EXW;11;3;;0,1;1;10;;
INTRA-CH;202504;513881387;ILFR6B;85111000;DE;DE;10;EXW;11;3;;0,1;40;286;;
INTRA-CH;202504;513881387;WI-BM/CA/1/G;87089235;SI;SI;10;EXW;11;3;;12;1;2673;;
