Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
Armytrix;Armytrix;" FDF3R-DDC";;7;680.51;305.10;90.000000;28.000000;22.000000;5.060000;;"Armytrix, FDF3R-DDx-Z,  FDF3R-DDC";;"Armytrix, FDF3R-DDx-Z,  FDF3R-DDC";armytrix-fdf3r-ddc
Armytrix;Armytrix;" FDF3R-DD";;7;419.51;194.00;90.000000;28.000000;22.000000;5.060000;;"Armytrix, FDF3R-DDx-Z,  FDF3R-DD";;"Armytrix, FDF3R-DDx-Z,  FDF3R-DD";armytrix-fdf3r-dd
Armytrix;Armytrix;" TOGRZ-DS38C";;7;2517.07;1161.00;130.000000;68.000000;32.000000;28.000000;;"Armytrix, TOGRZ-DS38x-Z,  TOGRZ-DS38C";;"Armytrix, TOGRZ-DS38x-Z,  TOGRZ-DS38C";armytrix-togrz-ds38c
Armytrix;Armytrix;TOS3E6-DC33B;;7;2731.63;1399.50;126.000000;65.000000;28.000000;31.500000;;"Armytrix, TOS3E6-DC33x-Z, TOS3E6-DC33B";;"Armytrix, TOS3E6-DC33x-Z, TOS3E6-DC33B";armytrix-tos3e6-dc33b
Armytrix;Armytrix;TOS3E6-DC33M;;7;2749.63;1408.50;126.000000;65.000000;28.000000;31.500000;;"Armytrix, TOS3E6-DC33x-Z, TOS3E6-DC33M";;"Armytrix, TOS3E6-DC33x-Z, TOS3E6-DC33M";armytrix-tos3e6-dc33m
Armytrix;Armytrix;NI35S-QS12;;7;3935.12;1836.00;161.000000;56.000000;31.000000;30.800000;;"Armytrix, NI35S-QS12x-Z, NI35S-QS12";;"Armytrix, NI35S-QS12x-Z, NI35S-QS12";armytrix-ni35s-qs12
Armytrix;Armytrix;VWG8R-QS38;;7;3935.12;1566.00;126.000000;67.000000;28.000000;28.200000;;"Armytrix, VWG8R-QS38x-Z, VWG8R-QS38";;"Armytrix, VWG8R-QS38x-Z, VWG8R-QS38";armytrix-vwg8r-qs38
Armytrix;Armytrix;CZ6C7-X/CZ6C7-QS28C;;7;3483.00;1741.50;159.000000;63.000000;45.000000;37.750000;;"Armytrix, CZ6C7-X/CZ6C7-QS28C, ";;"Armytrix, CZ6C7-X/CZ6C7-QS28C, ";armytrix-cz6c7-x-cz6c7-qs28c
Armytrix;Armytrix;BMF87-QS38;;7;3837.56;1791.00;131.000000;69.000000;31.000000;35.500000;;"Armytrix, BMF87-QS38x-Z, BMF87-QS38";;"Armytrix, BMF87-QS38x-Z, BMF87-QS38";armytrix-bmf87-qs38
Armytrix;Armytrix;BMF8M-QS11;;7;4813.17;2241.00;129.000000;68.000000;32.000000;41.200000;;"Armytrix, BMF8M-QS11x-Z, BMF8M-QS11";;"Armytrix, BMF8M-QS11x-Z, BMF8M-QS11";armytrix-bmf8m-qs11
Armytrix;Armytrix;BMF2B-DS11;;7;3079.76;1431.00;129.000000;69.000000;31.000000;32.750000;;"Armytrix, BMF2B-DS11x-Z, BMF2B-DS11";;"Armytrix, BMF2B-DS11x-Z, BMF2B-DS11";armytrix-bmf2b-ds11
Armytrix;Armytrix;BMF43-DS38;;7;3177.32;1476.00;130.000000;69.000000;32.000000;31.750000;;"Armytrix, BMF43-DS38x-Z, BMF43-DS38";;"Armytrix, BMF43-DS38x-Z, BMF43-DS38";armytrix-bmf43-ds38
Armytrix;Armytrix;BMG8M-QS38;;7;5008.29;2331.00;126.000000;80.000000;32.000000;47.250000;;"Armytrix, BMG8M-QS38x-Z, BMG8M-QS38";;"Armytrix, BMG8M-QS38x-Z, BMG8M-QS38";armytrix-bmg8m-qs38
Armytrix;Armytrix;AU94S-QS14;;7;4422.93;2061.00;160.000000;56.000000;31.000000;42.850000;;"Armytrix, AU94S-QS14x-Z, AU94S-QS14";;"Armytrix, AU94S-QS14x-Z, AU94S-QS14";armytrix-au94s-qs14
Armytrix;Armytrix;AUVS4-QS11;;7;3252.20;1521.00;126.000000;66.000000;28.000000;29.900000;;"Armytrix, AUVS4-QS11x-Z, AUVS4-QS11";;"Armytrix, AUVS4-QS11x-Z, AUVS4-QS11";armytrix-auvs4-qs11
Armytrix;Armytrix;AUVS5-QS11;;7;3252.20;1386.00;126.000000;66.000000;28.000000;27.150000;;"Armytrix, AUVS5-QS11x-Z, AUVS5-QS11";;"Armytrix, AUVS5-QS11x-Z, AUVS5-QS11";armytrix-auvs5-qs11
Armytrix;Armytrix;NI35S-AFNI35S-QC12M;;7;5491.71;2056.50;150.000000;69.000000;34.000000;44.000000;;"Armytrix, NI35S-BFNI35S-BQS12x-Z, NI35S-AFNI35S-QC12M";;"Armytrix, NI35S-BFNI35S-BQS12x-Z, NI35S-AFNI35S-QC12M";armytrix-ni35s-afni35s-qc12m
Armytrix;Armytrix;SUZ8B-DS12;;7;3177.32;1476.00;120.000000;60.000000;23.000000;18.000000;;"Armytrix, SUZ8B-DSx-Z, SUZ8B-DS12";;"Armytrix, SUZ8B-DSx-Z, SUZ8B-DS12";armytrix-suz8b-ds12
Armytrix;Armytrix;VWG6T-DS21B;;7;2523.61;1084.50;150.000000;50.000000;30.000000;25.000000;;"Armytrix, VWG6T-DS21x-Z, VWG6T-DS21B";;"Armytrix, VWG6T-DS21x-Z, VWG6T-DS21B";armytrix-vwg6t-ds21b
Armytrix;Armytrix;VWG6T-DD;;7;673.17;310.50;110.000000;50.000000;30.000000;15.000000;;"Armytrix, VWG6T-DD, ";;"Armytrix, VWG6T-DD, ";armytrix-vwg6t-dd
