Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
"Injen Technology";"Injen Technology";RD3025;;7;286.17;198.10;34.000000;23.000000;66.000000;3.300000;;"Injen Technology, RD3025, ";;"Injen Technology, RD3025, ";injen-technology-rd3025
"Injen Technology";"Injen Technology";SP1126-P;;7;393.14;255.14;95.000000;35.000000;24.000000;5.100000;;"Injen Technology, SP1126-Z, SP1126-P";;"Injen Technology, SP1126-Z, SP1126-P";injen-technology-sp1126-p
"Injen Technology";"Injen Technology";ECA981P;;7;322.76;175.60;94.000000;35.000000;23.000000;4.200000;;"Injen Technology, ECA981-Z-Z, ECA981P";;"Injen Technology, ECA981-Z-Z, ECA981P";injen-technology-eca981p
"Injen Technology";"Injen Technology";ECA981BLK;;7;322.76;175.60;94.000000;35.000000;23.000000;4.200000;;"Injen Technology, ECA981-Z-Z, ECA981BLK";;"Injen Technology, ECA981-Z-Z, ECA981BLK";injen-technology-eca981blk
"Injen Technology";"Injen Technology";ESR980P;;7;297.58;170.05;34.000000;56.000000;24.000000;4.200000;;"Injen Technology, ESR980-Z, ESR980P";;"Injen Technology, ESR980-Z, ESR980P";injen-technology-esr980p
"Injen Technology";"Injen Technology";ESR980WB;;7;297.58;170.05;34.000000;56.000000;24.000000;4.200000;;"Injen Technology, ESR980-Z, ESR980WB";;"Injen Technology, ESR980-Z, ESR980WB";injen-technology-esr980wb
"Injen Technology";"Injen Technology";ECA913P;;7;282.92;140.04;34.000000;23.000000;67.000000;3.600000;;"Injen Technology, ECA913-Z, ECA913P";;"Injen Technology, ECA913-Z, ECA913P";injen-technology-eca913p
"Injen Technology";"Injen Technology";ECA1305WR;;7;330.07;154.27;95.000000;35.000000;23.000000;3.100000;;"Injen Technology, ECA1305-Z, ECA1305WR";;"Injen Technology, ECA1305-Z, ECA1305WR";injen-technology-eca1305wr
"Injen Technology";"Injen Technology";ECA1305WB;;7;330.07;154.27;95.000000;35.000000;23.000000;3.100000;;"Injen Technology, ECA1305-Z, ECA1305WB";;"Injen Technology, ECA1305-Z, ECA1305WB";injen-technology-eca1305wb
"Injen Technology";"Injen Technology";ECA1578P;;7;317.07;156.04;34.000000;23.000000;66.000000;4.100000;;"Injen Technology, ECA1578-Z, ECA1578P";;"Injen Technology, ECA1578-Z, ECA1578P";injen-technology-eca1578p
