Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
"DBA Brakes";"DBA Brakes";DBA601S-2;;7;310.34;155.17;38.000000;39.000000;16.000000;17.000000;;"DBA Brakes, DBA601S-2, ";;"DBA Brakes, DBA601S-2, ";dba-brakes-dba601s-2
"DBA Brakes";"DBA Brakes";DBA42698S-2;;7;400.50;240.29;42.000000;38.000000;15.000000;26.500000;;"DBA Brakes, DBA42698S-2, ";;"DBA Brakes, DBA42698S-2, ";dba-brakes-dba42698s-2
"DBA Brakes";"DBA Brakes";DBA42224S-2;;7;400.50;240.30;37.000000;36.000000;8.000000;24.100000;;"DBA Brakes, DBA42224S-2, ";;"DBA Brakes, DBA42224S-2, ";dba-brakes-dba42224s-2
"DBA Brakes";"DBA Brakes";DBA42225S-2;;7;400.50;240.30;36.000000;37.000000;16.000000;18.500000;;"DBA Brakes, DBA42225S-2, ";;"DBA Brakes, DBA42225S-2, ";dba-brakes-dba42225s-2
"DBA Brakes";"DBA Brakes";DBA42656S-10-2;;7;370.56;222.33;37.000000;36.000000;16.000000;16.800000;;"DBA Brakes, DBA42656S-10-2, ";;"DBA Brakes, DBA42656S-10-2, ";dba-brakes-dba42656s-10-2
"DBA Brakes";"DBA Brakes";DBA4654S-10-2;;7;371.74;223.04;36.000000;37.000000;16.000000;20.000000;;"DBA Brakes, DBA4654S-10-2, ";;"DBA Brakes, DBA4654S-10-2, ";dba-brakes-dba4654s-10-2
"DBA Brakes";"DBA Brakes";DBA42280S-2;;7;353.60;212.16;37.000000;38.000000;16.000000;25.200000;;"DBA Brakes, DBA42280S-2, ";;"DBA Brakes, DBA42280S-2, ";dba-brakes-dba42280s-2
"DBA Brakes";"DBA Brakes";DBA42676S-2;;7;357.60;214.56;36.000000;8.000000;37.000000;25.000000;;"DBA Brakes, DBA42676S-2, ";;"DBA Brakes, DBA42676S-2, ";dba-brakes-dba42676s-2
"DBA Brakes";"DBA Brakes";DBA53002WSLVXD-2;;7;1024.62;717.23;42.000000;44.000000;16.000000;29.000000;;"DBA Brakes, DBA53002WSLVXD-2, ";;"DBA Brakes, DBA53002WSLVXD-2, ";dba-brakes-dba53002wslvxd-2
"DBA Brakes";"DBA Brakes";DBA600S-2;;7;336.00;201.60;35.000000;36.000000;16.000000;19.000000;;"DBA Brakes, DBA600S-2, ";;"DBA Brakes, DBA600S-2, ";dba-brakes-dba600s-2
"DBA Brakes";"DBA Brakes";DBA2500S-2;;7;213.76;128.26;33.000000;34.000000;12.000000;15.000000;;"DBA Brakes, DBA2500S-2, ";;"DBA Brakes, DBA2500S-2, ";dba-brakes-dba2500s-2
"DBA Brakes";"DBA Brakes";DBA52844SLVS-2;;7;913.80;639.66;39.000000;38.000000;16.000000;24.000000;;"DBA Brakes, DBA52844SLVS-2, ";;"DBA Brakes, DBA52844SLVS-2, ";dba-brakes-dba52844slvs-2
"DBA Brakes";"DBA Brakes";DBA4838S-2;;7;324.48;194.69;47.000000;17.000000;35.000000;18.200000;;"DBA Brakes, DBA4838S-2, ";;"DBA Brakes, DBA4838S-2, ";dba-brakes-dba4838s-2
"DBA Brakes";"DBA Brakes";DBA42677S-2;;7;332.80;199.68;36.000000;37.000000;16.000000;21.000000;;"DBA Brakes, DBA42677S-2, ";;"DBA Brakes, DBA42677S-2, ";dba-brakes-dba42677s-2
"DBA Brakes";"DBA Brakes";DBA42809S-2;;7;267.36;160.42;47.000000;17.000000;35.000000;15.000000;;"DBA Brakes, DBA42809S-2, ";;"DBA Brakes, DBA42809S-2, ";dba-brakes-dba42809s-2
