Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
;;1C7009A;;7;138.20;102.05;25.000000;19.000000;21.000000;1.950000;;", 1C7009A, ";;", 1C7009A, ";1c7009a
;;00B001B;;7;24.38;18.40;8.000000;8.000000;8.000000;0.250000;;", 00B001B, ";;", 00B001B, ";00b001b
;;00B009SB;;7;127.57;102.05;24.000000;20.000000;20.000000;1.300000;;", 00B009SB, ";;", 00B009SB, ";00b009sb
;;429540AT;;7;184.54;147.20;38.000000;12.000000;108.000000;3.450000;;", 429540AT, ";;", 429540AT, ";429540at
;;566541A;;7;243.89;184.00;19.000000;17.000000;103.000000;3.900000;;", 566541A, ";;", 566541A, ";566541a
;;965541A;;7;146.33;110.40;110.000000;10.000000;22.000000;2.000000;;", 965541A, ";;", 965541A, ";965541a
;;429541A;;7;138.20;110.40;19.000000;18.000000;103.000000;2.250000;;", 429541A, ";;", 429541A, ";429541a
;;1C7536A;;7;203.24;147.20;17.000000;9.000000;107.000000;2.100000;;", 1C7536A, ";;", 1C7536A, ";1c7536a
;;1C7911PS;;7;186.98;140.63;29.000000;27.000000;26.000000;1.500000;;", 1C7911PS, ";;", 1C7911PS, ";1c7911ps
;;3C4911PS;;7;211.37;161.92;7.000000;9.000000;31.000000;0.750000;;", 3C4911PS, ";;", 3C4911PS, ";3c4911ps
;;222462A;;7;447.15;142.59;24.000000;52.000000;19.000000;5.850000;;", 222462A, ";;", 222462A, ";222462a
;;1C2492R;;7;373.98;302.98;23.000000;7.000000;92.000000;3.600000;;", 1C2492R, ";;", 1C2492R, ";1c2492r
;;1C2017F;;7;113.81;86.11;12.000000;22.000000;6.000000;0.800000;;", 1C2017F, ";;", 1C2017F, ";1c2017f
;;1C2492TP;;7;243.89;191.36;15.000000;8.000000;136.000000;3.650000;;", 1C2492TP, ";;", 1C2492TP, ";1c2492tp
;;565046A;;7;97.55;74.52;22.000000;43.000000;10.000000;0.900000;;", 565046A, ";;", 565046A, ";565046a
;;566270C20;;7;349.59;263.12;142.000000;124.000000;23.000000;19.200000;;", 566270C20, ";;", 566270C20, ";566270c20
;;564270C20;;7;349.59;263.12;142.000000;123.000000;23.000000;19.700000;;", 564270C20, ";;", 564270C20, ";564270c20
