Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
;;DB42FK;;7;286.38;143.19;44.000000;27.000000;27.000000;12.100000;;", DB42FK, ";;", DB42FK, ";db42fk
;;FRDZ33K;;7;1318.68;857.14;81.000000;33.000000;34.000000;34.150000;;", FRDZ33K, ";;", FRDZ33K, ";frdz33k
;;FRDGXPA16K;;7;1318.68;857.14;82.000000;34.000000;34.000000;28.000000;;", FRDGXPA16K, ";;", FRDGXPA16K, ";frdgxpa16k
;;FRDZN6K;;7;1318.68;857.14;80.000000;34.000000;34.000000;26.600000;;", FRDZN6K, ";;", FRDZN6K, ";frdzn6k
;;Z34FK;;7;253.08;126.54;44.000000;28.000000;28.000000;13.000000;;", Z34FK, ";;", Z34FK, ";z34fk
;;FK8FK;;7;286.38;143.19;39.000000;31.000000;31.000000;12.000000;;", FK8FK, ";;", FK8FK, ";fk8fk
;;GXPA16FK;;7;286.38;143.19;39.000000;32.000000;31.000000;12.200000;;", GXPA16FK, ";;", GXPA16FK, ";gxpa16fk
;;ZN8FK;;7;266.40;133.20;44.000000;27.000000;27.000000;8.000000;;", ZN8FK, ";;", ZN8FK, ";zn8fk
;;PST77;;7;133.20;79.92;104.000000;22.000000;13.000000;3.200000;;", PST77, ";;", PST77, ";pst77
;;UBT44;;7;246.42;147.85;110.000000;18.000000;28.000000;2.400000;;", UBT44, ";;", UBT44, ";ubt44
;;UBT45;;7;246.42;147.85;83.000000;52.000000;12.000000;2.400000;;", UBT45, ";;", UBT45, ";ubt45
;;PT32;;7;166.50;99.90;110.000000;17.000000;26.000000;4.300000;;", PT32, ";;", PT32, ";pt32
;;CRZ34K;;7;691.31;449.35;81.000000;34.000000;34.000000;30.000000;;", CRZ34K, ";;", CRZ34K, ";crz34k
;;CRZ33K;;7;691.31;449.35;81.000000;34.000000;34.000000;30.000000;;", CRZ33K, ";;", CRZ33K, ";crz33k
;;CRSE3PK;;7;558.11;362.77;81.000000;34.000000;34.000000;21.000000;;", CRSE3PK, ";;", CRSE3PK, ";crse3pk
;;PT34;;7;239.76;143.86;129.000000;20.000000;29.000000;6.300000;;", PT34, ";;", PT34, ";pt34
;;PT34B;;7;239.76;143.86;112.000000;17.000000;28.000000;5.000000;;", PT34B, ";;", PT34B, ";pt34b
;;NSF8;;7;113.22;67.93;103.000000;21.000000;12.000000;3.300000;;", NSF8, ";;", NSF8, ";nsf8
;;PSH52;;7;133.20;79.92;132.000000;21.000000;12.000000;3.500000;;", PSH52, ";;", PSH52, ";psh52
;;NSH21;;7;113.22;67.93;102.000000;22.000000;13.000000;2.400000;;", NSH21, ";;", NSH21, ";nsh21
;;NST36B;;7;113.22;67.93;102.000000;20.000000;12.000000;3.000000;;", NST36B, ";;", NST36B, ";nst36b
;;NST37;;7;106.56;63.94;102.000000;20.000000;12.000000;2.200000;;", NST37, ";;", NST37, ";nst37
;;PST78;;7;133.20;79.92;103.000000;21.000000;13.000000;3.400000;;", PST78, ";;", PST78, ";pst78
;;NSH12;;7;106.56;63.94;102.000000;22.000000;12.000000;3.000000;;", NSH12, ";;", NSH12, ";nsh12
;;UBT39;;7;99.90;59.94;102.000000;8.000000;15.000000;1.100000;;", UBT39, ";;", UBT39, ";ubt39
;;UBH23;;7;119.88;71.93;102.000000;73.000000;13.000000;3.500000;;", UBH23, ";;", UBH23, ";ubh23
;;UBT38B;;7;299.70;179.82;112.000000;18.000000;27.000000;3.400000;;", UBT38B, ";;", UBT38B, ";ubt38b
;;CLPT-SET1;;7;233.10;139.86;112.000000;28.000000;18.000000;3.400000;;", CLPT-SET1, ";;", CLPT-SET1, ";clpt-set1
;;PSH55;;7;126.54;75.92;132.000000;21.000000;12.000000;3.500000;;", PSH55, ";;", PSH55, ";psh55
;;EX-STBNA6CE-F;;7;115.22;69.13;10.000000;20.000000;18.000000;3.000000;;", EX-STBNA6CE-F, ";;", EX-STBNA6CE-F, ";ex-stbna6ce-f
;;EX-STBZ33-F;;7;115.55;69.33;102.000000;20.000000;11.000000;3.300000;;", EX-STBZ33-F, ";;", EX-STBZ33-F, ";ex-stbz33-f
;;EX-STBBL3FW-F;;7;115.55;69.33;132.000000;21.000000;12.000000;3.500000;;", EX-STBBL3FW-F, ";;", EX-STBBL3FW-F, ";ex-stbbl3fw-f
;;CLPT3;;7;293.04;175.82;112.000000;28.000000;18.000000;4.000000;;", CLPT3, ";;", CLPT3, ";clpt3
;;PST79;;7;133.20;79.92;132.000000;21.000000;12.000000;3.000000;;", PST79, ";;", PST79, ";pst79
;;NST80;;7;133.20;79.92;122.000000;21.000000;12.000000;3.000000;;", NST80, ";;", NST80, ";nst80
;;PST81;;7;139.86;83.92;103.000000;21.000000;12.000000;3.000000;;", PST81, ";;", PST81, ";pst81
;;CRND5RCK;;7;558.11;362.77;82.000000;33.000000;35.000000;18.500000;;", CRND5RCK, ";;", CRND5RCK, ";crnd5rck
;;ZC33SFK;;7;226.44;113.22;44.000000;27.000000;27.000000;7.700000;;", ZC33SFK, ";;", ZC33SFK, ";zc33sfk
;;CLPS-SET1;;7;333.00;199.80;102.000000;20.000000;11.000000;3.500000;;", CLPS-SET1, ";;", CLPS-SET1, ";clps-set1
