Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
;;092100171140;;7;203.24;162.00;17.000000;15.000000;5.000000;0.260000;;", 092100171009-Z, 092100171140";;", 092100171009-Z, 092100171140";092100171140
;;092100171100;;7;203.24;162.00;17.000000;15.000000;5.000000;0.260000;;", 092100171009-Z, 092100171100";;", 092100171009-Z, 092100171100";092100171100
;;092100171110;;7;203.24;162.00;17.000000;15.000000;5.000000;0.260000;;", 092100171009-Z, 092100171110";;", 092100171009-Z, 092100171110";092100171110
;;000965202CHR;;7;146.33;120.00;16.000000;7.000000;4.000000;0.500000;;", 000.965.202-Z, 000965202CHR";;", 000.965.202-Z, 000965202CHR";000965202chr
;;000965202BLK;;7;146.33;120.00;16.000000;7.000000;4.000000;0.500000;;", 000.965.202-Z, 000965202BLK";;", 000.965.202-Z, 000965202BLK";000965202blk
;;092121480009G;;7;1788.61;1306.70;47.000000;37.000000;17.000000;2.000000;;", 092121480009G, ";;", 092121480009G, ";092121480009g
;;092.100.600.009G;;7;1290.00;993.30;111.000000;36.000000;23.000000;3.580000;;", 092.100.600.009G, ";;", 092.100.600.009G, ";092-100-600-009g
;;092.100.700.002;;7;370.00;259.00;50.000000;20.000000;15.000000;1.000000;;", 092.100.710.009-Z, 092.100.700.002";;", 092.100.710.009-Z, 092.100.700.002";092-100-700-002
;;092.100.700.001;;7;370.00;259.00;50.000000;20.000000;15.000000;1.000000;;", 092.100.710.009-Z, 092.100.700.001";;", 092.100.710.009-Z, 092.100.700.001";092-100-700-001
;;092.310.510.009M;;7;1150.00;839.50;22.000000;22.000000;22.000000;0.500000;;", 092.310.510.009-Z, 092.310.510.009M";;", 092.310.510.009-Z, 092.310.510.009M";092-310-510-009m
;;092.310.510.009G;;7;1150.00;839.50;22.000000;22.000000;22.000000;0.500000;;", 092.310.510.009-Z, 092.310.510.009G";;", 092.310.510.009-Z, 092.310.510.009G";092-310-510-009g
;;092.121.320.009G;;7;950.00;731.50;46.000000;37.000000;17.000000;1.500000;;", 092.121.320.009G, ";;", 092.121.320.009G, ";092-121-320-009g
;;092300300009;;7;290.00;203.00;46.000000;37.000000;17.000000;1.380000;;", 092300300009, ";;", 092300300009, ";092300300009
;;092350007009;;7;186.98;144.00;22.000000;22.000000;22.000000;1.000000;;", 092350007009, ";;", 092350007009, ";092350007009
;;092.200.180.009;;7;1520.00;1109.60;61.000000;43.000000;15.000000;11.280000;;", 092.200.180.009, ";;", 092.200.180.009, ";092-200-180-009
;;0922F6095040CCC;;7;1999.99;1332.50;60.000000;60.000000;30.000000;15.000000;;", 0922F6095040CCC, ";;", 0922F6095040CCC, ";0922f6095040ccc
;;0922F6120168CCC;;7;2195.11;1469.00;60.000000;60.000000;30.000000;15.000000;;", 0922F6120168CCC, ";;", 0922F6120168CCC, ";0922f6120168ccc
