Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
"Airtec Cooling";Airtec;ATINTVAUX7-BL;;7;605.44;381.43;121.000000;32.000000;37.000000;13.800000;;"Airtec, ATINTVAUX7-Z, ATINTVAUX7-BL";;"Airtec, ATINTVAUX7-Z, ATINTVAUX7-BL";airtec-atintvaux7-bl
"Airtec Cooling";Airtec;ATINTHON02-RD;;7;854.94;538.61;101.000000;57.000000;38.000000;21.750000;;"Airtec, ATINTHON02-Z, ATINTHON02-RD";;"Airtec, ATINTHON02-Z, ATINTHON02-RD";airtec-atinthon02-rd
"Airtec Cooling";Airtec;ATINTVAG10-BL;;7;523.02;329.50;31.000000;26.000000;110.000000;15.500000;;"Airtec, ATINTVAG10-Z, ATINTVAG10-BL";;"Airtec, ATINTVAG10-Z, ATINTVAG10-BL";airtec-atintvag10-bl
"Airtec Cooling";Airtec;ATINTVAG10-RD;;7;523.02;329.50;31.000000;26.000000;110.000000;15.500000;;"Airtec, ATINTVAG10-Z, ATINTVAG10-RD";;"Airtec, ATINTVAG10-Z, ATINTVAG10-RD";airtec-atintvag10-rd
"Airtec Cooling";Airtec;ATINTFT3-BL/AUTO;;7;605.44;381.43;121.000000;46.000000;28.000000;17.050000;;"Airtec, ATINTFT3-Z, ATINTFT3-BL/AUTO";;"Airtec, ATINTFT3-Z, ATINTFT3-BL/AUTO";airtec-atintft3-bl-auto
"Airtec Cooling";Airtec;ATINTFT3-RD/AUTO;;7;605.44;381.43;121.000000;46.000000;28.000000;17.050000;;"Airtec, ATINTFT3-Z, ATINTFT3-RD/AUTO";;"Airtec, ATINTFT3-Z, ATINTFT3-RD/AUTO";airtec-atintft3-rd-auto
"Airtec Cooling";Airtec;ATINTFT3-BL;;7;658.71;381.43;121.000000;46.000000;28.000000;17.050000;;"Airtec, ATINTFT3-Z, ATINTFT3-BL";;"Airtec, ATINTFT3-Z, ATINTFT3-BL";airtec-atintft3-bl
"Airtec Cooling";Airtec;ATINTFT3-RD;;7;658.71;381.43;121.000000;46.000000;28.000000;17.050000;;"Airtec, ATINTFT3-Z, ATINTFT3-RD";;"Airtec, ATINTFT3-Z, ATINTFT3-RD";airtec-atintft3-rd
"Airtec Cooling";Airtec;ATOILFO4T;;7;380.17;258.35;42.000000;22.000000;39.000000;4.400000;;"Airtec, ATOILFO4-Z, ATOILFO4T";;"Airtec, ATOILFO4-Z, ATOILFO4T";airtec-atoilfo4t
"Airtec Cooling";Airtec;ATMSFO5-RD;;7;443.07;301.29;78.000000;40.000000;30.000000;5.400000;;"Airtec, ATMSFO5-Z, ATMSFO5-RD";;"Airtec, ATMSFO5-Z, ATMSFO5-RD";airtec-atmsfo5-rd
"Airtec Cooling";Airtec;ATMSFO5-W;;7;443.07;301.29;78.000000;40.000000;30.000000;5.400000;;"Airtec, ATMSFO5-Z, ATMSFO5-W";;"Airtec, ATMSFO5-Z, ATMSFO5-W";airtec-atmsfo5-w
"Airtec Cooling";Airtec;ATMSFO6-BL;;7;507.47;342.41;78.000000;40.000000;30.000000;5.400000;;"Airtec, ATMSFO5-Z, ATMSFO6-BL";;"Airtec, ATMSFO5-Z, ATMSFO6-BL";airtec-atmsfo6-bl
"Airtec Cooling";Airtec;ATMSFO6-G;;7;507.47;342.41;78.000000;40.000000;30.000000;5.400000;;"Airtec, ATMSFO5-Z, ATMSFO6-G";;"Airtec, ATMSFO5-Z, ATMSFO6-G";airtec-atmsfo6-g
