Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
;;FS3Z-6640526-SA;;7;61.43;41.16;38.000000;26.000000;5.000000;0.340000;;", FS3Z-6640526-SA, ";;", FS3Z-6640526-SA, ";fs3z-6640526-sa
;;FS3Z-2760-BL;;7;33.71;23.60;24.000000;12.000000;6.000000;0.260000;;", FS3Z-2760-BL, ";;", FS3Z-2760-BL, ";fs3z-2760-bl
;;FR3Z-6766-BL;;7;11.91;8.34;20.000000;16.000000;5.000000;0.340000;;", FR3Z-6766-BL, ";;", FR3Z-6766-BL, ";fr3z-6766-bl
;;FR3Z-6750-BL;;7;44.80;28.22;17.000000;11.000000;4.000000;0.100000;;", FR3Z-6750-BL, ";;", FR3Z-6750-BL, ";fr3z-6750-bl
;;FR3Z-6640526-GA;;7;55.84;37.41;32.000000;22.000000;5.000000;0.320000;;", FR3Z-6640526-GA, ";;", FR3Z-6640526-GA, ";fr3z-6640526-ga
;;FR3Z-6640526-5A;;7;55.84;37.41;33.000000;21.000000;3.000000;0.300000;;", FR3Z-6640526-5A, ";;", FR3Z-6640526-5A, ";fr3z-6640526-5a
;;FR3Z-2162-BL;;7;37.09;25.96;20.000000;16.000000;5.000000;0.240000;;", FR3Z-2162-BL, ";;", FR3Z-2162-BL, ";fr3z-2162-bl
;;FR3Z-17632-BL;;7;37.09;25.96;16.000000;12.000000;4.000000;0.200000;;", FR3Z-17632-BL, ";;", FR3Z-17632-BL, ";fr3z-17632-bl
;;FR3Z-16A052-BLK;;7;84.37;59.06;132.000000;20.000000;11.000000;5.680000;;", FR3Z-16A052-BLK, ";;", FR3Z-16A052-BLK, ";fr3z-16a052-blk
;;ACC-5033270;;7;23.03;13.82;6.000000;5.000000;2.000000;0.100000;;", ACC-5033270, ";;", ACC-5033270, ";acc-5033270
;;5S3Z-2457-9735M;;7;93.56;65.49;33.000000;23.000000;4.000000;0.440000;;", 5S3Z-2457-9735M, ";;", 5S3Z-2457-9735M, ";5s3z-2457-9735m
